p4_3801,P4,P1:5067;P2:3802;P3:3802;P4:3801;P5:5065,13424.5,apply_student,local,
p4_3802,P4,P1:5067;P2:3802;P3:3802;P4:3802;P5:5065,13424.9,forward_student,send,P5
p5_5066,P5,P1:5067;P2:3802;P3:3802;P4:3802;P5:5066,13425.7,recv_student,receive,P4
p5_5067,P5,P1:5067;P2:3802;P3:3802;P4:3802;P5:5067,13425.9,apply_student,local,
p5_5068,P5,P1:5067;P2:3802;P3:3802;P4:3802;P5:5068,13426.7,write_enrollment,local,
p5_5069,P5,P1:5067;P2:3802;P3:3802;P4:3802;P5:5069,13426.9,send_enrollment,send,P1
p1_5068,P1,P1:5068;P2:3802;P3:3802;P4:3802;P5:5069,13427.7,recv_enrollment,receive,P5
p1_5069,P1,P1:5069;P2:3802;P3:3802;P4:3802;P5:5069,13427.9,apply_enrollment,local,
p1_5070,P1,P1:5070;P2:3802;P3:3802;P4:3802;P5:5069,13431.2,write_student,local,
p1_5071,P1,P1:5071;P2:3802;P3:3802;P4:3802;P5:5069,13431.3,send_student,send,P2
p2_3803,P2,P1:5071;P2:3803;P3:3802;P4:3802;P5:5069,13432.1,recv_student,receive,P1
p2_3804,P2,P1:5071;P2:3804;P3:3802;P4:3802;P5:5069,13432.3,apply_student,local,
p2_3805,P2,P1:5071;P2:3805;P3:3802;P4:3802;P5:5069,13432.7,forward_student,send,P3
p3_3803,P3,P1:5071;P2:3805;P3:3803;P4:3802;P5:5069,13433.5,recv_student,receive,P2
p3_3804,P3,P1:5071;P2:3805;P3:3804;P4:3802;P5:5069,13433.7,apply_student,local,
p3_3805,P3,P1:5071;P2:3805;P3:3805;P4:3802;P5:5069,13434.1,forward_student,send,P4
p4_3803,P4,P1:5071;P2:3805;P3:3805;P4:3803;P5:5069,13434.9,recv_student,receive,P3
p4_3804,P4,P1:5071;P2:3805;P3:3805;P4:3804;P5:5069,13435.1,apply_student,local,
p4_3805,P4,P1:5071;P2:3805;P3:3805;P4:3805;P5:5069,13435.5,forward_student,send,P5
p5_5070,P5,P1:5071;P2:3805;P3:3805;P4:3805;P5:5070,13436.3,recv_student,receive,P4
p5_5071,P5,P1:5071;P2:3805;P3:3805;P4:3805;P5:5071,13436.5,apply_student,local,
p5_5072,P5,P1:5071;P2:3805;P3:3805;P4:3805;P5:5072,13437.3,write_enrollment,local,
p5_5073,P5,P1:5071;P2:3805;P3:3805;P4:3805;P5:5073,13437.5,send_enrollment,send,P1
p1_5072,P1,P1:5072;P2:3805;P3:3805;P4:3805;P5:5073,13438.3,recv_enrollment,receive,P5
p1_5073,P1,P1:5073;P2:3805;P3:3805;P4:3805;P5:5073,13438.5,apply_enrollment,local,
p1_5074,P1,P1:5074;P2:3805;P3:3805;P4:3805;P5:5073,13441.8,write_student,local,
p1_5075,P1,P1:5075;P2:3805;P3:3805;P4:3805;P5:5073,13441.9,send_student,send,P2
p2_3806,P2,P1:5075;P2:3806;P3:3805;P4:3805;P5:5073,13442.7,recv_student,receive,P1
p2_3807,P2,P1:5075;P2:3807;P3:3805;P4:3805;P5:5073,13442.9,apply_student,local,
p2_3808,P2,P1:5075;P2:3808;P3:3805;P4:3805;P5:5073,13443.3,forward_student,send,P3
p3_3806,P3,P1:5075;P2:3808;P3:3806;P4:3805;P5:5073,13444.1,recv_student,receive,P2
p3_3807,P3,P1:5075;P2:3808;P3:3807;P4:3805;P5:5073,13444.3,apply_student,local,
p3_3808,P3,P1:5075;P2:3808;P3:3808;P4:3805;P5:5073,13444.7,forward_student,send,P4
p4_3806,P4,P1:5075;P2:3808;P3:3808;P4:3806;P5:5073,13445.5,recv_student,receive,P3
p4_3807,P4,P1:5075;P2:3808;P3:3808;P4:3807;P5:5073,13445.7,apply_student,local,
p4_3808,P4,P1:5075;P2:3808;P3:3808;P4:3808;P5:5073,13446.1,forward_student,send,P5
p5_5074,P5,P1:5075;P2:3808;P3:3808;P4:3808;P5:5074,13446.9,recv_student,receive,P4
p5_5075,P5,P1:5075;P2:3808;P3:3808;P4:3808;P5:5075,13447.1,apply_student,local,
p5_5076,P5,P1:5075;P2:3808;P3:3808;P4:3808;P5:5076,13447.9,write_enrollment,local,
p5_5077,P5,P1:5075;P2:3808;P3:3808;P4:3808;P5:5077,13448.1,send_enrollment,send,P1
p1_5076,P1,P1:5076;P2:3808;P3:3808;P4:3808;P5:5077,13448.9,recv_enrollment,receive,P5
p1_5077,P1,P1:5077;P2:3808;P3:3808;P4:3808;P5:5077,13449.1,apply_enrollment,local,
p1_5078,P1,P1:5078;P2:3808;P3:3808;P4:3808;P5:5077,13452.4,write_student,local,
p1_5079,P1,P1:5079;P2:3808;P3:3808;P4:3808;P5:5077,13452.5,send_student,send,P2
p2_3809,P2,P1:5079;P2:3809;P3:3808;P4:3808;P5:5077,13453.3,recv_student,receive,P1
p2_3810,P2,P1:5079;P2:3810;P3:3808;P4:3808;P5:5077,13453.5,apply_student,local,
p2_3811,P2,P1:5079;P2:3811;P3:3808;P4:3808;P5:5077,13453.9,forward_student,send,P3
p3_3809,P3,P1:5079;P2:3811;P3:3809;P4:3808;P5:5077,13454.7,recv_student,receive,P2
p3_3810,P3,P1:5079;P2:3811;P3:3810;P4:3808;P5:5077,13454.9,apply_student,local,
p3_3811,P3,P1:5079;P2:3811;P3:3811;P4:3808;P5:5077,13455.3,forward_student,send,P4
p4_3809,P4,P1:5079;P2:3811;P3:3811;P4:3809;P5:5077,13456.1,recv_student,receive,P3
p4_3810,P4,P1:5079;P2:3811;P3:3811;P4:3810;P5:5077,13456.3,apply_student,local,
p4_3811,P4,P1:5079;P2:3811;P3:3811;P4:3811;P5:5077,13456.7,forward_student,send,P5
p5_5078,P5,P1:5079;P2:3811;P3:3811;P4:3811;P5:5078,13457.5,recv_student,receive,P4
p5_5079,P5,P1:5079;P2:3811;P3:3811;P4:3811;P5:5079,13457.7,apply_student,local,
p5_5080,P5,P1:5079;P2:3811;P3:3811;P4:3811;P5:5080,13458.5,write_enrollment,local,
p5_5081,P5,P1:5079;P2:3811;P3:3811;P4:3811;P5:5081,13458.7,send_enrollment,send,P1
p1_5080,P1,P1:5080;P2:3811;P3:3811;P4:3811;P5:5081,13459.5,recv_enrollment,receive,P5
p1_5081,P1,P1:5081;P2:3811;P3:3811;P4:3811;P5:5081,13459.7,apply_enrollment,local,
p1_5082,P1,P1:5082;P2:3811;P3:3811;P4:3811;P5:5081,13463.0,write_student,local,
p1_5083,P1,P1:5083;P2:3811;P3:3811;P4:3811;P5:5081,13463.1,send_student,send,P2
p2_3812,P2,P1:5083;P2:3812;P3:3811;P4:3811;P5:5081,13463.9,recv_student,receive,P1
p2_3813,P2,P1:5083;P2:3813;P3:3811;P4:3811;P5:5081,13464.1,apply_student,local,
p2_3814,P2,P1:5083;P2:3814;P3:3811;P4:3811;P5:5081,13464.5,forward_student,send,P3
p3_3812,P3,P1:5083;P2:3814;P3:3812;P4:3811;P5:5081,13465.3,recv_student,receive,P2
p3_3813,P3,P1:5083;P2:3814;P3:3813;P4:3811;P5:5081,13465.5,apply_student,local,
p3_3814,P3,P1:5083;P2:3814;P3:3814;P4:3811;P5:5081,13465.9,forward_student,send,P4
p4_3812,P4,P1:5083;P2:3814;P3:3814;P4:3812;P5:5081,13466.7,recv_student,receive,P3
p4_3813,P4,P1:5083;P2:3814;P3:3814;P4:3813;P5:5081,13466.9,apply_student,local,
p4_3814,P4,P1:5083;P2:3814;P3:3814;P4:3814;P5:5081,13467.3,forward_student,send,P5
p5_5082,P5,P1:5083;P2:3814;P3:3814;P4:3814;P5:5082,13468.1,recv_student,receive,P4
p5_5083,P5,P1:5083;P2:3814;P3:3814;P4:3814;P5:5083,13468.3,apply_student,local,
p5_5084,P5,P1:5083;P2:3814;P3:3814;P4:3814;P5:5084,13469.1,write_enrollment,local,
p5_5085,P5,P1:5083;P2:3814;P3:3814;P4:3814;P5:5085,13469.3,send_enrollment,send,P1
p1_5084,P1,P1:5084;P2:3814;P3:3814;P4:3814;P5:5085,13470.1,recv_enrollment,receive,P5
p1_5085,P1,P1:5085;P2:3814;P3:3814;P4:3814;P5:5085,13470.3,apply_enrollment,local,
p1_5086,P1,P1:5086;P2:3814;P3:3814;P4:3814;P5:5085,13473.6,write_student,local,
p1_5087,P1,P1:5087;P2:3814;P3:3814;P4:3814;P5:5085,13473.7,send_student,send,P2
p2_3815,P2,P1:5087;P2:3815;P3:3814;P4:3814;P5:5085,13474.5,recv_student,receive,P1
p2_3816,P2,P1:5087;P2:3816;P3:3814;P4:3814;P5:5085,13474.7,apply_student,local,
p2_3817,P2,P1:5087;P2:3817;P3:3814;P4:3814;P5:5085,13475.1,forward_student,send,P3
p3_3815,P3,P1:5087;P2:3817;P3:3815;P4:3814;P5:5085,13475.9,recv_student,receive,P2
p3_3816,P3,P1:5087;P2:3817;P3:3816;P4:3814;P5:5085,13476.1,apply_student,local,
p3_3817,P3,P1:5087;P2:3817;P3:3817;P4:3814;P5:5085,13476.5,forward_student,send,P4
p4_3815,P4,P1:5087;P2:3817;P3:3817;P4:3815;P5:5085,13477.3,recv_student,receive,P3
p4_3816,P4,P1:5087;P2:3817;P3:3817;P4:3816;P5:5085,13477.5,apply_student,local,
p4_3817,P4,P1:5087;P2:3817;P3:3817;P4:3817;P5:5085,13477.9,forward_student,send,P5
p5_5086,P5,P1:5087;P2:3817;P3:3817;P4:3817;P5:5086,13478.7,recv_student,receive,P4
p5_5087,P5,P1:5087;P2:3817;P3:3817;P4:3817;P5:5087,13478.9,apply_student,local,
p5_5088,P5,P1:5087;P2:3817;P3:3817;P4:3817;P5:5088,13479.7,write_enrollment,local,
p5_5089,P5,P1:5087;P2:3817;P3:3817;P4:3817;P5:5089,13479.9,send_enrollment,send,P1
p1_5088,P1,P1:5088;P2:3817;P3:3817;P4:3817;P5:5089,13480.7,recv_enrollment,receive,P5
p1_5089,P1,P1:5089;P2:3817;P3:3817;P4:3817;P5:5089,13480.9,apply_enrollment,local,
p1_5090,P1,P1:5090;P2:3817;P3:3817;P4:3817;P5:5089,13484.2,write_student,local,
p1_5091,P1,P1:5091;P2:3817;P3:3817;P4:3817;P5:5089,13484.3,send_student,send,P2
p2_3818,P2,P1:5091;P2:3818;P3:3817;P4:3817;P5:5089,13485.1,recv_student,receive,P1
p2_3819,P2,P1:5091;P2:3819;P3:3817;P4:3817;P5:5089,13485.3,apply_student,local,
p2_3820,P2,P1:5091;P2:3820;P3:3817;P4:3817;P5:5089,13485.7,forward_student,send,P3
p3_3818,P3,P1:5091;P2:3820;P3:3818;P4:3817;P5:5089,13486.5,recv_student,receive,P2
p3_3819,P3,P1:5091;P2:3820;P3:3819;P4:3817;P5:5089,13486.7,apply_student,local,
p3_3820,P3,P1:5091;P2:3820;P3:3820;P4:3817;P5:5089,13487.1,forward_student,send,P4
p4_3818,P4,P1:5091;P2:3820;P3:3820;P4:3818;P5:5089,13487.9,recv_student,receive,P3
p4_3819,P4,P1:5091;P2:3820;P3:3820;P4:3819;P5:5089,13488.1,apply_student,local,
p4_3820,P4,P1:5091;P2:3820;P3:3820;P4:3820;P5:5089,13488.5,forward_student,send,P5
p5_5090,P5,P1:5091;P2:3820;P3:3820;P4:3820;P5:5090,13489.3,recv_student,receive,P4
p5_5091,P5,P1:5091;P2:3820;P3:3820;P4:3820;P5:5091,13489.5,apply_student,local,
p5_5092,P5,P1:5091;P2:3820;P3:3820;P4:3820;P5:5092,13490.3,write_enrollment,local,
p5_5093,P5,P1:5091;P2:3820;P3:3820;P4:3820;P5:5093,13490.5,send_enrollment,send,P1
p1_5092,P1,P1:5092;P2:3820;P3:3820;P4:3820;P5:5093,13491.3,recv_enrollment,receive,P5
p1_5093,P1,P1:5093;P2:3820;P3:3820;P4:3820;P5:5093,13491.5,apply_enrollment,local,
p1_5094,P1,P1:5094;P2:3820;P3:3820;P4:3820;P5:5093,13494.8,write_student,local,
p1_5095,P1,P1:5095;P2:3820;P3:3820;P4:3820;P5:5093,13494.9,send_student,send,P2
p2_3821,P2,P1:5095;P2:3821;P3:3820;P4:3820;P5:5093,13495.7,recv_student,receive,P1
p2_3822,P2,P1:5095;P2:3822;P3:3820;P4:3820;P5:5093,13495.9,apply_student,local,
p2_3823,P2,P1:5095;P2:3823;P3:3820;P4:3820;P5:5093,13496.3,forward_student,send,P3
p3_3821,P3,P1:5095;P2:3823;P3:3821;P4:3820;P5:5093,13497.1,recv_student,receive,P2
p3_3822,P3,P1:5095;P2:3823;P3:3822;P4:3820;P5:5093,13497.3,apply_student,local,
p3_3823,P3,P1:5095;P2:3823;P3:3823;P4:3820;P5:5093,13497.7,forward_student,send,P4
p4_3821,P4,P1:5095;P2:3823;P3:3823;P4:3821;P5:5093,13498.5,recv_student,receive,P3
p4_3822,P4,P1:5095;P2:3823;P3:3823;P4:3822;P5:5093,13498.7,apply_student,local,
p4_3823,P4,P1:5095;P2:3823;P3:3823;P4:3823;P5:5093,13499.1,forward_student,send,P5
p5_5094,P5,P1:5095;P2:3823;P3:3823;P4:3823;P5:5094,13499.9,recv_student,receive,P4
p5_5095,P5,P1:5095;P2:3823;P3:3823;P4:3823;P5:5095,13500.1,apply_student,local,
p5_5096,P5,P1:5095;P2:3823;P3:3823;P4:3823;P5:5096,13500.9,write_enrollment,local,
p5_5097,P5,P1:5095;P2:3823;P3:3823;P4:3823;P5:5097,13501.1,send_enrollment,send,P1
p1_5096,P1,P1:5096;P2:3823;P3:3823;P4:3823;P5:5097,13501.9,recv_enrollment,receive,P5
p1_5097,P1,P1:5097;P2:3823;P3:3823;P4:3823;P5:5097,13502.1,apply_enrollment,local,
p1_5098,P1,P1:5098;P2:3823;P3:3823;P4:3823;P5:5097,13505.4,write_student,local,
p1_5099,P1,P1:5099;P2:3823;P3:3823;P4:3823;P5:5097,13505.5,send_student,send,P2
p2_3824,P2,P1:5099;P2:3824;P3:3823;P4:3823;P5:5097,13506.3,recv_student,receive,P1
p2_3825,P2,P1:5099;P2:3825;P3:3823;P4:3823;P5:5097,13506.5,apply_student,local,
p2_3826,P2,P1:5099;P2:3826;P3:3823;P4:3823;P5:5097,13506.9,forward_student,send,P3
p3_3824,P3,P1:5099;P2:3826;P3:3824;P4:3823;P5:5097,13507.7,recv_student,receive,P2
p3_3825,P3,P1:5099;P2:3826;P3:3825;P4:3823;P5:5097,13507.9,apply_student,local,
p3_3826,P3,P1:5099;P2:3826;P3:3826;P4:3823;P5:5097,13508.3,forward_student,send,P4
p4_3824,P4,P1:5099;P2:3826;P3:3826;P4:3824;P5:5097,13509.1,recv_student,receive,P3
p4_3825,P4,P1:5099;P2:3826;P3:3826;P4:3825;P5:5097,13509.3,apply_student,local,
p4_3826,P4,P1:5099;P2:3826;P3:3826;P4:3826;P5:5097,13509.7,forward_student,send,P5
p5_5098,P5,P1:5099;P2:3826;P3:3826;P4:3826;P5:5098,13510.5,recv_student,receive,P4
p5_5099,P5,P1:5099;P2:3826;P3:3826;P4:3826;P5:5099,13510.7,apply_student,local,
p5_5100,P5,P1:5099;P2:3826;P3:3826;P4:3826;P5:5100,13511.5,write_enrollment,local,
p5_5101,P5,P1:5099;P2:3826;P3:3826;P4:3826;P5:5101,13511.7,send_enrollment,send,P1
p1_5100,P1,P1:5100;P2:3826;P3:3826;P4:3826;P5:5101,13512.5,recv_enrollment,receive,P5
p1_5101,P1,P1:5101;P2:3826;P3:3826;P4:3826;P5:5101,13512.7,apply_enrollment,local,
p1_5102,P1,P1:5102;P2:3826;P3:3826;P4:3826;P5:5101,13516.0,write_student,local,
p1_5103,P1,P1:5103;P2:3826;P3:3826;P4:3826;P5:5101,13516.1,send_student,send,P2
p2_3827,P2,P1:5103;P2:3827;P3:3826;P4:3826;P5:5101,13516.9,recv_student,receive,P1
p2_3828,P2,P1:5103;P2:3828;P3:3826;P4:3826;P5:5101,13517.1,apply_student,local,
p2_3829,P2,P1:5103;P2:3829;P3:3826;P4:3826;P5:5101,13517.5,forward_student,send,P3
p3_3827,P3,P1:5103;P2:3829;P3:3827;P4:3826;P5:5101,13518.3,recv_student,receive,P2
p3_3828,P3,P1:5103;P2:3829;P3:3828;P4:3826;P5:5101,13518.5,apply_student,local,
p3_3829,P3,P1:5103;P2:3829;P3:3829;P4:3826;P5:5101,13518.9,forward_student,send,P4
p4_3827,P4,P1:5103;P2:3829;P3:3829;P4:3827;P5:5101,13519.7,recv_student,receive,P3
p4_3828,P4,P1:5103;P2:3829;P3:3829;P4:3828;P5:5101,13519.9,apply_student,local,
p4_3829,P4,P1:5103;P2:3829;P3:3829;P4:3829;P5:5101,13520.3,forward_student,send,P5
p5_5102,P5,P1:5103;P2:3829;P3:3829;P4:3829;P5:5102,13521.1,recv_student,receive,P4
p5_5103,P5,P1:5103;P2:3829;P3:3829;P4:3829;P5:5103,13521.3,apply_student,local,
p5_5104,P5,P1:5103;P2:3829;P3:3829;P4:3829;P5:5104,13522.1,write_enrollment,local,
p5_5105,P5,P1:5103;P2:3829;P3:3829;P4:3829;P5:5105,13522.3,send_enrollment,send,P1
p1_5104,P1,P1:5104;P2:3829;P3:3829;P4:3829;P5:5105,13523.1,recv_enrollment,receive,P5
p1_5105,P1,P1:5105;P2:3829;P3:3829;P4:3829;P5:5105,13523.3,apply_enrollment,local,
p1_5106,P1,P1:5106;P2:3829;P3:3829;P4:3829;P5:5105,13526.6,write_student,local,
p1_5107,P1,P1:5107;P2:3829;P3:3829;P4:3829;P5:5105,13526.7,send_student,send,P2
p2_3830,P2,P1:5107;P2:3830;P3:3829;P4:3829;P5:5105,13527.5,recv_student,receive,P1
p2_3831,P2,P1:5107;P2:3831;P3:3829;P4:3829;P5:5105,13527.7,apply_student,local,
p2_3832,P2,P1:5107;P2:3832;P3:3829;P4:3829;P5:5105,13528.1,forward_student,send,P3
p3_3830,P3,P1:5107;P2:3832;P3:3830;P4:3829;P5:5105,13528.9,recv_student,receive,P2
p3_3831,P3,P1:5107;P2:3832;P3:3831;P4:3829;P5:5105,13529.1,apply_student,local,
p3_3832,P3,P1:5107;P2:3832;P3:3832;P4:3829;P5:5105,13529.5,forward_student,send,P4
p4_3830,P4,P1:5107;P2:3832;P3:3832;P4:3830;P5:5105,13530.3,recv_student,receive,P3
p4_3831,P4,P1:5107;P2:3832;P3:3832;P4:3831;P5:5105,13530.5,apply_student,local,
p4_3832,P4,P1:5107;P2:3832;P3:3832;P4:3832;P5:5105,13530.9,forward_student,send,P5
p5_5106,P5,P1:5107;P2:3832;P3:3832;P4:3832;P5:5106,13531.7,recv_student,receive,P4
p5_5107,P5,P1:5107;P2:3832;P3:3832;P4:3832;P5:5107,13531.9,apply_student,local,
p5_5108,P5,P1:5107;P2:3832;P3:3832;P4:3832;P5:5108,13532.7,write_enrollment,local,
p5_5109,P5,P1:5107;P2:3832;P3:3832;P4:3832;P5:5109,13532.9,send_enrollment,send,P1
p1_5108,P1,P1:5108;P2:3832;P3:3832;P4:3832;P5:5109,13533.7,recv_enrollment,receive,P5
p1_5109,P1,P1:5109;P2:3832;P3:3832;P4:3832;P5:5109,13533.9,apply_enrollment,local,
p1_5110,P1,P1:5110;P2:3832;P3:3832;P4:3832;P5:5109,13537.2,write_student,local,
p1_5111,P1,P1:5111;P2:3832;P3:3832;P4:3832;P5:5109,13537.3,send_student,send,P2
p2_3833,P2,P1:5111;P2:3833;P3:3832;P4:3832;P5:5109,13538.1,recv_student,receive,P1
p2_3834,P2,P1:5111;P2:3834;P3:3832;P4:3832;P5:5109,13538.3,apply_student,local,
p2_3835,P2,P1:5111;P2:3835;P3:3832;P4:3832;P5:5109,13538.7,forward_student,send,P3
p3_3833,P3,P1:5111;P2:3835;P3:3833;P4:3832;P5:5109,13539.5,recv_student,receive,P2
p3_3834,P3,P1:5111;P2:3835;P3:3834;P4:3832;P5:5109,13539.7,apply_student,local,
p3_3835,P3,P1:5111;P2:3835;P3:3835;P4:3832;P5:5109,13540.1,forward_student,send,P4
p4_3833,P4,P1:5111;P2:3835;P3:3835;P4:3833;P5:5109,13540.9,recv_student,receive,P3
p4_3834,P4,P1:5111;P2:3835;P3:3835;P4:3834;P5:5109,13541.1,apply_student,local,
p4_3835,P4,P1:5111;P2:3835;P3:3835;P4:3835;P5:5109,13541.5,forward_student,send,P5
p5_5110,P5,P1:5111;P2:3835;P3:3835;P4:3835;P5:5110,13542.3,recv_student,receive,P4
p5_5111,P5,P1:5111;P2:3835;P3:3835;P4:3835;P5:5111,13542.5,apply_student,local,
p5_5112,P5,P1:5111;P2:3835;P3:3835;P4:3835;P5:5112,13543.3,write_enrollment,local,
p5_5113,P5,P1:5111;P2:3835;P3:3835;P4:3835;P5:5113,13543.5,send_enrollment,send,P1
p1_5112,P1,P1:5112;P2:3835;P3:3835;P4:3835;P5:5113,13544.3,recv_enrollment,receive,P5
p1_5113,P1,P1:5113;P2:3835;P3:3835;P4:3835;P5:5113,13544.5,apply_enrollment,local,
p1_5114,P1,P1:5114;P2:3835;P3:3835;P4:3835;P5:5113,13547.8,write_student,local,
p1_5115,P1,P1:5115;P2:3835;P3:3835;P4:3835;P5:5113,13547.9,send_student,send,P2
p2_3836,P2,P1:5115;P2:3836;P3:3835;P4:3835;P5:5113,13548.7,recv_student,receive,P1
p2_3837,P2,P1:5115;P2:3837;P3:3835;P4:3835;P5:5113,13548.9,apply_student,local,
p2_3838,P2,P1:5115;P2:3838;P3:3835;P4:3835;P5:5113,13549.3,forward_student,send,P3
p3_3836,P3,P1:5115;P2:3838;P3:3836;P4:3835;P5:5113,13550.1,recv_student,receive,P2
p3_3837,P3,P1:5115;P2:3838;P3:3837;P4:3835;P5:5113,13550.3,apply_student,local,
p3_3838,P3,P1:5115;P2:3838;P3:3838;P4:3835;P5:5113,13550.7,forward_student,send,P4
p4_3836,P4,P1:5115;P2:3838;P3:3838;P4:3836;P5:5113,13551.5,recv_student,receive,P3
p4_3837,P4,P1:5115;P2:3838;P3:3838;P4:3837;P5:5113,13551.7,apply_student,local,
p4_3838,P4,P1:5115;P2:3838;P3:3838;P4:3838;P5:5113,13552.1,forward_student,send,P5
p5_5114,P5,P1:5115;P2:3838;P3:3838;P4:3838;P5:5114,13552.9,recv_student,receive,P4
p5_5115,P5,P1:5115;P2:3838;P3:3838;P4:3838;P5:5115,13553.1,apply_student,local,
p5_5116,P5,P1:5115;P2:3838;P3:3838;P4:3838;P5:5116,13553.9,write_enrollment,local,
p5_5117,P5,P1:5115;P2:3838;P3:3838;P4:3838;P5:5117,13554.1,send_enrollment,send,P1
p1_5116,P1,P1:5116;P2:3838;P3:3838;P4:3838;P5:5117,13554.9,recv_enrollment,receive,P5
p1_5117,P1,P1:5117;P2:3838;P3:3838;P4:3838;P5:5117,13555.1,apply_enrollment,local,
p1_5118,P1,P1:5118;P2:3838;P3:3838;P4:3838;P5:5117,13558.4,write_student,local,
p1_5119,P1,P1:5119;P2:3838;P3:3838;P4:3838;P5:5117,13558.5,send_student,send,P2
p2_3839,P2,P1:5119;P2:3839;P3:3838;P4:3838;P5:5117,13559.3,recv_student,receive,P1
p2_3840,P2,P1:5119;P2:3840;P3:3838;P4:3838;P5:5117,13559.5,apply_student,local,
p2_3841,P2,P1:5119;P2:3841;P3:3838;P4:3838;P5:5117,13559.9,forward_student,send,P3
p3_3839,P3,P1:5119;P2:3841;P3:3839;P4:3838;P5:5117,13560.7,recv_student,receive,P2
p3_3840,P3,P1:5119;P2:3841;P3:3840;P4:3838;P5:5117,13560.9,apply_student,local,
p3_3841,P3,P1:5119;P2:3841;P3:3841;P4:3838;P5:5117,13561.3,forward_student,send,P4
p4_3839,P4,P1:5119;P2:3841;P3:3841;P4:3839;P5:5117,13562.1,recv_student,receive,P3
p4_3840,P4,P1:5119;P2:3841;P3:3841;P4:3840;P5:5117,13562.3,apply_student,local,
p4_3841,P4,P1:5119;P2:3841;P3:3841;P4:3841;P5:5117,13562.7,forward_student,send,P5
p5_5118,P5,P1:5119;P2:3841;P3:3841;P4:3841;P5:5118,13563.5,recv_student,receive,P4
p5_5119,P5,P1:5119;P2:3841;P3:3841;P4:3841;P5:5119,13563.7,apply_student,local,
p5_5120,P5,P1:5119;P2:3841;P3:3841;P4:3841;P5:5120,13564.5,write_enrollment,local,
p5_5121,P5,P1:5119;P2:3841;P3:3841;P4:3841;P5:5121,13564.7,send_enrollment,send,P1
p1_5120,P1,P1:5120;P2:3841;P3:3841;P4:3841;P5:5121,13565.5,recv_enrollment,receive,P5
p1_5121,P1,P1:5121;P2:3841;P3:3841;P4:3841;P5:5121,13565.7,apply_enrollment,local,
p1_5122,P1,P1:5122;P2:3841;P3:3841;P4:3841;P5:5121,13569.0,write_student,local,
p1_5123,P1,P1:5123;P2:3841;P3:3841;P4:3841;P5:5121,13569.1,send_student,send,P2
p2_3842,P2,P1:5123;P2:3842;P3:3841;P4:3841;P5:5121,13569.9,recv_student,receive,P1
p2_3843,P2,P1:5123;P2:3843;P3:3841;P4:3841;P5:5121,13570.1,apply_student,local,
p2_3844,P2,P1:5123;P2:3844;P3:3841;P4:3841;P5:5121,13570.5,forward_student,send,P3
p3_3842,P3,P1:5123;P2:3844;P3:3842;P4:3841;P5:5121,13571.3,recv_student,receive,P2
p3_3843,P3,P1:5123;P2:3844;P3:3843;P4:3841;P5:5121,13571.5,apply_student,local,
p3_3844,P3,P1:5123;P2:3844;P3:3844;P4:3841;P5:5121,13571.9,forward_student,send,P4
p4_3842,P4,P1:5123;P2:3844;P3:3844;P4:3842;P5:5121,13572.7,recv_student,receive,P3
p4_3843,P4,P1:5123;P2:3844;P3:3844;P4:3843;P5:5121,13572.9,apply_student,local,
p4_3844,P4,P1:5123;P2:3844;P3:3844;P4:3844;P5:5121,13573.3,forward_student,send,P5
p5_5122,P5,P1:5123;P2:3844;P3:3844;P4:3844;P5:5122,13574.1,recv_student,receive,P4
p5_5123,P5,P1:5123;P2:3844;P3:3844;P4:3844;P5:5123,13574.3,apply_student,local,
p5_5124,P5,P1:5123;P2:3844;P3:3844;P4:3844;P5:5124,13575.1,write_enrollment,local,
p5_5125,P5,P1:5123;P2:3844;P3:3844;P4:3844;P5:5125,13575.3,send_enrollment,send,P1
p1_5124,P1,P1:5124;P2:3844;P3:3844;P4:3844;P5:5125,13576.1,recv_enrollment,receive,P5
p1_5125,P1,P1:5125;P2:3844;P3:3844;P4:3844;P5:5125,13576.3,apply_enrollment,local,
p1_5126,P1,P1:5126;P2:3844;P3:3844;P4:3844;P5:5125,13579.6,write_student,local,
p1_5127,P1,P1:5127;P2:3844;P3:3844;P4:3844;P5:5125,13579.7,send_student,send,P2
p2_3845,P2,P1:5127;P2:3845;P3:3844;P4:3844;P5:5125,13580.5,recv_student,receive,P1
p2_3846,P2,P1:5127;P2:3846;P3:3844;P4:3844;P5:5125,13580.7,apply_student,local,
p2_3847,P2,P1:5127;P2:3847;P3:3844;P4:3844;P5:5125,13581.1,forward_student,send,P3
p3_3845,P3,P1:5127;P2:3847;P3:3845;P4:3844;P5:5125,13581.9,recv_student,receive,P2
p3_3846,P3,P1:5127;P2:3847;P3:3846;P4:3844;P5:5125,13582.1,apply_student,local,
p3_3847,P3,P1:5127;P2:3847;P3:3847;P4:3844;P5:5125,13582.5,forward_student,send,P4
p4_3845,P4,P1:5127;P2:3847;P3:3847;P4:3845;P5:5125,13583.3,recv_student,receive,P3
p4_3846,P4,P1:5127;P2:3847;P3:3847;P4:3846;P5:5125,13583.5,apply_student,local,
p4_3847,P4,P1:5127;P2:3847;P3:3847;P4:3847;P5:5125,13583.9,forward_student,send,P5
p5_5126,P5,P1:5127;P2:3847;P3:3847;P4:3847;P5:5126,13584.7,recv_student,receive,P4
p5_5127,P5,P1:5127;P2:3847;P3:3847;P4:3847;P5:5127,13584.9,apply_student,local,
