recv_prep_P2_788,P2,C:9448;P1:2756;P2:5511;P3:2756,6310.299,,receive,C
recv_prep_P3_788,P3,C:9449;P1:2756;P2:2756;P3:5511,6310.447,,receive,C
vote_yes_P2_788,P2,C:9448;P1:2756;P2:5512;P3:2756,6310.722,vote_yes_P2,local,
vote_yes_P1_788,P1,C:9447;P1:5512;P2:2756;P3:2756,6310.922,vote_yes_P1,local,
prepared_P1_788,P1,C:9447;P1:5513;P2:2756;P3:2756,6310.972,prepared_P1,local,
prepared_P2_788,P2,C:9448;P1:2756;P2:5513;P3:2756,6311.022,prepared_P2,local,
vote_yes_P3_788,P3,C:9449;P1:2756;P2:2756;P3:5512,6311.222,vote_yes_P3,local,
prepared_P3_788,P3,C:9449;P1:2756;P2:2756;P3:5513,6311.272,prepared_P3,local,
send_yes_P1_788,P1,C:9447;P1:5514;P2:2756;P3:2756,6311.473,,send,C
send_yes_P2_788,P2,C:9448;P1:2756;P2:5514;P3:2756,6311.576,,send,C
send_yes_P3_788,P3,C:9449;P1:2756;P2:2756;P3:5514,6311.752,,send,C
recv_yes_P1_788,C,C:9450;P1:2759;P2:2756;P3:2756,6312.252,,receive,P1
recv_yes_P2_788,C,C:9451;P1:2759;P2:2759;P3:2756,6312.345,,receive,P2
recv_yes_P3_788,C,C:9452;P1:2759;P2:2759;P3:2759,6312.383,,receive,P3
decide_commit_788,C,C:9453;P1:2759;P2:2759;P3:2759,6312.725,committed,local,
commit_cmd_P1_788,C,C:9454;P1:2759;P2:2759;P3:2759,6312.941,,send,P1
commit_cmd_P2_788,C,C:9455;P1:2759;P2:2759;P3:2759,6313.060,,send,P2
commit_cmd_P3_788,C,C:9456;P1:2759;P2:2759;P3:2759,6313.118,,send,P3
recv_commit_P1_788,P1,C:9454;P1:5515;P2:2759;P3:2759,6313.742,,receive,C
recv_commit_P2_788,P2,C:9455;P1:2759;P2:5515;P3:2759,6313.838,,receive,C
recv_commit_P3_788,P3,C:9456;P1:2759;P2:2759;P3:5515,6313.907,,receive,C
local_commit_P1_788,P1,C:9454;P1:5516;P2:2759;P3:2759,6314.182,local_commit_P1,local,
local_commit_P2_788,P2,C:9455;P1:2759;P2:5516;P3:2759,6314.289,local_commit_P2,local,
local_commit_P3_788,P3,C:9456;P1:2759;P2:2759;P3:5516,6314.448,local_commit_P3,local,
ack_P1_788,P1,C:9454;P1:5517;P2:2759;P3:2759,6314.707,,send,C
ack_P2_788,P2,C:9455;P1:2759;P2:5517;P3:2759,6314.838,,send,C
ack_P3_788,P3,C:9456;P1:2759;P2:2759;P3:5517,6314.896,,send,C
tx_done_788,C,C:9457;P1:2759;P2:2759;P3:2759,6315.699,,local,
begin_tx_789,C,C:9458;P1:2759;P2:2759;P3:2759,6317.314,,local,
prepare_P1_789,C,C:9459;P1:2759;P2:2759;P3:2759,6317.420,,send,P1
prepare_P2_789,C,C:9460;P1:2759;P2:2759;P3:2759,6317.564,,send,P2
prepare_P3_789,C,C:9461;P1:2759;P2:2759;P3:2759,6317.660,,send,P3
recv_prep_P1_789,P1,C:9459;P1:5518;P2:2759;P3:2759,6318.312,,receive,C
recv_prep_P2_789,P2,C:9460;P1:2759;P2:5518;P3:2759,6318.463,,receive,C
recv_prep_P3_789,P3,C:9461;P1:2759;P2:2759;P3:5518,6318.524,,receive,C
vote_yes_P2_789,P2,C:9460;P1:2759;P2:5519;P3:2759,6318.841,vote_yes_P2,local,
vote_yes_P1_789,P1,C:9459;P1:5519;P2:2759;P3:2759,6319.041,vote_yes_P1,local,
prepared_P1_789,P1,C:9459;P1:5520;P2:2759;P3:2759,6319.091,prepared_P1,local,
prepared_P2_789,P2,C:9460;P1:2759;P2:5520;P3:2759,6319.141,prepared_P2,local,
vote_yes_P3_789,P3,C:9461;P1:2759;P2:2759;P3:5519,6319.341,vote_yes_P3,local,
prepared_P3_789,P3,C:9461;P1:2759;P2:2759;P3:5520,6319.391,prepared_P3,local,
send_yes_P1_789,P1,C:9459;P1:5521;P2:2759;P3:2759,6319.691,,send,C
send_yes_P2_789,P2,C:9460;P1:2759;P2:5521;P3:2759,6319.718,,send,C
send_yes_P3_789,P3,C:9461;P1:2759;P2:2759;P3:5521,6319.829,,send,C
recv_yes_P1_789,C,C:9462;P1:2763;P2:2759;P3:2759,6320.334,,receive,P1
recv_yes_P2_789,C,C:9463;P1:2763;P2:2763;P3:2759,6320.457,,receive,P2
recv_yes_P3_789,C,C:9464;P1:2763;P2:2763;P3:2763,6320.552,,receive,P3
decide_commit_789,C,C:9465;P1:2763;P2:2763;P3:2763,6320.828,committed,local,
commit_cmd_P1_789,C,C:9466;P1:2763;P2:2763;P3:2763,6321.001,,send,P1
commit_cmd_P2_789,C,C:9467;P1:2763;P2:2763;P3:2763,6321.127,,send,P2
commit_cmd_P3_789,C,C:9468;P1:2763;P2:2763;P3:2763,6321.275,,send,P3
recv_commit_P1_789,P1,C:9466;P1:5522;P2:2763;P3:2763,6321.851,,receive,C
recv_commit_P2_789,P2,C:9467;P1:2763;P2:5522;P3:2763,6321.979,,receive,C
recv_commit_P3_789,P3,C:9468;P1:2763;P2:2763;P3:5522,6322.024,,receive,C
local_commit_P1_789,P1,C:9466;P1:5523;P2:2763;P3:2763,6322.365,local_commit_P1,local,
local_commit_P2_789,P2,C:9467;P1:2763;P2:5523;P3:2763,6322.467,local_commit_P2,local,
local_commit_P3_789,P3,C:9468;P1:2763;P2:2763;P3:5523,6322.508,local_commit_P3,local,
ack_P1_789,P1,C:9466;P1:5524;P2:2763;P3:2763,6322.862,,send,C
ack_P2_789,P2,C:9467;P1:2763;P2:5524;P3:2763,6322.956,,send,C
ack_P3_789,P3,C:9468;P1:2763;P2:2763;P3:5524,6323.063,,send,C
tx_done_789,C,C:9469;P1:2763;P2:2763;P3:2763,6323.831,,local,
begin_tx_790,C,C:9470;P1:2763;P2:2763;P3:2763,6325.640,,local,
prepare_P1_790,C,C:9471;P1:2763;P2:2763;P3:2763,6325.751,,send,P1
prepare_P2_790,C,C:9472;P1:2763;P2:2763;P3:2763,6325.847,,send,P2
prepare_P3_790,C,C:9473;P1:2763;P2:2763;P3:2763,6325.919,,send,P3
recv_prep_P1_790,P1,C:9471;P1:5525;P2:2763;P3:2763,6326.632,,receive,C
recv_prep_P2_790,P2,C:9472;P1:2763;P2:5525;P3:2763,6326.718,,receive,C
recv_prep_P3_790,P3,C:9473;P1:2763;P2:2763;P3:5525,6326.845,,receive,C
vote_yes_P2_790,P2,C:9472;P1:2763;P2:5526;P3:2763,6327.147,vote_yes_P2,local,
vote_yes_P1_790,P1,C:9471;P1:5526;P2:2763;P3:2763,6327.347,vote_yes_P1,local,
prepared_P1_790,P1,C:9471;P1:5527;P2:2763;P3:2763,6327.397,prepared_P1,local,
prepared_P2_790,P2,C:9472;P1:2763;P2:5527;P3:2763,6327.447,prepared_P2,local,
vote_yes_P3_790,P3,C:9473;P1:2763;P2:2763;P3:5526,6327.647,vote_yes_P3,local,
prepared_P3_790,P3,C:9473;P1:2763;P2:2763;P3:5527,6327.697,prepared_P3,local,
send_yes_P1_790,P1,C:9471;P1:5528;P2:2763;P3:2763,6327.953,,send,C
send_yes_P2_790,P2,C:9472;P1:2763;P2:5528;P3:2763,6328.081,,send,C
send_yes_P3_790,P3,C:9473;P1:2763;P2:2763;P3:5528,6328.192,,send,C
recv_yes_P1_790,C,C:9474;P1:2766;P2:2763;P3:2763,6328.655,,receive,P1
recv_yes_P2_790,C,C:9475;P1:2766;P2:2766;P3:2763,6328.701,,receive,P2
recv_yes_P3_790,C,C:9476;P1:2766;P2:2766;P3:2766,6328.850,,receive,P3
decide_commit_790,C,C:9477;P1:2766;P2:2766;P3:2766,6329.153,committed,local,
commit_cmd_P1_790,C,C:9478;P1:2766;P2:2766;P3:2766,6329.307,,send,P1
commit_cmd_P2_790,C,C:9479;P1:2766;P2:2766;P3:2766,6329.414,,send,P2
commit_cmd_P3_790,C,C:9480;P1:2766;P2:2766;P3:2766,6329.581,,send,P3
recv_commit_P1_790,P1,C:9478;P1:5529;P2:2766;P3:2766,6330.113,,receive,C
recv_commit_P2_790,P2,C:9479;P1:2766;P2:5529;P3:2766,6330.208,,receive,C
recv_commit_P3_790,P3,C:9480;P1:2766;P2:2766;P3:5529,6330.323,,receive,C
local_commit_P1_790,P1,C:9478;P1:5530;P2:2766;P3:2766,6330.686,local_commit_P1,local,
local_commit_P2_790,P2,C:9479;P1:2766;P2:5530;P3:2766,6330.706,local_commit_P2,local,
local_commit_P3_790,P3,C:9480;P1:2766;P2:2766;P3:5530,6330.878,local_commit_P3,local,
ack_P1_790,P1,C:9478;P1:5531;P2:2766;P3:2766,6331.113,,send,C
ack_P2_790,P2,C:9479;P1:2766;P2:5531;P3:2766,6331.201,,send,C
ack_P3_790,P3,C:9480;P1:2766;P2:2766;P3:5531,6331.320,,send,C
tx_done_790,C,C:9481;P1:2766;P2:2766;P3:2766,6332.158,,local,
begin_tx_791,C,C:9482;P1:2766;P2:2766;P3:2766,6333.653,,local,
prepare_P1_791,C,C:9483;P1:2766;P2:2766;P3:2766,6333.787,,send,P1
prepare_P2_791,C,C:9484;P1:2766;P2:2766;P3:2766,6333.885,,send,P2
prepare_P3_791,C,C:9485;P1:2766;P2:2766;P3:2766,6333.947,,send,P3
recv_prep_P1_791,P1,C:9483;P1:5532;P2:2766;P3:2766,6334.653,,receive,C
recv_prep_P2_791,P2,C:9484;P1:2766;P2:5532;P3:2766,6334.734,,receive,C
recv_prep_P3_791,P3,C:9485;P1:2766;P2:2766;P3:5532,6334.833,,receive,C
vote_yes_P2_791,P2,C:9484;P1:2766;P2:5533;P3:2766,6335.159,vote_yes_P2,local,
vote_yes_P1_791,P1,C:9483;P1:5533;P2:2766;P3:2766,6335.359,vote_yes_P1,local,
prepared_P1_791,P1,C:9483;P1:5534;P2:2766;P3:2766,6335.409,prepared_P1,local,
prepared_P2_791,P2,C:9484;P1:2766;P2:5534;P3:2766,6335.459,prepared_P2,local,
vote_yes_P3_791,P3,C:9485;P1:2766;P2:2766;P3:5533,6335.659,vote_yes_P3,local,
prepared_P3_791,P3,C:9485;P1:2766;P2:2766;P3:5534,6335.709,prepared_P3,local,
send_yes_P1_791,P1,C:9483;P1:5535;P2:2766;P3:2766,6335.963,,send,C
send_yes_P2_791,P2,C:9484;P1:2766;P2:5535;P3:2766,6336.106,,send,C
send_yes_P3_791,P3,C:9485;P1:2766;P2:2766;P3:5535,6336.193,,send,C
recv_yes_P1_791,C,C:9486;P1:2770;P2:2766;P3:2766,6336.618,,receive,P1
recv_yes_P2_791,C,C:9487;P1:2770;P2:2770;P3:2766,6336.733,,receive,P2
recv_yes_P3_791,C,C:9488;P1:2770;P2:2770;P3:2770,6336.849,,receive,P3
decide_commit_791,C,C:9489;P1:2770;P2:2770;P3:2770,6337.121,committed,local,
commit_cmd_P1_791,C,C:9490;P1:2770;P2:2770;P3:2770,6337.383,,send,P1
commit_cmd_P2_791,C,C:9491;P1:2770;P2:2770;P3:2770,6337.477,,send,P2
commit_cmd_P3_791,C,C:9492;P1:2770;P2:2770;P3:2770,6337.558,,send,P3
recv_commit_P1_791,P1,C:9490;P1:5536;P2:2770;P3:2770,6338.195,,receive,C
recv_commit_P2_791,P2,C:9491;P1:2770;P2:5536;P3:2770,6338.304,,receive,C
recv_commit_P3_791,P3,C:9492;P1:2770;P2:2770;P3:5536,6338.348,,receive,C
local_commit_P1_791,P1,C:9490;P1:5537;P2:2770;P3:2770,6338.681,local_commit_P1,local,
local_commit_P2_791,P2,C:9491;P1:2770;P2:5537;P3:2770,6338.718,local_commit_P2,local,
local_commit_P3_791,P3,C:9492;P1:2770;P2:2770;P3:5537,6338.850,local_commit_P3,local,
ack_P1_791,P1,C:9490;P1:5538;P2:2770;P3:2770,6339.167,,send,C
ack_P2_791,P2,C:9491;P1:2770;P2:5538;P3:2770,6339.253,,send,C
ack_P3_791,P3,C:9492;P1:2770;P2:2770;P3:5538,6339.368,,send,C
tx_done_791,C,C:9493;P1:2770;P2:2770;P3:2770,6340.138,,local,
begin_tx_792,C,C:9494;P1:2770;P2:2770;P3:2770,6341.884,,local,
prepare_P1_792,C,C:9495;P1:2770;P2:2770;P3:2770,6341.951,,send,P1
prepare_P2_792,C,C:9496;P1:2770;P2:2770;P3:2770,6342.051,,send,P2
prepare_P3_792,C,C:9497;P1:2770;P2:2770;P3:2770,6342.203,,send,P3
recv_prep_P1_792,P1,C:9495;P1:5539;P2:2770;P3:2770,6342.850,,receive,C
recv_prep_P2_792,P2,C:9496;P1:2770;P2:5539;P3:2770,6342.968,,receive,C
recv_prep_P3_792,P3,C:9497;P1:2770;P2:2770;P3:5539,6343.097,,receive,C
vote_yes_P2_792,P2,C:9496;P1:2770;P2:5540;P3:2770,6343.373,vote_yes_P2,local,
vote_yes_P1_792,P1,C:9495;P1:5540;P2:2770;P3:2770,6343.573,vote_yes_P1,local,
prepared_P1_792,P1,C:9495;P1:5541;P2:2770;P3:2770,6343.623,prepared_P1,local,
prepared_P2_792,P2,C:9496;P1:2770;P2:5541;P3:2770,6343.673,prepared_P2,local,
vote_yes_P3_792,P3,C:9497;P1:2770;P2:2770;P3:5540,6343.873,vote_yes_P3,local,
prepared_P3_792,P3,C:9497;P1:2770;P2:2770;P3:5541,6343.923,prepared_P3,local,
send_yes_P1_792,P1,C:9495;P1:5542;P2:2770;P3:2770,6344.201,,send,C
send_yes_P2_792,P2,C:9496;P1:2770;P2:5542;P3:2770,6344.245,,send,C
send_yes_P3_792,P3,C:9497;P1:2770;P2:2770;P3:5542,6344.407,,send,C
recv_yes_P1_792,C,C:9498;P1:2773;P2:2770;P3:2770,6344.918,,receive,P1
recv_yes_P2_792,C,C:9499;P1:2773;P2:2773;P3:2770,6344.983,,receive,P2
recv_yes_P3_792,C,C:9500;P1:2773;P2:2773;P3:2773,6345.024,,receive,P3
decide_commit_792,C,C:9501;P1:2773;P2:2773;P3:2773,6345.341,committed,local,
commit_cmd_P1_792,C,C:9502;P1:2773;P2:2773;P3:2773,6345.575,,send,P1
commit_cmd_P2_792,C,C:9503;P1:2773;P2:2773;P3:2773,6345.684,,send,P2
commit_cmd_P3_792,C,C:9504;P1:2773;P2:2773;P3:2773,6345.803,,send,P3
recv_commit_P1_792,P1,C:9502;P1:5543;P2:2773;P3:2773,6346.386,,receive,C
recv_commit_P2_792,P2,C:9503;P1:2773;P2:5543;P3:2773,6346.429,,receive,C
recv_commit_P3_792,P3,C:9504;P1:2773;P2:2773;P3:5543,6346.578,,receive,C
local_commit_P1_792,P1,C:9502;P1:5544;P2:2773;P3:2773,6346.881,local_commit_P1,local,
local_commit_P2_792,P2,C:9503;P1:2773;P2:5544;P3:2773,6346.951,local_commit_P2,local,
local_commit_P3_792,P3,C:9504;P1:2773;P2:2773;P3:5544,6347.103,local_commit_P3,local,
ack_P1_792,P1,C:9502;P1:5545;P2:2773;P3:2773,6347.413,,send,C
ack_P2_792,P2,C:9503;P1:2773;P2:5545;P3:2773,6347.459,,send,C
ack_P3_792,P3,C:9504;P1:2773;P2:2773;P3:5545,6347.587,,send,C
tx_done_792,C,C:9505;P1:2773;P2:2773;P3:2773,6348.366,,local,
begin_tx_793,C,C:9506;P1:2773;P2:2773;P3:2773,6349.594,,local,
prepare_P1_793,C,C:9507;P1:2773;P2:2773;P3:2773,6349.685,,send,P1
prepare_P2_793,C,C:9508;P1:2773;P2:2773;P3:2773,6349.839,,send,P2
prepare_P3_793,C,C:9509;P1:2773;P2:2773;P3:2773,6349.885,,send,P3
recv_prep_P1_793,P1,C:9507;P1:5546;P2:2773;P3:2773,6350.639,,receive,C
recv_prep_P2_793,P2,C:9508;P1:2773;P2:5546;P3:2773,6350.706,,receive,C
recv_prep_P3_793,P3,C:9509;P1:2773;P2:2773;P3:5546,6350.808,,receive,C
vote_yes_P2_793,P2,C:9508;P1:2773;P2:5547;P3:2773,6351.109,vote_yes_P2,local,
vote_yes_P1_793,P1,C:9507;P1:5547;P2:2773;P3:2773,6351.309,vote_yes_P1,local,
prepared_P1_793,P1,C:9507;P1:5548;P2:2773;P3:2773,6351.359,prepared_P1,local,
prepared_P2_793,P2,C:9508;P1:2773;P2:5548;P3:2773,6351.409,prepared_P2,local,
vote_yes_P3_793,P3,C:9509;P1:2773;P2:2773;P3:5547,6351.609,vote_yes_P3,local,
prepared_P3_793,P3,C:9509;P1:2773;P2:2773;P3:5548,6351.659,prepared_P3,local,
send_yes_P1_793,P1,C:9507;P1:5549;P2:2773;P3:2773,6351.875,,send,C
send_yes_P2_793,P2,C:9508;P1:2773;P2:5549;P3:2773,6352.022,,send,C
send_yes_P3_793,P3,C:9509;P1:2773;P2:2773;P3:5549,6352.100,,send,C
recv_yes_P1_793,C,C:9510;P1:2777;P2:2773;P3:2773,6352.562,,receive,P1
recv_yes_P2_793,C,C:9511;P1:2777;P2:2777;P3:2773,6352.684,,receive,P2
recv_yes_P3_793,C,C:9512;P1:2777;P2:2777;P3:2777,6352.784,,receive,P3
decide_commit_793,C,C:9513;P1:2777;P2:2777;P3:2777,6353.157,committed,local,
commit_cmd_P1_793,C,C:9514;P1:2777;P2:2777;P3:2777,6353.290,,send,P1
commit_cmd_P2_793,C,C:9515;P1:2777;P2:2777;P3:2777,6353.402,,send,P2
commit_cmd_P3_793,C,C:9516;P1:2777;P2:2777;P3:2777,6353.479,,send,P3
recv_commit_P1_793,P1,C:9514;P1:5550;P2:2777;P3:2777,6354.062,,receive,C
recv_commit_P2_793,P2,C:9515;P1:2777;P2:5550;P3:2777,6354.223,,receive,C
recv_commit_P3_793,P3,C:9516;P1:2777;P2:2777;P3:5550,6354.357,,receive,C
local_commit_P1_793,P1,C:9514;P1:5551;P2:2777;P3:2777,6354.614,local_commit_P1,local,
local_commit_P2_793,P2,C:9515;P1:2777;P2:5551;P3:2777,6354.750,local_commit_P2,local,
local_commit_P3_793,P3,C:9516;P1:2777;P2:2777;P3:5551,6354.846,local_commit_P3,local,
ack_P1_793,P1,C:9514;P1:5552;P2:2777;P3:2777,6355.094,,send,C
ack_P2_793,P2,C:9515;P1:2777;P2:5552;P3:2777,6355.178,,send,C
ack_P3_793,P3,C:9516;P1:2777;P2:2777;P3:5552,6355.261,,send,C
tx_done_793,C,C:9517;P1:2777;P2:2777;P3:2777,6356.152,,local,
begin_tx_794,C,C:9518;P1:2777;P2:2777;P3:2777,6357.192,,local,
prepare_P1_794,C,C:9519;P1:2777;P2:2777;P3:2777,6357.307,,send,P1
prepare_P2_794,C,C:9520;P1:2777;P2:2777;P3:2777,6357.387,,send,P2
prepare_P3_794,C,C:9521;P1:2777;P2:2777;P3:2777,6357.517,,send,P3
recv_prep_P1_794,P1,C:9519;P1:5553;P2:2777;P3:2777,6358.209,,receive,C
recv_prep_P2_794,P2,C:9520;P1:2777;P2:5553;P3:2777,6358.337,,receive,C
recv_prep_P3_794,P3,C:9521;P1:2777;P2:2777;P3:5553,6358.386,,receive,C
vote_yes_P2_794,P2,C:9520;P1:2777;P2:5554;P3:2777,6358.713,vote_yes_P2,local,
vote_yes_P1_794,P1,C:9519;P1:5554;P2:2777;P3:2777,6358.913,vote_yes_P1,local,
prepared_P1_794,P1,C:9519;P1:5555;P2:2777;P3:2777,6358.963,prepared_P1,local,
prepared_P2_794,P2,C:9520;P1:2777;P2:5555;P3:2777,6359.013,prepared_P2,local,
vote_yes_P3_794,P3,C:9521;P1:2777;P2:2777;P3:5554,6359.213,vote_yes_P3,local,
prepared_P3_794,P3,C:9521;P1:2777;P2:2777;P3:5555,6359.263,prepared_P3,local,
send_yes_P1_794,P1,C:9519;P1:5556;P2:2777;P3:2777,6359.556,,send,C
send_yes_P2_794,P2,C:9520;P1:2777;P2:5556;P3:2777,6359.606,,send,C
send_yes_P3_794,P3,C:9521;P1:2777;P2:2777;P3:5556,6359.747,,send,C
recv_yes_P1_794,C,C:9522;P1:2780;P2:2777;P3:2777,6360.251,,receive,P1
recv_yes_P2_794,C,C:9523;P1:2780;P2:2780;P3:2777,6360.284,,receive,P2
recv_yes_P3_794,C,C:9524;P1:2780;P2:2780;P3:2780,6360.439,,receive,P3
decide_commit_794,C,C:9525;P1:2780;P2:2780;P3:2780,6360.731,committed,local,
commit_cmd_P1_794,C,C:9526;P1:2780;P2:2780;P3:2780,6360.943,,send,P1
commit_cmd_P2_794,C,C:9527;P1:2780;P2:2780;P3:2780,6361.000,,send,P2
commit_cmd_P3_794,C,C:9528;P1:2780;P2:2780;P3:2780,6361.156,,send,P3
recv_commit_P1_794,P1,C:9526;P1:5557;P2:2780;P3:2780,6361.698,,receive,C
recv_commit_P2_794,P2,C:9527;P1:2780;P2:5557;P3:2780,6361.840,,receive,C
recv_commit_P3_794,P3,C:9528;P1:2780;P2:2780;P3:5557,6361.906,,receive,C
local_commit_P1_794,P1,C:9526;P1:5558;P2:2780;P3:2780,6362.232,local_commit_P1,local,
local_commit_P2_794,P2,C:9527;P1:2780;P2:5558;P3:2780,6362.278,local_commit_P2,local,
local_commit_P3_794,P3,C:9528;P1:2780;P2:2780;P3:5558,6362.448,local_commit_P3,local,
ack_P1_794,P1,C:9526;P1:5559;P2:2780;P3:2780,6362.722,,send,C
ack_P2_794,P2,C:9527;P1:2780;P2:5559;P3:2780,6362.829,,send,C
ack_P3_794,P3,C:9528;P1:2780;P2:2780;P3:5559,6362.937,,send,C
tx_done_794,C,C:9529;P1:2780;P2:2780;P3:2780,6363.718,,local,
begin_tx_795,C,C:9530;P1:2780;P2:2780;P3:2780,6365.311,,local,
prepare_P1_795,C,C:9531;P1:2780;P2:2780;P3:2780,6365.389,,send,P1
prepare_P2_795,C,C:9532;P1:2780;P2:2780;P3:2780,6365.510,,send,P2
prepare_P3_795,C,C:9533;P1:2780;P2:2780;P3:2780,6365.613,,send,P3
recv_prep_P1_795,P1,C:9531;P1:5560;P2:2780;P3:2780,6366.317,,receive,C
recv_prep_P2_795,P2,C:9532;P1:2780;P2:5560;P3:2780,6366.367,,receive,C
recv_prep_P3_795,P3,C:9533;P1:2780;P2:2780;P3:5560,6366.487,,receive,C
vote_yes_P2_795,P2,C:9532;P1:2780;P2:5561;P3:2780,6366.795,vote_yes_P2,local,
vote_yes_P1_795,P1,C:9531;P1:5561;P2:2780;P3:2780,6366.995,vote_yes_P1,local,
prepared_P1_795,P1,C:9531;P1:5562;P2:2780;P3:2780,6367.045,prepared_P1,local,
prepared_P2_795,P2,C:9532;P1:2780;P2:5562;P3:2780,6367.095,prepared_P2,local,
vote_yes_P3_795,P3,C:9533;P1:2780;P2:2780;P3:5561,6367.295,vote_yes_P3,local,
prepared_P3_795,P3,C:9533;P1:2780;P2:2780;P3:5562,6367.345,prepared_P3,local,
send_yes_P1_795,P1,C:9531;P1:5563;P2:2780;P3:2780,6367.606,,send,C
send_yes_P2_795,P2,C:9532;P1:2780;P2:5563;P3:2780,6367.652,,send,C
send_yes_P3_795,P3,C:9533;P1:2780;P2:2780;P3:5563,6367.827,,send,C
recv_yes_P1_795,C,C:9534;P1:2784;P2:2780;P3:2780,6368.311,,receive,P1
recv_yes_P2_795,C,C:9535;P1:2784;P2:2784;P3:2780,6368.384,,receive,P2
recv_yes_P3_795,C,C:9536;P1:2784;P2:2784;P3:2784,6368.481,,receive,P3
decide_commit_795,C,C:9537;P1:2784;P2:2784;P3:2784,6368.751,committed,local,
commit_cmd_P1_795,C,C:9538;P1:2784;P2:2784;P3:2784,6368.975,,send,P1
commit_cmd_P2_795,C,C:9539;P1:2784;P2:2784;P3:2784,6369.106,,send,P2
commit_cmd_P3_795,C,C:9540;P1:2784;P2:2784;P3:2784,6369.185,,send,P3
recv_commit_P1_795,P1,C:9538;P1:5564;P2:2784;P3:2784,6369.777,,receive,C
recv_commit_P2_795,P2,C:9539;P1:2784;P2:5564;P3:2784,6369.871,,receive,C
recv_commit_P3_795,P3,C:9540;P1:2784;P2:2784;P3:5564,6370.020,,receive,C
local_commit_P1_795,P1,C:9538;P1:5565;P2:2784;P3:2784,6370.341,local_commit_P1,local,
local_commit_P2_795,P2,C:9539;P1:2784;P2:5565;P3:2784,6370.379,local_commit_P2,local,
local_commit_P3_795,P3,C:9540;P1:2784;P2:2784;P3:5565,6370.454,local_commit_P3,local,
ack_P1_795,P1,C:9538;P1:5566;P2:2784;P3:2784,6370.799,,send,C
ack_P2_795,P2,C:9539;P1:2784;P2:5566;P3:2784,6370.944,,send,C
ack_P3_795,P3,C:9540;P1:2784;P2:2784;P3:5566,6370.961,,send,C
tx_done_795,C,C:9541;P1:2784;P2:2784;P3:2784,6371.799,,local,
begin_tx_796,C,C:9542;P1:2784;P2:2784;P3:2784,6373.696,,local,
prepare_P1_796,C,C:9543;P1:2784;P2:2784;P3:2784,6373.830,,send,P1
prepare_P2_796,C,C:9544;P1:2784;P2:2784;P3:2784,6373.924,,send,P2
prepare_P3_796,C,C:9545;P1:2784;P2:2784;P3:2784,6374.020,,send,P3
recv_prep_P1_796,P1,C:9543;P1:5567;P2:2784;P3:2784,6374.732,,receive,C
recv_prep_P2_796,P2,C:9544;P1:2784;P2:5567;P3:2784,6374.848,,receive,C
recv_prep_P3_796,P3,C:9545;P1:2784;P2:2784;P3:5567,6374.929,,receive,C
vote_yes_P2_796,P2,C:9544;P1:2784;P2:5568;P3:2784,6375.224,vote_yes_P2,local,
vote_yes_P1_796,P1,C:9543;P1:5568;P2:2784;P3:2784,6375.424,vote_yes_P1,local,
prepared_P1_796,P1,C:9543;P1:5569;P2:2784;P3:2784,6375.474,prepared_P1,local,
prepared_P2_796,P2,C:9544;P1:2784;P2:5569;P3:2784,6375.524,prepared_P2,local,
vote_yes_P3_796,P3,C:9545;P1:2784;P2:2784;P3:5568,6375.724,vote_yes_P3,local,
prepared_P3_796,P3,C:9545;P1:2784;P2:2784;P3:5569,6375.774,prepared_P3,local,
send_yes_P1_796,P1,C:9543;P1:5570;P2:2784;P3:2784,6376.060,,send,C
send_yes_P2_796,P2,C:9544;P1:2784;P2:5570;P3:2784,6376.088,,send,C
send_yes_P3_796,P3,C:9545;P1:2784;P2:2784;P3:5570,6376.237,,send,C
recv_yes_P1_796,C,C:9546;P1:2787;P2:2784;P3:2784,6376.715,,receive,P1
recv_yes_P2_796,C,C:9547;P1:2787;P2:2787;P3:2784,6376.839,,receive,P2
recv_yes_P3_796,C,C:9548;P1:2787;P2:2787;P3:2787,6376.897,,receive,P3
decide_commit_796,C,C:9549;P1:2787;P2:2787;P3:2787,6377.236,committed,local,
commit_cmd_P1_796,C,C:9550;P1:2787;P2:2787;P3:2787,6377.412,,send,P1
commit_cmd_P2_796,C,C:9551;P1:2787;P2:2787;P3:2787,6377.548,,send,P2
commit_cmd_P3_796,C,C:9552;P1:2787;P2:2787;P3:2787,6377.663,,send,P3
recv_commit_P1_796,P1,C:9550;P1:5571;P2:2787;P3:2787,6378.180,,receive,C
recv_commit_P2_796,P2,C:9551;P1:2787;P2:5571;P3:2787,6378.342,,receive,C
recv_commit_P3_796,P3,C:9552;P1:2787;P2:2787;P3:5571,6378.395,,receive,C
local_commit_P1_796,P1,C:9550;P1:5572;P2:2787;P3:2787,6378.710,local_commit_P1,local,
local_commit_P2_796,P2,C:9551;P1:2787;P2:5572;P3:2787,6378.808,local_commit_P2,local,
local_commit_P3_796,P3,C:9552;P1:2787;P2:2787;P3:5572,6378.899,local_commit_P3,local,
ack_P1_796,P1,C:9550;P1:5573;P2:2787;P3:2787,6379.227,,send,C
ack_P2_796,P2,C:9551;P1:2787;P2:5573;P3:2787,6379.307,,send,C
ack_P3_796,P3,C:9552;P1:2787;P2:2787;P3:5573,6379.406,,send,C
tx_done_796,C,C:9553;P1:2787;P2:2787;P3:2787,6380.267,,local,
