prepare_P2_77,C,C:916;P1:267;P2:267;P3:267,609.414,,send,P2
prepare_P3_77,C,C:917;P1:267;P2:267;P3:267,609.550,,send,P3
recv_prep_P1_77,P1,C:915;P1:534;P2:267;P3:267,610.217,,receive,C
recv_prep_P2_77,P2,C:916;P1:267;P2:534;P3:267,610.315,,receive,C
recv_prep_P3_77,P3,C:917;P1:267;P2:267;P3:534,610.442,,receive,C
vote_yes_P2_77,P2,C:916;P1:267;P2:535;P3:267,610.735,vote_yes_P2,local,
vote_yes_P1_77,P1,C:915;P1:535;P2:267;P3:267,610.935,vote_yes_P1,local,
prepared_P1_77,P1,C:915;P1:536;P2:267;P3:267,610.985,prepared_P1,local,
prepared_P2_77,P2,C:916;P1:267;P2:536;P3:267,611.035,prepared_P2,local,
vote_yes_P3_77,P3,C:917;P1:267;P2:267;P3:535,611.235,vote_yes_P3,local,
prepared_P3_77,P3,C:917;P1:267;P2:267;P3:536,611.285,prepared_P3,local,
send_yes_P1_77,P1,C:915;P1:537;P2:267;P3:267,611.498,,send,C
send_yes_P2_77,P2,C:916;P1:267;P2:537;P3:267,611.668,,send,C
send_yes_P3_77,P3,C:917;P1:267;P2:267;P3:537,611.750,,send,C
recv_yes_P1_77,C,C:918;P1:271;P2:267;P3:267,612.273,,receive,P1
recv_yes_P2_77,C,C:919;P1:271;P2:271;P3:267,612.358,,receive,P2
recv_yes_P3_77,C,C:920;P1:271;P2:271;P3:271,612.458,,receive,P3
decide_commit_77,C,C:921;P1:271;P2:271;P3:271,612.712,committed,local,
commit_cmd_P1_77,C,C:922;P1:271;P2:271;P3:271,612.927,,send,P1
commit_cmd_P2_77,C,C:923;P1:271;P2:271;P3:271,613.023,,send,P2
commit_cmd_P3_77,C,C:924;P1:271;P2:271;P3:271,613.124,,send,P3
recv_commit_P1_77,P1,C:922;P1:538;P2:271;P3:271,613.776,,receive,C
recv_commit_P2_77,P2,C:923;P1:271;P2:538;P3:271,613.829,,receive,C
recv_commit_P3_77,P3,C:924;P1:271;P2:271;P3:538,613.965,,receive,C
local_commit_P1_77,P1,C:922;P1:539;P2:271;P3:271,614.248,local_commit_P1,local,
local_commit_P2_77,P2,C:923;P1:271;P2:539;P3:271,614.293,local_commit_P2,local,
local_commit_P3_77,P3,C:924;P1:271;P2:271;P3:539,614.406,local_commit_P3,local,
ack_P1_77,P1,C:922;P1:540;P2:271;P3:271,614.743,,send,C
ack_P2_77,P2,C:923;P1:271;P2:540;P3:271,614.864,,send,C
ack_P3_77,P3,C:924;P1:271;P2:271;P3:540,614.908,,send,C
tx_done_77,C,C:925;P1:271;P2:271;P3:271,615.710,,local,
begin_tx_78,C,C:926;P1:271;P2:271;P3:271,617.110,,local,
prepare_P1_78,C,C:927;P1:271;P2:271;P3:271,617.207,,send,P1
prepare_P2_78,C,C:928;P1:271;P2:271;P3:271,617.338,,send,P2
prepare_P3_78,C,C:929;P1:271;P2:271;P3:271,617.419,,send,P3
recv_prep_P1_78,P1,C:927;P1:541;P2:271;P3:271,618.099,,receive,C
recv_prep_P2_78,P2,C:928;P1:271;P2:541;P3:271,618.203,,receive,C
recv_prep_P3_78,P3,C:929;P1:271;P2:271;P3:541,618.313,,receive,C
vote_yes_P2_78,P2,C:928;P1:271;P2:542;P3:271,618.612,vote_yes_P2,local,
vote_yes_P1_78,P1,C:927;P1:542;P2:271;P3:271,618.812,vote_yes_P1,local,
prepared_P1_78,P1,C:927;P1:543;P2:271;P3:271,618.862,prepared_P1,local,
prepared_P2_78,P2,C:928;P1:271;P2:543;P3:271,618.912,prepared_P2,local,
vote_yes_P3_78,P3,C:929;P1:271;P2:271;P3:542,619.112,vote_yes_P3,local,
prepared_P3_78,P3,C:929;P1:271;P2:271;P3:543,619.162,prepared_P3,local,
send_yes_P1_78,P1,C:927;P1:544;P2:271;P3:271,619.378,,send,C
send_yes_P2_78,P2,C:928;P1:271;P2:544;P3:271,619.501,,send,C
send_yes_P3_78,P3,C:929;P1:271;P2:271;P3:544,619.569,,send,C
recv_yes_P1_78,C,C:930;P1:274;P2:271;P3:271,620.128,,receive,P1
recv_yes_P2_78,C,C:931;P1:274;P2:274;P3:271,620.249,,receive,P2
recv_yes_P3_78,C,C:932;P1:274;P2:274;P3:274,620.352,,receive,P3
decide_commit_78,C,C:933;P1:274;P2:274;P3:274,620.622,committed,local,
commit_cmd_P1_78,C,C:934;P1:274;P2:274;P3:274,620.801,,send,P1
commit_cmd_P2_78,C,C:935;P1:274;P2:274;P3:274,620.918,,send,P2
commit_cmd_P3_78,C,C:936;P1:274;P2:274;P3:274,621.018,,send,P3
recv_commit_P1_78,P1,C:934;P1:545;P2:274;P3:274,621.580,,receive,C
recv_commit_P2_78,P2,C:935;P1:274;P2:545;P3:274,621.716,,receive,C
recv_commit_P3_78,P3,C:936;P1:274;P2:274;P3:545,621.812,,receive,C
local_commit_P1_78,P1,C:934;P1:546;P2:274;P3:274,622.082,local_commit_P1,local,
local_commit_P2_78,P2,C:935;P1:274;P2:546;P3:274,622.206,local_commit_P2,local,
local_commit_P3_78,P3,C:936;P1:274;P2:274;P3:546,622.346,local_commit_P3,local,
ack_P1_78,P1,C:934;P1:547;P2:274;P3:274,622.626,,send,C
ack_P2_78,P2,C:935;P1:274;P2:547;P3:274,622.695,,send,C
ack_P3_78,P3,C:936;P1:274;P2:274;P3:547,622.786,,send,C
tx_done_78,C,C:937;P1:274;P2:274;P3:274,623.625,,local,
begin_tx_79,C,C:938;P1:274;P2:274;P3:274,625.153,,local,
prepare_P1_79,C,C:939;P1:274;P2:274;P3:274,625.263,,send,P1
prepare_P2_79,C,C:940;P1:274;P2:274;P3:274,625.359,,send,P2
prepare_P3_79,C,C:941;P1:274;P2:274;P3:274,625.472,,send,P3
recv_prep_P1_79,P1,C:939;P1:548;P2:274;P3:274,626.188,,receive,C
recv_prep_P2_79,P2,C:940;P1:274;P2:548;P3:274,626.257,,receive,C
recv_prep_P3_79,P3,C:941;P1:274;P2:274;P3:548,626.367,,receive,C
vote_yes_P2_79,P2,C:940;P1:274;P2:549;P3:274,626.665,vote_yes_P2,local,
vote_yes_P1_79,P1,C:939;P1:549;P2:274;P3:274,626.865,vote_yes_P1,local,
prepared_P1_79,P1,C:939;P1:550;P2:274;P3:274,626.915,prepared_P1,local,
prepared_P2_79,P2,C:940;P1:274;P2:550;P3:274,626.965,prepared_P2,local,
vote_yes_P3_79,P3,C:941;P1:274;P2:274;P3:549,627.165,vote_yes_P3,local,
prepared_P3_79,P3,C:941;P1:274;P2:274;P3:550,627.215,prepared_P3,local,
send_yes_P1_79,P1,C:939;P1:551;P2:274;P3:274,627.471,,send,C
send_yes_P2_79,P2,C:940;P1:274;P2:551;P3:274,627.582,,send,C
send_yes_P3_79,P3,C:941;P1:274;P2:274;P3:551,627.639,,send,C
recv_yes_P1_79,C,C:942;P1:278;P2:274;P3:274,628.140,,receive,P1
recv_yes_P2_79,C,C:943;P1:278;P2:278;P3:274,628.307,,receive,P2
recv_yes_P3_79,C,C:944;P1:278;P2:278;P3:278,628.329,,receive,P3
decide_commit_79,C,C:945;P1:278;P2:278;P3:278,628.683,committed,local,
commit_cmd_P1_79,C,C:946;P1:278;P2:278;P3:278,628.841,,send,P1
commit_cmd_P2_79,C,C:947;P1:278;P2:278;P3:278,628.964,,send,P2
commit_cmd_P3_79,C,C:948;P1:278;P2:278;P3:278,629.060,,send,P3
recv_commit_P1_79,P1,C:946;P1:552;P2:278;P3:278,629.639,,receive,C
recv_commit_P2_79,P2,C:947;P1:278;P2:552;P3:278,629.732,,receive,C
recv_commit_P3_79,P3,C:948;P1:278;P2:278;P3:552,629.911,,receive,C
local_commit_P1_79,P1,C:946;P1:553;P2:278;P3:278,630.119,local_commit_P1,local,
local_commit_P2_79,P2,C:947;P1:278;P2:553;P3:278,630.229,local_commit_P2,local,
local_commit_P3_79,P3,C:948;P1:278;P2:278;P3:553,630.389,local_commit_P3,local,
ack_P1_79,P1,C:946;P1:554;P2:278;P3:278,630.652,,send,C
ack_P2_79,P2,C:947;P1:278;P2:554;P3:278,630.734,,send,C
ack_P3_79,P3,C:948;P1:278;P2:278;P3:554,630.892,,send,C
tx_done_79,C,C:949;P1:278;P2:278;P3:278,631.713,,local,
begin_tx_80,C,C:950;P1:278;P2:278;P3:278,632.885,,local,
prepare_P1_80,C,C:951;P1:278;P2:278;P3:278,632.966,,send,P1
prepare_P2_80,C,C:952;P1:278;P2:278;P3:278,633.102,,send,P2
prepare_P3_80,C,C:953;P1:278;P2:278;P3:278,633.178,,send,P3
recv_prep_P1_80,P1,C:951;P1:555;P2:278;P3:278,633.896,,receive,C
recv_prep_P2_80,P2,C:952;P1:278;P2:555;P3:278,633.982,,receive,C
recv_prep_P3_80,P3,C:953;P1:278;P2:278;P3:555,634.050,,receive,C
vote_yes_P2_80,P2,C:952;P1:278;P2:556;P3:278,634.372,vote_yes_P2,local,
vote_yes_P1_80,P1,C:951;P1:556;P2:278;P3:278,634.572,vote_yes_P1,local,
prepared_P1_80,P1,C:951;P1:557;P2:278;P3:278,634.622,prepared_P1,local,
prepared_P2_80,P2,C:952;P1:278;P2:557;P3:278,634.672,prepared_P2,local,
vote_yes_P3_80,P3,C:953;P1:278;P2:278;P3:556,634.872,vote_yes_P3,local,
prepared_P3_80,P3,C:953;P1:278;P2:278;P3:557,634.922,prepared_P3,local,
send_yes_P1_80,P1,C:951;P1:558;P2:278;P3:278,635.167,,send,C
send_yes_P2_80,P2,C:952;P1:278;P2:558;P3:278,635.293,,send,C
send_yes_P3_80,P3,C:953;P1:278;P2:278;P3:558,635.338,,send,C
recv_yes_P1_80,C,C:954;P1:281;P2:278;P3:278,635.831,,receive,P1
recv_yes_P2_80,C,C:955;P1:281;P2:281;P3:278,636.022,,receive,P2
recv_yes_P3_80,C,C:956;P1:281;P2:281;P3:281,636.115,,receive,P3
decide_commit_80,C,C:957;P1:281;P2:281;P3:281,636.388,committed,local,
commit_cmd_P1_80,C,C:958;P1:281;P2:281;P3:281,636.529,,send,P1
commit_cmd_P2_80,C,C:959;P1:281;P2:281;P3:281,636.693,,send,P2
commit_cmd_P3_80,C,C:960;P1:281;P2:281;P3:281,636.821,,send,P3
recv_commit_P1_80,P1,C:958;P1:559;P2:281;P3:281,637.401,,receive,C
recv_commit_P2_80,P2,C:959;P1:281;P2:559;P3:281,637.494,,receive,C
recv_commit_P3_80,P3,C:960;P1:281;P2:281;P3:559,637.566,,receive,C
local_commit_P1_80,P1,C:958;P1:560;P2:281;P3:281,637.886,local_commit_P1,local,
local_commit_P2_80,P2,C:959;P1:281;P2:560;P3:281,638.015,local_commit_P2,local,
local_commit_P3_80,P3,C:960;P1:281;P2:281;P3:560,638.072,local_commit_P3,local,
ack_P1_80,P1,C:958;P1:561;P2:281;P3:281,638.330,,send,C
ack_P2_80,P2,C:959;P1:281;P2:561;P3:281,638.437,,send,C
ack_P3_80,P3,C:960;P1:281;P2:281;P3:561,638.618,,send,C
tx_done_80,C,C:961;P1:281;P2:281;P3:281,639.393,,local,
begin_tx_81,C,C:962;P1:281;P2:281;P3:281,641.287,,local,
prepare_P1_81,C,C:963;P1:281;P2:281;P3:281,641.384,,send,P1
prepare_P2_81,C,C:964;P1:281;P2:281;P3:281,641.519,,send,P2
prepare_P3_81,C,C:965;P1:281;P2:281;P3:281,641.603,,send,P3
recv_prep_P1_81,P1,C:963;P1:562;P2:281;P3:281,642.305,,receive,C
recv_prep_P2_81,P2,C:964;P1:281;P2:562;P3:281,642.392,,receive,C
recv_prep_P3_81,P3,C:965;P1:281;P2:281;P3:562,642.524,,receive,C
vote_yes_P2_81,P2,C:964;P1:281;P2:563;P3:281,642.808,vote_yes_P2,local,
vote_yes_P1_81,P1,C:963;P1:563;P2:281;P3:281,643.008,vote_yes_P1,local,
prepared_P1_81,P1,C:963;P1:564;P2:281;P3:281,643.058,prepared_P1,local,
prepared_P2_81,P2,C:964;P1:281;P2:564;P3:281,643.108,prepared_P2,local,
vote_yes_P3_81,P3,C:965;P1:281;P2:281;P3:563,643.308,vote_yes_P3,local,
prepared_P3_81,P3,C:965;P1:281;P2:281;P3:564,643.358,prepared_P3,local,
send_yes_P1_81,P1,C:963;P1:565;P2:281;P3:281,643.636,,send,C
send_yes_P2_81,P2,C:964;P1:281;P2:565;P3:281,643.730,,send,C
send_yes_P3_81,P3,C:965;P1:281;P2:281;P3:565,643.801,,send,C
recv_yes_P1_81,C,C:966;P1:285;P2:281;P3:281,644.307,,receive,P1
recv_yes_P2_81,C,C:967;P1:285;P2:285;P3:281,644.397,,receive,P2
recv_yes_P3_81,C,C:968;P1:285;P2:285;P3:285,644.504,,receive,P3
decide_commit_81,C,C:969;P1:285;P2:285;P3:285,644.790,committed,local,
commit_cmd_P1_81,C,C:970;P1:285;P2:285;P3:285,645.005,,send,P1
commit_cmd_P2_81,C,C:971;P1:285;P2:285;P3:285,645.154,,send,P2
commit_cmd_P3_81,C,C:972;P1:285;P2:285;P3:285,645.238,,send,P3
recv_commit_P1_81,P1,C:970;P1:566;P2:285;P3:285,645.771,,receive,C
recv_commit_P2_81,P2,C:971;P1:285;P2:566;P3:285,645.925,,receive,C
recv_commit_P3_81,P3,C:972;P1:285;P2:285;P3:566,646.040,,receive,C
local_commit_P1_81,P1,C:970;P1:567;P2:285;P3:285,646.292,local_commit_P1,local,
local_commit_P2_81,P2,C:971;P1:285;P2:567;P3:285,646.447,local_commit_P2,local,
local_commit_P3_81,P3,C:972;P1:285;P2:285;P3:567,646.552,local_commit_P3,local,
ack_P1_81,P1,C:970;P1:568;P2:285;P3:285,646.765,,send,C
ack_P2_81,P2,C:971;P1:285;P2:568;P3:285,646.920,,send,C
ack_P3_81,P3,C:972;P1:285;P2:285;P3:568,646.996,,send,C
tx_done_81,C,C:973;P1:285;P2:285;P3:285,647.804,,local,
begin_tx_82,C,C:974;P1:285;P2:285;P3:285,649.378,,local,
prepare_P1_82,C,C:975;P1:285;P2:285;P3:285,649.464,,send,P1
prepare_P2_82,C,C:976;P1:285;P2:285;P3:285,649.579,,send,P2
prepare_P3_82,C,C:977;P1:285;P2:285;P3:285,649.641,,send,P3
recv_prep_P1_82,P1,C:975;P1:569;P2:285;P3:285,650.374,,receive,C
recv_prep_P2_82,P2,C:976;P1:285;P2:569;P3:285,650.450,,receive,C
recv_prep_P3_82,P3,C:977;P1:285;P2:285;P3:569,650.537,,receive,C
vote_yes_P2_82,P2,C:976;P1:285;P2:570;P3:285,650.856,vote_yes_P2,local,
vote_yes_P1_82,P1,C:975;P1:570;P2:285;P3:285,651.056,vote_yes_P1,local,
prepared_P1_82,P1,C:975;P1:571;P2:285;P3:285,651.106,prepared_P1,local,
prepared_P2_82,P2,C:976;P1:285;P2:571;P3:285,651.156,prepared_P2,local,
vote_yes_P3_82,P3,C:977;P1:285;P2:285;P3:570,651.356,vote_yes_P3,local,
prepared_P3_82,P3,C:977;P1:285;P2:285;P3:571,651.406,prepared_P3,local,
send_yes_P1_82,P1,C:975;P1:572;P2:285;P3:285,651.686,,send,C
send_yes_P2_82,P2,C:976;P1:285;P2:572;P3:285,651.764,,send,C
send_yes_P3_82,P3,C:977;P1:285;P2:285;P3:572,651.829,,send,C
recv_yes_P1_82,C,C:978;P1:288;P2:285;P3:285,652.395,,receive,P1
recv_yes_P2_82,C,C:979;P1:288;P2:288;P3:285,652.455,,receive,P2
recv_yes_P3_82,C,C:980;P1:288;P2:288;P3:288,652.573,,receive,P3
decide_commit_82,C,C:981;P1:288;P2:288;P3:288,652.905,committed,local,
commit_cmd_P1_82,C,C:982;P1:288;P2:288;P3:288,653.039,,send,P1
commit_cmd_P2_82,C,C:983;P1:288;P2:288;P3:288,653.160,,send,P2
commit_cmd_P3_82,C,C:984;P1:288;P2:288;P3:288,653.261,,send,P3
recv_commit_P1_82,P1,C:982;P1:573;P2:288;P3:288,653.835,,receive,C
recv_commit_P2_82,P2,C:983;P1:288;P2:573;P3:288,653.959,,receive,C
recv_commit_P3_82,P3,C:984;P1:288;P2:288;P3:573,654.103,,receive,C
local_commit_P1_82,P1,C:982;P1:574;P2:288;P3:288,654.376,local_commit_P1,local,
local_commit_P2_82,P2,C:983;P1:288;P2:574;P3:288,654.433,local_commit_P2,local,
local_commit_P3_82,P3,C:984;P1:288;P2:288;P3:574,654.574,local_commit_P3,local,
ack_P1_82,P1,C:982;P1:575;P2:288;P3:288,654.868,,send,C
ack_P2_82,P2,C:983;P1:288;P2:575;P3:288,654.943,,send,C
ack_P3_82,P3,C:984;P1:288;P2:288;P3:575,655.073,,send,C
tx_done_82,C,C:985;P1:288;P2:288;P3:288,655.844,,local,
begin_tx_83,C,C:986;P1:288;P2:288;P3:288,657.631,,local,
prepare_P1_83,C,C:987;P1:288;P2:288;P3:288,657.757,,send,P1
prepare_P2_83,C,C:988;P1:288;P2:288;P3:288,657.825,,send,P2
prepare_P3_83,C,C:989;P1:288;P2:288;P3:288,657.918,,send,P3
recv_prep_P1_83,P1,C:987;P1:576;P2:288;P3:288,658.627,,receive,C
recv_prep_P2_83,P2,C:988;P1:288;P2:576;P3:288,658.715,,receive,C
recv_prep_P3_83,P3,C:989;P1:288;P2:288;P3:576,658.860,,receive,C
vote_yes_P2_83,P2,C:988;P1:288;P2:577;P3:288,659.137,vote_yes_P2,local,
vote_yes_P1_83,P1,C:987;P1:577;P2:288;P3:288,659.337,vote_yes_P1,local,
prepared_P1_83,P1,C:987;P1:578;P2:288;P3:288,659.387,prepared_P1,local,
prepared_P2_83,P2,C:988;P1:288;P2:578;P3:288,659.437,prepared_P2,local,
vote_yes_P3_83,P3,C:989;P1:288;P2:288;P3:577,659.637,vote_yes_P3,local,
prepared_P3_83,P3,C:989;P1:288;P2:288;P3:578,659.687,prepared_P3,local,
send_yes_P1_83,P1,C:987;P1:579;P2:288;P3:288,659.987,,send,C
send_yes_P2_83,P2,C:988;P1:288;P2:579;P3:288,660.029,,send,C
send_yes_P3_83,P3,C:989;P1:288;P2:288;P3:579,660.111,,send,C
recv_yes_P1_83,C,C:990;P1:292;P2:288;P3:288,660.675,,receive,P1
recv_yes_P2_83,C,C:991;P1:292;P2:292;P3:288,660.772,,receive,P2
recv_yes_P3_83,C,C:992;P1:292;P2:292;P3:292,660.812,,receive,P3
decide_commit_83,C,C:993;P1:292;P2:292;P3:292,661.118,committed,local,
commit_cmd_P1_83,C,C:994;P1:292;P2:292;P3:292,661.337,,send,P1
commit_cmd_P2_83,C,C:995;P1:292;P2:292;P3:292,661.401,,send,P2
commit_cmd_P3_83,C,C:996;P1:292;P2:292;P3:292,661.508,,send,P3
recv_commit_P1_83,P1,C:994;P1:580;P2:292;P3:292,662.127,,receive,C
recv_commit_P2_83,P2,C:995;P1:292;P2:580;P3:292,662.199,,receive,C
recv_commit_P3_83,P3,C:996;P1:292;P2:292;P3:580,662.302,,receive,C
local_commit_P1_83,P1,C:994;P1:581;P2:292;P3:292,662.648,local_commit_P1,local,
local_commit_P2_83,P2,C:995;P1:292;P2:581;P3:292,662.717,local_commit_P2,local,
local_commit_P3_83,P3,C:996;P1:292;P2:292;P3:581,662.879,local_commit_P3,local,
ack_P1_83,P1,C:994;P1:582;P2:292;P3:292,663.183,,send,C
ack_P2_83,P2,C:995;P1:292;P2:582;P3:292,663.254,,send,C
ack_P3_83,P3,C:996;P1:292;P2:292;P3:582,663.315,,send,C
tx_done_83,C,C:997;P1:292;P2:292;P3:292,664.163,,local,
begin_tx_84,C,C:998;P1:292;P2:292;P3:292,665.498,,local,
prepare_P1_84,C,C:999;P1:292;P2:292;P3:292,665.571,,send,P1
prepare_P2_84,C,C:1000;P1:292;P2:292;P3:292,665.688,,send,P2
prepare_P3_84,C,C:1001;P1:292;P2:292;P3:292,665.791,,send,P3
recv_prep_P1_84,P1,C:999;P1:583;P2:292;P3:292,666.488,,receive,C
recv_prep_P2_84,P2,C:1000;P1:292;P2:583;P3:292,666.591,,receive,C
recv_prep_P3_84,P3,C:1001;P1:292;P2:292;P3:583,666.667,,receive,C
vote_yes_P2_84,P2,C:1000;P1:292;P2:584;P3:292,666.976,vote_yes_P2,local,
vote_yes_P1_84,P1,C:999;P1:584;P2:292;P3:292,667.176,vote_yes_P1,local,
prepared_P1_84,P1,C:999;P1:585;P2:292;P3:292,667.226,prepared_P1,local,
prepared_P2_84,P2,C:1000;P1:292;P2:585;P3:292,667.276,prepared_P2,local,
vote_yes_P3_84,P3,C:1001;P1:292;P2:292;P3:584,667.476,vote_yes_P3,local,
prepared_P3_84,P3,C:1001;P1:292;P2:292;P3:585,667.526,prepared_P3,local,
send_yes_P1_84,P1,C:999;P1:586;P2:292;P3:292,667.741,,send,C
send_yes_P2_84,P2,C:1000;P1:292;P2:586;P3:292,667.863,,send,C
send_yes_P3_84,P3,C:1001;P1:292;P2:292;P3:586,668.022,,send,C
recv_yes_P1_84,C,C:1002;P1:295;P2:292;P3:292,668.430,,receive,P1
recv_yes_P2_84,C,C:1003;P1:295;P2:295;P3:292,668.554,,receive,P2
recv_yes_P3_84,C,C:1004;P1:295;P2:295;P3:295,668.657,,receive,P3
decide_commit_84,C,C:1005;P1:295;P2:295;P3:295,668.970,committed,local,
commit_cmd_P1_84,C,C:1006;P1:295;P2:295;P3:295,669.213,,send,P1
commit_cmd_P2_84,C,C:1007;P1:295;P2:295;P3:295,669.243,,send,P2
commit_cmd_P3_84,C,C:1008;P1:295;P2:295;P3:295,669.336,,send,P3
recv_commit_P1_84,P1,C:1006;P1:587;P2:295;P3:295,669.928,,receive,C
recv_commit_P2_84,P2,C:1007;P1:295;P2:587;P3:295,670.060,,receive,C
recv_commit_P3_84,P3,C:1008;P1:295;P2:295;P3:587,670.199,,receive,C
local_commit_P1_84,P1,C:1006;P1:588;P2:295;P3:295,670.471,local_commit_P1,local,
local_commit_P2_84,P2,C:1007;P1:295;P2:588;P3:295,670.591,local_commit_P2,local,
local_commit_P3_84,P3,C:1008;P1:295;P2:295;P3:588,670.677,local_commit_P3,local,
ack_P1_84,P1,C:1006;P1:589;P2:295;P3:295,670.962,,send,C
ack_P2_84,P2,C:1007;P1:295;P2:589;P3:295,671.067,,send,C
ack_P3_84,P3,C:1008;P1:295;P2:295;P3:589,671.130,,send,C
tx_done_84,C,C:1009;P1:295;P2:295;P3:295,672.021,,local,
begin_tx_85,C,C:1010;P1:295;P2:295;P3:295,673.685,,local,
prepare_P1_85,C,C:1011;P1:295;P2:295;P3:295,673.791,,send,P1
prepare_P2_85,C,C:1012;P1:295;P2:295;P3:295,673.926,,send,P2
prepare_P3_85,C,C:1013;P1:295;P2:295;P3:295,674.009,,send,P3
recv_prep_P1_85,P1,C:1011;P1:590;P2:295;P3:295,674.724,,receive,C
recv_prep_P2_85,P2,C:1012;P1:295;P2:590;P3:295,674.824,,receive,C
recv_prep_P3_85,P3,C:1013;P1:295;P2:295;P3:590,674.887,,receive,C
vote_yes_P2_85,P2,C:1012;P1:295;P2:591;P3:295,675.209,vote_yes_P2,local,
vote_yes_P1_85,P1,C:1011;P1:591;P2:295;P3:295,675.409,vote_yes_P1,local,
prepared_P1_85,P1,C:1011;P1:592;P2:295;P3:295,675.459,prepared_P1,local,
prepared_P2_85,P2,C:1012;P1:295;P2:592;P3:295,675.509,prepared_P2,local,
vote_yes_P3_85,P3,C:1013;P1:295;P2:295;P3:591,675.709,vote_yes_P3,local,
prepared_P3_85,P3,C:1013;P1:295;P2:295;P3:592,675.759,prepared_P3,local,
send_yes_P1_85,P1,C:1011;P1:593;P2:295;P3:295,676.041,,send,C
send_yes_P2_85,P2,C:1012;P1:295;P2:593;P3:295,676.079,,send,C
send_yes_P3_85,P3,C:1013;P1:295;P2:295;P3:593,676.172,,send,C
recv_yes_P1_85,C,C:1014;P1:299;P2:295;P3:295,676.733,,receive,P1
recv_yes_P2_85,C,C:1015;P1:299;P2:299;P3:295,676.840,,receive,P2
recv_yes_P3_85,C,C:1016;P1:299;P2:299;P3:299,676.889,,receive,P3
decide_commit_85,C,C:1017;P1:299;P2:299;P3:299,677.197,committed,local,
commit_cmd_P1_85,C,C:1018;P1:299;P2:299;P3:299,677.432,,send,P1
commit_cmd_P2_85,C,C:1019;P1:299;P2:299;P3:299,677.488,,send,P2
commit_cmd_P3_85,C,C:1020;P1:299;P2:299;P3:299,677.603,,send,P3
recv_commit_P1_85,P1,C:1018;P1:594;P2:299;P3:299,678.258,,receive,C
recv_commit_P2_85,P2,C:1019;P1:299;P2:594;P3:299,678.272,,receive,C
recv_commit_P3_85,P3,C:1020;P1:299;P2:299;P3:594,678.453,,receive,C
local_commit_P1_85,P1,C:1018;P1:595;P2:299;P3:299,678.747,local_commit_P1,local,
local_commit_P2_85,P2,C:1019;P1:299;P2:595;P3:299,678.858,local_commit_P2,local,
local_commit_P3_85,P3,C:1020;P1:299;P2:299;P3:595,678.883,local_commit_P3,local,
ack_P1_85,P1,C:1018;P1:596;P2:299;P3:299,679.178,,send,C
ack_P2_85,P2,C:1019;P1:299;P2:596;P3:299,679.302,,send,C
ack_P3_85,P3,C:1020;P1:299;P2:299;P3:596,679.376,,send,C
tx_done_85,C,C:1021;P1:299;P2:299;P3:299,680.251,,local,
begin_tx_86,C,C:1022;P1:299;P2:299;P3:299,681.800,,local,
prepare_P1_86,C,C:1023;P1:299;P2:299;P3:299,681.879,,send,P1
prepare_P2_86,C,C:1024;P1:299;P2:299;P3:299,681.980,,send,P2
prepare_P3_86,C,C:1025;P1:299;P2:299;P3:299,682.107,,send,P3
recv_prep_P1_86,P1,C:1023;P1:597;P2:299;P3:299,682.757,,receive,C
recv_prep_P2_86,P2,C:1024;P1:299;P2:597;P3:299,682.863,,receive,C
recv_prep_P3_86,P3,C:1025;P1:299;P2:299;P3:597,683.001,,receive,C
vote_yes_P2_86,P2,C:1024;P1:299;P2:598;P3:299,683.280,vote_yes_P2,local,
vote_yes_P1_86,P1,C:1023;P1:598;P2:299;P3:299,683.480,vote_yes_P1,local,
prepared_P1_86,P1,C:1023;P1:599;P2:299;P3:299,683.530,prepared_P1,local,
prepared_P2_86,P2,C:1024;P1:299;P2:599;P3:299,683.580,prepared_P2,local,
vote_yes_P3_86,P3,C:1025;P1:299;P2:299;P3:598,683.780,vote_yes_P3,local,
prepared_P3_86,P3,C:1025;P1:299;P2:299;P3:599,683.830,prepared_P3,local,
send_yes_P1_86,P1,C:1023;P1:600;P2:299;P3:299,684.089,,send,C
send_yes_P2_86,P2,C:1024;P1:299;P2:600;P3:299,684.208,,send,C
send_yes_P3_86,P3,C:1025;P1:299;P2:299;P3:600,684.329,,send,C
recv_yes_P1_86,C,C:1026;P1:302;P2:299;P3:299,684.807,,receive,P1
recv_yes_P2_86,C,C:1027;P1:302;P2:302;P3:299,684.891,,receive,P2
recv_yes_P3_86,C,C:1028;P1:302;P2:302;P3:302,685.005,,receive,P3
decide_commit_86,C,C:1029;P1:302;P2:302;P3:302,685.283,committed,local,
commit_cmd_P1_86,C,C:1030;P1:302;P2:302;P3:302,685.452,,send,P1
commit_cmd_P2_86,C,C:1031;P1:302;P2:302;P3:302,685.562,,send,P2
commit_cmd_P3_86,C,C:1032;P1:302;P2:302;P3:302,685.722,,send,P3
recv_commit_P1_86,P1,C:1030;P1:601;P2:302;P3:302,686.282,,receive,C
recv_commit_P2_86,P2,C:1031;P1:302;P2:601;P3:302,686.333,,receive,C
recv_commit_P3_86,P3,C:1032;P1:302;P2:302;P3:601,686.494,,receive,C
local_commit_P1_86,P1,C:1030;P1:602;P2:302;P3:302,686.829,local_commit_P1,local,
local_commit_P2_86,P2,C:1031;P1:302;P2:602;P3:302,686.892,local_commit_P2,local,
local_commit_P3_86,P3,C:1032;P1:302;P2:302;P3:602,686.979,local_commit_P3,local,
