recv_yes_P3_10,C,C:116;P1:36;P2:36;P3:36,76.20,,receive,P3
decide_commit_10,C,C:117;P1:36;P2:36;P3:36,76.50,committed,local,
commit_cmd_P1_10,C,C:118;P1:36;P2:36;P3:36,76.70,,send,P1
commit_cmd_P2_10,C,C:119;P1:36;P2:36;P3:36,76.80,,send,P2
commit_cmd_P3_10,C,C:120;P1:36;P2:36;P3:36,76.90,,send,P3
recv_commit_P1_10,P1,C:118;P1:69;P2:36;P3:36,77.50,,receive,C
recv_commit_P2_10,P2,C:119;P1:36;P2:69;P3:36,77.60,,receive,C
recv_commit_P3_10,P3,C:120;P1:36;P2:36;P3:69,77.70,,receive,C
local_commit_P1_10,P1,C:118;P1:70;P2:36;P3:36,78.00,local_commit_P1,local,
local_commit_P2_10,P2,C:119;P1:36;P2:70;P3:36,78.10,local_commit_P2,local,
local_commit_P3_10,P3,C:120;P1:36;P2:36;P3:70,78.20,local_commit_P3,local,
ack_P1_10,P1,C:118;P1:71;P2:36;P3:36,78.50,,send,C
ack_P2_10,P2,C:119;P1:36;P2:71;P3:36,78.60,,send,C
ack_P3_10,P3,C:120;P1:36;P2:36;P3:71,78.70,,send,C
tx_done_10,C,C:121;P1:36;P2:36;P3:36,79.50,,local,
begin_tx_11,C,C:122;P1:36;P2:36;P3:36,81.00,,local,
prepare_P1_11,C,C:123;P1:36;P2:36;P3:36,81.10,,send,P1
prepare_P2_11,C,C:124;P1:36;P2:36;P3:36,81.20,,send,P2
prepare_P3_11,C,C:125;P1:36;P2:36;P3:36,81.30,,send,P3
recv_prep_P1_11,P1,C:123;P1:72;P2:36;P3:36,82.00,,receive,C
recv_prep_P2_11,P2,C:124;P1:36;P2:72;P3:36,82.10,,receive,C
recv_prep_P3_11,P3,C:125;P1:36;P2:36;P3:72,82.20,,receive,C
vote_yes_P2_11,P2,C:124;P1:36;P2:73;P3:36,82.50,vote_yes_P2,local,
vote_yes_P1_11,P1,C:123;P1:73;P2:36;P3:36,82.70,vote_yes_P1,local,
prepared_P1_11,P1,C:123;P1:74;P2:36;P3:36,82.75,prepared_P1,local,
prepared_P2_11,P2,C:124;P1:36;P2:74;P3:36,82.80,prepared_P2,local,
vote_yes_P3_11,P3,C:125;P1:36;P2:36;P3:73,83.00,vote_yes_P3,local,
prepared_P3_11,P3,C:125;P1:36;P2:36;P3:74,83.05,prepared_P3,local,
send_yes_P1_11,P1,C:123;P1:75;P2:36;P3:36,83.30,,send,C
send_yes_P2_11,P2,C:124;P1:36;P2:75;P3:36,83.40,,send,C
send_yes_P3_11,P3,C:125;P1:36;P2:36;P3:75,83.50,,send,C
recv_yes_P1_11,C,C:126;P1:40;P2:36;P3:36,84.00,,receive,P1
recv_yes_P2_11,C,C:127;P1:40;P2:40;P3:36,84.10,,receive,P2
recv_yes_P3_11,C,C:128;P1:40;P2:40;P3:40,84.20,,receive,P3
decide_commit_11,C,C:129;P1:40;P2:40;P3:40,84.50,committed,local,
commit_cmd_P1_11,C,C:130;P1:40;P2:40;P3:40,84.70,,send,P1
commit_cmd_P2_11,C,C:131;P1:40;P2:40;P3:40,84.80,,send,P2
commit_cmd_P3_11,C,C:132;P1:40;P2:40;P3:40,84.90,,send,P3
recv_commit_P1_11,P1,C:130;P1:76;P2:40;P3:40,85.50,,receive,C
recv_commit_P2_11,P2,C:131;P1:40;P2:76;P3:40,85.60,,receive,C
recv_commit_P3_11,P3,C:132;P1:40;P2:40;P3:76,85.70,,receive,C
local_commit_P1_11,P1,C:130;P1:77;P2:40;P3:40,86.00,local_commit_P1,local,
local_commit_P2_11,P2,C:131;P1:40;P2:77;P3:40,86.10,local_commit_P2,local,
local_commit_P3_11,P3,C:132;P1:40;P2:40;P3:77,86.20,local_commit_P3,local,
ack_P1_11,P1,C:130;P1:78;P2:40;P3:40,86.50,,send,C
ack_P2_11,P2,C:131;P1:40;P2:78;P3:40,86.60,,send,C
ack_P3_11,P3,C:132;P1:40;P2:40;P3:78,86.70,,send,C
tx_done_11,C,C:133;P1:40;P2:40;P3:40,87.50,,local,
begin_tx_12,C,C:134;P1:40;P2:40;P3:40,89.00,,local,
prepare_P1_12,C,C:135;P1:40;P2:40;P3:40,89.10,,send,P1
prepare_P2_12,C,C:136;P1:40;P2:40;P3:40,89.20,,send,P2
prepare_P3_12,C,C:137;P1:40;P2:40;P3:40,89.30,,send,P3
recv_prep_P1_12,P1,C:135;P1:79;P2:40;P3:40,90.00,,receive,C
recv_prep_P2_12,P2,C:136;P1:40;P2:79;P3:40,90.10,,receive,C
recv_prep_P3_12,P3,C:137;P1:40;P2:40;P3:79,90.20,,receive,C
vote_yes_P2_12,P2,C:136;P1:40;P2:80;P3:40,90.50,vote_yes_P2,local,
vote_yes_P1_12,P1,C:135;P1:80;P2:40;P3:40,90.70,vote_yes_P1,local,
prepared_P1_12,P1,C:135;P1:81;P2:40;P3:40,90.75,prepared_P1,local,
prepared_P2_12,P2,C:136;P1:40;P2:81;P3:40,90.80,prepared_P2,local,
vote_yes_P3_12,P3,C:137;P1:40;P2:40;P3:80,91.00,vote_yes_P3,local,
prepared_P3_12,P3,C:137;P1:40;P2:40;P3:81,91.05,prepared_P3,local,
send_yes_P1_12,P1,C:135;P1:82;P2:40;P3:40,91.30,,send,C
send_yes_P2_12,P2,C:136;P1:40;P2:82;P3:40,91.40,,send,C
send_yes_P3_12,P3,C:137;P1:40;P2:40;P3:82,91.50,,send,C
recv_yes_P1_12,C,C:138;P1:43;P2:40;P3:40,92.00,,receive,P1
recv_yes_P2_12,C,C:139;P1:43;P2:43;P3:40,92.10,,receive,P2
recv_yes_P3_12,C,C:140;P1:43;P2:43;P3:43,92.20,,receive,P3
decide_commit_12,C,C:141;P1:43;P2:43;P3:43,92.50,committed,local,
commit_cmd_P1_12,C,C:142;P1:43;P2:43;P3:43,92.70,,send,P1
commit_cmd_P2_12,C,C:143;P1:43;P2:43;P3:43,92.80,,send,P2
commit_cmd_P3_12,C,C:144;P1:43;P2:43;P3:43,92.90,,send,P3
recv_commit_P1_12,P1,C:142;P1:83;P2:43;P3:43,93.50,,receive,C
recv_commit_P2_12,P2,C:143;P1:43;P2:83;P3:43,93.60,,receive,C
recv_commit_P3_12,P3,C:144;P1:43;P2:43;P3:83,93.70,,receive,C
local_commit_P1_12,P1,C:142;P1:84;P2:43;P3:43,94.00,local_commit_P1,local,
local_commit_P2_12,P2,C:143;P1:43;P2:84;P3:43,94.10,local_commit_P2,local,
local_commit_P3_12,P3,C:144;P1:43;P2:43;P3:84,94.20,local_commit_P3,local,
ack_P1_12,P1,C:142;P1:85;P2:43;P3:43,94.50,,send,C
ack_P2_12,P2,C:143;P1:43;P2:85;P3:43,94.60,,send,C
ack_P3_12,P3,C:144;P1:43;P2:43;P3:85,94.70,,send,C
tx_done_12,C,C:145;P1:43;P2:43;P3:43,95.50,,local,
begin_tx_13,C,C:146;P1:43;P2:43;P3:43,97.00,,local,
prepare_P1_13,C,C:147;P1:43;P2:43;P3:43,97.10,,send,P1
prepare_P2_13,C,C:148;P1:43;P2:43;P3:43,97.20,,send,P2
prepare_P3_13,C,C:149;P1:43;P2:43;P3:43,97.30,,send,P3
recv_prep_P1_13,P1,C:147;P1:86;P2:43;P3:43,98.00,,receive,C
recv_prep_P2_13,P2,C:148;P1:43;P2:86;P3:43,98.10,,receive,C
recv_prep_P3_13,P3,C:149;P1:43;P2:43;P3:86,98.20,,receive,C
vote_yes_P2_13,P2,C:148;P1:43;P2:87;P3:43,98.50,vote_yes_P2,local,
vote_yes_P1_13,P1,C:147;P1:87;P2:43;P3:43,98.70,vote_yes_P1,local,
prepared_P1_13,P1,C:147;P1:88;P2:43;P3:43,98.75,prepared_P1,local,
prepared_P2_13,P2,C:148;P1:43;P2:88;P3:43,98.80,prepared_P2,local,
vote_yes_P3_13,P3,C:149;P1:43;P2:43;P3:87,99.00,vote_yes_P3,local,
prepared_P3_13,P3,C:149;P1:43;P2:43;P3:88,99.05,prepared_P3,local,
send_yes_P1_13,P1,C:147;P1:89;P2:43;P3:43,99.30,,send,C
send_yes_P2_13,P2,C:148;P1:43;P2:89;P3:43,99.40,,send,C
send_yes_P3_13,P3,C:149;P1:43;P2:43;P3:89,99.50,,send,C
recv_yes_P1_13,C,C:150;P1:47;P2:43;P3:43,100.00,,receive,P1
recv_yes_P2_13,C,C:151;P1:47;P2:47;P3:43,100.10,,receive,P2
recv_yes_P3_13,C,C:152;P1:47;P2:47;P3:47,100.20,,receive,P3
decide_commit_13,C,C:153;P1:47;P2:47;P3:47,100.50,committed,local,
commit_cmd_P1_13,C,C:154;P1:47;P2:47;P3:47,100.70,,send,P1
commit_cmd_P2_13,C,C:155;P1:47;P2:47;P3:47,100.80,,send,P2
commit_cmd_P3_13,C,C:156;P1:47;P2:47;P3:47,100.90,,send,P3
recv_commit_P1_13,P1,C:154;P1:90;P2:47;P3:47,101.50,,receive,C
recv_commit_P2_13,P2,C:155;P1:47;P2:90;P3:47,101.60,,receive,C
recv_commit_P3_13,P3,C:156;P1:47;P2:47;P3:90,101.70,,receive,C
local_commit_P1_13,P1,C:154;P1:91;P2:47;P3:47,102.00,local_commit_P1,local,
local_commit_P2_13,P2,C:155;P1:47;P2:91;P3:47,102.10,local_commit_P2,local,
local_commit_P3_13,P3,C:156;P1:47;P2:47;P3:91,102.20,local_commit_P3,local,
ack_P1_13,P1,C:154;P1:92;P2:47;P3:47,102.50,,send,C
ack_P2_13,P2,C:155;P1:47;P2:92;P3:47,102.60,,send,C
ack_P3_13,P3,C:156;P1:47;P2:47;P3:92,102.70,,send,C
tx_done_13,C,C:157;P1:47;P2:47;P3:47,103.50,,local,
begin_tx_14,C,C:158;P1:47;P2:47;P3:47,105.00,,local,
prepare_P1_14,C,C:159;P1:47;P2:47;P3:47,105.10,,send,P1
prepare_P2_14,C,C:160;P1:47;P2:47;P3:47,105.20,,send,P2
prepare_P3_14,C,C:161;P1:47;P2:47;P3:47,105.30,,send,P3
recv_prep_P1_14,P1,C:159;P1:93;P2:47;P3:47,106.00,,receive,C
recv_prep_P2_14,P2,C:160;P1:47;P2:93;P3:47,106.10,,receive,C
recv_prep_P3_14,P3,C:161;P1:47;P2:47;P3:93,106.20,,receive,C
vote_yes_P2_14,P2,C:160;P1:47;P2:94;P3:47,106.50,vote_yes_P2,local,
vote_yes_P1_14,P1,C:159;P1:94;P2:47;P3:47,106.70,vote_yes_P1,local,
prepared_P1_14,P1,C:159;P1:95;P2:47;P3:47,106.75,prepared_P1,local,
prepared_P2_14,P2,C:160;P1:47;P2:95;P3:47,106.80,prepared_P2,local,
vote_yes_P3_14,P3,C:161;P1:47;P2:47;P3:94,107.00,vote_yes_P3,local,
prepared_P3_14,P3,C:161;P1:47;P2:47;P3:95,107.05,prepared_P3,local,
send_yes_P1_14,P1,C:159;P1:96;P2:47;P3:47,107.30,,send,C
send_yes_P2_14,P2,C:160;P1:47;P2:96;P3:47,107.40,,send,C
send_yes_P3_14,P3,C:161;P1:47;P2:47;P3:96,107.50,,send,C
recv_yes_P1_14,C,C:162;P1:50;P2:47;P3:47,108.00,,receive,P1
recv_yes_P2_14,C,C:163;P1:50;P2:50;P3:47,108.10,,receive,P2
recv_yes_P3_14,C,C:164;P1:50;P2:50;P3:50,108.20,,receive,P3
decide_commit_14,C,C:165;P1:50;P2:50;P3:50,108.50,committed,local,
commit_cmd_P1_14,C,C:166;P1:50;P2:50;P3:50,108.70,,send,P1
commit_cmd_P2_14,C,C:167;P1:50;P2:50;P3:50,108.80,,send,P2
commit_cmd_P3_14,C,C:168;P1:50;P2:50;P3:50,108.90,,send,P3
recv_commit_P1_14,P1,C:166;P1:97;P2:50;P3:50,109.50,,receive,C
recv_commit_P2_14,P2,C:167;P1:50;P2:97;P3:50,109.60,,receive,C
recv_commit_P3_14,P3,C:168;P1:50;P2:50;P3:97,109.70,,receive,C
local_commit_P1_14,P1,C:166;P1:98;P2:50;P3:50,110.00,local_commit_P1,local,
local_commit_P2_14,P2,C:167;P1:50;P2:98;P3:50,110.10,local_commit_P2,local,
local_commit_P3_14,P3,C:168;P1:50;P2:50;P3:98,110.20,local_commit_P3,local,
ack_P1_14,P1,C:166;P1:99;P2:50;P3:50,110.50,,send,C
ack_P2_14,P2,C:167;P1:50;P2:99;P3:50,110.60,,send,C
ack_P3_14,P3,C:168;P1:50;P2:50;P3:99,110.70,,send,C
tx_done_14,C,C:169;P1:50;P2:50;P3:50,111.50,,local,
begin_tx_15,C,C:170;P1:50;P2:50;P3:50,113.00,,local,
prepare_P1_15,C,C:171;P1:50;P2:50;P3:50,113.10,,send,P1
prepare_P2_15,C,C:172;P1:50;P2:50;P3:50,113.20,,send,P2
prepare_P3_15,C,C:173;P1:50;P2:50;P3:50,113.30,,send,P3
recv_prep_P1_15,P1,C:171;P1:100;P2:50;P3:50,114.00,,receive,C
recv_prep_P2_15,P2,C:172;P1:50;P2:100;P3:50,114.10,,receive,C
recv_prep_P3_15,P3,C:173;P1:50;P2:50;P3:100,114.20,,receive,C
vote_yes_P2_15,P2,C:172;P1:50;P2:101;P3:50,114.50,vote_yes_P2,local,
vote_yes_P1_15,P1,C:171;P1:101;P2:50;P3:50,114.70,vote_yes_P1,local,
prepared_P1_15,P1,C:171;P1:102;P2:50;P3:50,114.75,prepared_P1,local,
prepared_P2_15,P2,C:172;P1:50;P2:102;P3:50,114.80,prepared_P2,local,
vote_yes_P3_15,P3,C:173;P1:50;P2:50;P3:101,115.00,vote_yes_P3,local,
prepared_P3_15,P3,C:173;P1:50;P2:50;P3:102,115.05,prepared_P3,local,
send_yes_P1_15,P1,C:171;P1:103;P2:50;P3:50,115.30,,send,C
send_yes_P2_15,P2,C:172;P1:50;P2:103;P3:50,115.40,,send,C
send_yes_P3_15,P3,C:173;P1:50;P2:50;P3:103,115.50,,send,C
recv_yes_P1_15,C,C:174;P1:54;P2:50;P3:50,116.00,,receive,P1
recv_yes_P2_15,C,C:175;P1:54;P2:54;P3:50,116.10,,receive,P2
recv_yes_P3_15,C,C:176;P1:54;P2:54;P3:54,116.20,,receive,P3
decide_commit_15,C,C:177;P1:54;P2:54;P3:54,116.50,committed,local,
commit_cmd_P1_15,C,C:178;P1:54;P2:54;P3:54,116.70,,send,P1
commit_cmd_P2_15,C,C:179;P1:54;P2:54;P3:54,116.80,,send,P2
commit_cmd_P3_15,C,C:180;P1:54;P2:54;P3:54,116.90,,send,P3
recv_commit_P1_15,P1,C:178;P1:104;P2:54;P3:54,117.50,,receive,C
recv_commit_P2_15,P2,C:179;P1:54;P2:104;P3:54,117.60,,receive,C
recv_commit_P3_15,P3,C:180;P1:54;P2:54;P3:104,117.70,,receive,C
local_commit_P1_15,P1,C:178;P1:105;P2:54;P3:54,118.00,local_commit_P1,local,
local_commit_P2_15,P2,C:179;P1:54;P2:105;P3:54,118.10,local_commit_P2,local,
local_commit_P3_15,P3,C:180;P1:54;P2:54;P3:105,118.20,local_commit_P3,local,
ack_P1_15,P1,C:178;P1:106;P2:54;P3:54,118.50,,send,C
ack_P2_15,P2,C:179;P1:54;P2:106;P3:54,118.60,,send,C
ack_P3_15,P3,C:180;P1:54;P2:54;P3:106,118.70,,send,C
tx_done_15,C,C:181;P1:54;P2:54;P3:54,119.50,,local,
begin_tx_16,C,C:182;P1:54;P2:54;P3:54,121.00,,local,
prepare_P1_16,C,C:183;P1:54;P2:54;P3:54,121.10,,send,P1
prepare_P2_16,C,C:184;P1:54;P2:54;P3:54,121.20,,send,P2
prepare_P3_16,C,C:185;P1:54;P2:54;P3:54,121.30,,send,P3
recv_prep_P1_16,P1,C:183;P1:107;P2:54;P3:54,122.00,,receive,C
recv_prep_P2_16,P2,C:184;P1:54;P2:107;P3:54,122.10,,receive,C
recv_prep_P3_16,P3,C:185;P1:54;P2:54;P3:107,122.20,,receive,C
vote_yes_P2_16,P2,C:184;P1:54;P2:108;P3:54,122.50,vote_yes_P2,local,
vote_yes_P1_16,P1,C:183;P1:108;P2:54;P3:54,122.70,vote_yes_P1,local,
prepared_P1_16,P1,C:183;P1:109;P2:54;P3:54,122.75,prepared_P1,local,
prepared_P2_16,P2,C:184;P1:54;P2:109;P3:54,122.80,prepared_P2,local,
vote_yes_P3_16,P3,C:185;P1:54;P2:54;P3:108,123.00,vote_yes_P3,local,
prepared_P3_16,P3,C:185;P1:54;P2:54;P3:109,123.05,prepared_P3,local,
send_yes_P1_16,P1,C:183;P1:110;P2:54;P3:54,123.30,,send,C
send_yes_P2_16,P2,C:184;P1:54;P2:110;P3:54,123.40,,send,C
send_yes_P3_16,P3,C:185;P1:54;P2:54;P3:110,123.50,,send,C
recv_yes_P1_16,C,C:186;P1:57;P2:54;P3:54,124.00,,receive,P1
recv_yes_P2_16,C,C:187;P1:57;P2:57;P3:54,124.10,,receive,P2
recv_yes_P3_16,C,C:188;P1:57;P2:57;P3:57,124.20,,receive,P3
decide_commit_16,C,C:189;P1:57;P2:57;P3:57,124.50,committed,local,
commit_cmd_P1_16,C,C:190;P1:57;P2:57;P3:57,124.70,,send,P1
commit_cmd_P2_16,C,C:191;P1:57;P2:57;P3:57,124.80,,send,P2
commit_cmd_P3_16,C,C:192;P1:57;P2:57;P3:57,124.90,,send,P3
recv_commit_P1_16,P1,C:190;P1:111;P2:57;P3:57,125.50,,receive,C
recv_commit_P2_16,P2,C:191;P1:57;P2:111;P3:57,125.60,,receive,C
recv_commit_P3_16,P3,C:192;P1:57;P2:57;P3:111,125.70,,receive,C
local_commit_P1_16,P1,C:190;P1:112;P2:57;P3:57,126.00,local_commit_P1,local,
local_commit_P2_16,P2,C:191;P1:57;P2:112;P3:57,126.10,local_commit_P2,local,
local_commit_P3_16,P3,C:192;P1:57;P2:57;P3:112,126.20,local_commit_P3,local,
ack_P1_16,P1,C:190;P1:113;P2:57;P3:57,126.50,,send,C
ack_P2_16,P2,C:191;P1:57;P2:113;P3:57,126.60,,send,C
ack_P3_16,P3,C:192;P1:57;P2:57;P3:113,126.70,,send,C
tx_done_16,C,C:193;P1:57;P2:57;P3:57,127.50,,local,
begin_tx_17,C,C:194;P1:57;P2:57;P3:57,129.00,,local,
prepare_P1_17,C,C:195;P1:57;P2:57;P3:57,129.10,,send,P1
prepare_P2_17,C,C:196;P1:57;P2:57;P3:57,129.20,,send,P2
prepare_P3_17,C,C:197;P1:57;P2:57;P3:57,129.30,,send,P3
recv_prep_P1_17,P1,C:195;P1:114;P2:57;P3:57,130.00,,receive,C
recv_prep_P2_17,P2,C:196;P1:57;P2:114;P3:57,130.10,,receive,C
recv_prep_P3_17,P3,C:197;P1:57;P2:57;P3:114,130.20,,receive,C
vote_yes_P2_17,P2,C:196;P1:57;P2:115;P3:57,130.50,vote_yes_P2,local,
vote_yes_P1_17,P1,C:195;P1:115;P2:57;P3:57,130.70,vote_yes_P1,local,
prepared_P1_17,P1,C:195;P1:116;P2:57;P3:57,130.75,prepared_P1,local,
prepared_P2_17,P2,C:196;P1:57;P2:116;P3:57,130.80,prepared_P2,local,
vote_yes_P3_17,P3,C:197;P1:57;P2:57;P3:115,131.00,vote_yes_P3,local,
prepared_P3_17,P3,C:197;P1:57;P2:57;P3:116,131.05,prepared_P3,local,
send_yes_P1_17,P1,C:195;P1:117;P2:57;P3:57,131.30,,send,C
send_yes_P2_17,P2,C:196;P1:57;P2:117;P3:57,131.40,,send,C
send_yes_P3_17,P3,C:197;P1:57;P2:57;P3:117,131.50,,send,C
recv_yes_P1_17,C,C:198;P1:61;P2:57;P3:57,132.00,,receive,P1
recv_yes_P2_17,C,C:199;P1:61;P2:61;P3:57,132.10,,receive,P2
recv_yes_P3_17,C,C:200;P1:61;P2:61;P3:61,132.20,,receive,P3
decide_commit_17,C,C:201;P1:61;P2:61;P3:61,132.50,committed,local,
commit_cmd_P1_17,C,C:202;P1:61;P2:61;P3:61,132.70,,send,P1
commit_cmd_P2_17,C,C:203;P1:61;P2:61;P3:61,132.80,,send,P2
commit_cmd_P3_17,C,C:204;P1:61;P2:61;P3:61,132.90,,send,P3
recv_commit_P1_17,P1,C:202;P1:118;P2:61;P3:61,133.50,,receive,C
recv_commit_P2_17,P2,C:203;P1:61;P2:118;P3:61,133.60,,receive,C
recv_commit_P3_17,P3,C:204;P1:61;P2:61;P3:118,133.70,,receive,C
local_commit_P1_17,P1,C:202;P1:119;P2:61;P3:61,134.00,local_commit_P1,local,
local_commit_P2_17,P2,C:203;P1:61;P2:119;P3:61,134.10,local_commit_P2,local,
local_commit_P3_17,P3,C:204;P1:61;P2:61;P3:119,134.20,local_commit_P3,local,
ack_P1_17,P1,C:202;P1:120;P2:61;P3:61,134.50,,send,C
ack_P2_17,P2,C:203;P1:61;P2:120;P3:61,134.60,,send,C
ack_P3_17,P3,C:204;P1:61;P2:61;P3:120,134.70,,send,C
tx_done_17,C,C:205;P1:61;P2:61;P3:61,135.50,,local,
begin_tx_18,C,C:206;P1:61;P2:61;P3:61,137.00,,local,
prepare_P1_18,C,C:207;P1:61;P2:61;P3:61,137.10,,send,P1
prepare_P2_18,C,C:208;P1:61;P2:61;P3:61,137.20,,send,P2
prepare_P3_18,C,C:209;P1:61;P2:61;P3:61,137.30,,send,P3
recv_prep_P1_18,P1,C:207;P1:121;P2:61;P3:61,138.00,,receive,C
recv_prep_P2_18,P2,C:208;P1:61;P2:121;P3:61,138.10,,receive,C
recv_prep_P3_18,P3,C:209;P1:61;P2:61;P3:121,138.20,,receive,C
vote_yes_P2_18,P2,C:208;P1:61;P2:122;P3:61,138.50,vote_yes_P2,local,
vote_yes_P1_18,P1,C:207;P1:122;P2:61;P3:61,138.70,vote_yes_P1,local,
prepared_P1_18,P1,C:207;P1:123;P2:61;P3:61,138.75,prepared_P1,local,
prepared_P2_18,P2,C:208;P1:61;P2:123;P3:61,138.80,prepared_P2,local,
vote_yes_P3_18,P3,C:209;P1:61;P2:61;P3:122,139.00,vote_yes_P3,local,
prepared_P3_18,P3,C:209;P1:61;P2:61;P3:123,139.05,prepared_P3,local,
send_yes_P1_18,P1,C:207;P1:124;P2:61;P3:61,139.30,,send,C
send_yes_P2_18,P2,C:208;P1:61;P2:124;P3:61,139.40,,send,C
send_yes_P3_18,P3,C:209;P1:61;P2:61;P3:124,139.50,,send,C
recv_yes_P1_18,C,C:210;P1:64;P2:61;P3:61,140.00,,receive,P1
recv_yes_P2_18,C,C:211;P1:64;P2:64;P3:61,140.10,,receive,P2
recv_yes_P3_18,C,C:212;P1:64;P2:64;P3:64,140.20,,receive,P3
decide_commit_18,C,C:213;P1:64;P2:64;P3:64,140.50,committed,local,
commit_cmd_P1_18,C,C:214;P1:64;P2:64;P3:64,140.70,,send,P1
commit_cmd_P2_18,C,C:215;P1:64;P2:64;P3:64,140.80,,send,P2
commit_cmd_P3_18,C,C:216;P1:64;P2:64;P3:64,140.90,,send,P3
recv_commit_P1_18,P1,C:214;P1:125;P2:64;P3:64,141.50,,receive,C
recv_commit_P2_18,P2,C:215;P1:64;P2:125;P3:64,141.60,,receive,C
recv_commit_P3_18,P3,C:216;P1:64;P2:64;P3:125,141.70,,receive,C
local_commit_P1_18,P1,C:214;P1:126;P2:64;P3:64,142.00,local_commit_P1,local,
local_commit_P2_18,P2,C:215;P1:64;P2:126;P3:64,142.10,local_commit_P2,local,
local_commit_P3_18,P3,C:216;P1:64;P2:64;P3:126,142.20,local_commit_P3,local,
ack_P1_18,P1,C:214;P1:127;P2:64;P3:64,142.50,,send,C
ack_P2_18,P2,C:215;P1:64;P2:127;P3:64,142.60,,send,C
ack_P3_18,P3,C:216;P1:64;P2:64;P3:127,142.70,,send,C
tx_done_18,C,C:217;P1:64;P2:64;P3:64,143.50,,local,
begin_tx_19,C,C:218;P1:64;P2:64;P3:64,145.00,,local,
prepare_P1_19,C,C:219;P1:64;P2:64;P3:64,145.10,,send,P1
prepare_P2_19,C,C:220;P1:64;P2:64;P3:64,145.20,,send,P2
prepare_P3_19,C,C:221;P1:64;P2:64;P3:64,145.30,,send,P3
recv_prep_P1_19,P1,C:219;P1:128;P2:64;P3:64,146.00,,receive,C
recv_prep_P2_19,P2,C:220;P1:64;P2:128;P3:64,146.10,,receive,C
recv_prep_P3_19,P3,C:221;P1:64;P2:64;P3:128,146.20,,receive,C
vote_yes_P2_19,P2,C:220;P1:64;P2:129;P3:64,146.50,vote_yes_P2,local,
vote_yes_P1_19,P1,C:219;P1:129;P2:64;P3:64,146.70,vote_yes_P1,local,
prepared_P1_19,P1,C:219;P1:130;P2:64;P3:64,146.75,prepared_P1,local,
prepared_P2_19,P2,C:220;P1:64;P2:130;P3:64,146.80,prepared_P2,local,
vote_yes_P3_19,P3,C:221;P1:64;P2:64;P3:129,147.00,vote_yes_P3,local,
prepared_P3_19,P3,C:221;P1:64;P2:64;P3:130,147.05,prepared_P3,local,
send_yes_P1_19,P1,C:219;P1:131;P2:64;P3:64,147.30,,send,C
send_yes_P2_19,P2,C:220;P1:64;P2:131;P3:64,147.40,,send,C
send_yes_P3_19,P3,C:221;P1:64;P2:64;P3:131,147.50,,send,C
recv_yes_P1_19,C,C:222;P1:68;P2:64;P3:64,148.00,,receive,P1
recv_yes_P2_19,C,C:223;P1:68;P2:68;P3:64,148.10,,receive,P2
recv_yes_P3_19,C,C:224;P1:68;P2:68;P3:68,148.20,,receive,P3
decide_commit_19,C,C:225;P1:68;P2:68;P3:68,148.50,committed,local,
commit_cmd_P1_19,C,C:226;P1:68;P2:68;P3:68,148.70,,send,P1
commit_cmd_P2_19,C,C:227;P1:68;P2:68;P3:68,148.80,,send,P2
commit_cmd_P3_19,C,C:228;P1:68;P2:68;P3:68,148.90,,send,P3
recv_commit_P1_19,P1,C:226;P1:132;P2:68;P3:68,149.50,,receive,C
recv_commit_P2_19,P2,C:227;P1:68;P2:132;P3:68,149.60,,receive,C
recv_commit_P3_19,P3,C:228;P1:68;P2:68;P3:132,149.70,,receive,C
local_commit_P1_19,P1,C:226;P1:133;P2:68;P3:68,150.00,local_commit_P1,local,
local_commit_P2_19,P2,C:227;P1:68;P2:133;P3:68,150.10,local_commit_P2,local,
local_commit_P3_19,P3,C:228;P1:68;P2:68;P3:133,150.20,local_commit_P3,local,
ack_P1_19,P1,C:226;P1:134;P2:68;P3:68,150.50,,send,C
ack_P2_19,P2,C:227;P1:68;P2:134;P3:68,150.60,,send,C
ack_P3_19,P3,C:228;P1:68;P2:68;P3:134,150.70,,send,C
tx_done_19,C,C:229;P1:68;P2:68;P3:68,151.50,,local,
begin_tx_20,C,C:230;P1:68;P2:68;P3:68,153.00,,local,
prepare_P1_20,C,C:231;P1:68;P2:68;P3:68,153.10,,send,P1
prepare_P2_20,C,C:232;P1:68;P2:68;P3:68,153.20,,send,P2
prepare_P3_20,C,C:233;P1:68;P2:68;P3:68,153.30,,send,P3
recv_prep_P1_20,P1,C:231;P1:135;P2:68;P3:68,154.00,,receive,C
recv_prep_P2_20,P2,C:232;P1:68;P2:135;P3:68,154.10,,receive,C
recv_prep_P3_20,P3,C:233;P1:68;P2:68;P3:135,154.20,,receive,C
vote_yes_P2_20,P2,C:232;P1:68;P2:136;P3:68,154.50,vote_yes_P2,local,
vote_yes_P1_20,P1,C:231;P1:136;P2:68;P3:68,154.70,vote_yes_P1,local,
prepared_P1_20,P1,C:231;P1:137;P2:68;P3:68,154.75,prepared_P1,local,
prepared_P2_20,P2,C:232;P1:68;P2:137;P3:68,154.80,prepared_P2,local,
vote_yes_P3_20,P3,C:233;P1:68;P2:68;P3:136,155.00,vote_yes_P3,local,
prepared_P3_20,P3,C:233;P1:68;P2:68;P3:137,155.05,prepared_P3,local,
send_yes_P1_20,P1,C:231;P1:138;P2:68;P3:68,155.30,,send,C
send_yes_P2_20,P2,C:232;P1:68;P2:138;P3:68,155.40,,send,C
