# Generated drone relative-velocity trace
# total_events: 10000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d1_measure_325,Drone1,Drone1:974;Drone2:973,1621.0,velocity_measured,local,
d1_send_d2_325,Drone1,Drone1:975;Drone2:973,1621.2,velocity_sent,send,Drone2
d2_recv_d1_325,Drone2,Drone1:975;Drone2:974,1622.0,processing,receive,Drone1
d2_compute_325,Drone2,Drone1:975;Drone2:975,1622.5,relative_computed,local,
d2_send_d1_325,Drone2,Drone1:975;Drone2:976,1623.0,relative_sent,send,Drone1
d1_recv_d2_325,Drone1,Drone1:976;Drone2:976,1624.0,relative_confirmed,receive,Drone2
d1_measure_326,Drone1,Drone1:977;Drone2:976,1626.0,velocity_measured,local,
d1_send_d2_326,Drone1,Drone1:978;Drone2:976,1626.2,velocity_sent,send,Drone2
d2_recv_d1_326,Drone2,Drone1:978;Drone2:977,1627.0,processing,receive,Drone1
d2_compute_326,Drone2,Drone1:978;Drone2:978,1627.5,relative_computed,local,
d2_send_d1_326,Drone2,Drone1:978;Drone2:979,1628.0,relative_sent,send,Drone1
d1_recv_d2_326,Drone1,Drone1:979;Drone2:979,1629.0,relative_confirmed,receive,Drone2
d1_measure_327,Drone1,Drone1:980;Drone2:979,1631.0,velocity_measured,local,
d1_send_d2_327,Drone1,Drone1:981;Drone2:979,1631.2,velocity_sent,send,Drone2
d2_recv_d1_327,Drone2,Drone1:981;Drone2:980,1632.0,processing,receive,Drone1
d2_compute_327,Drone2,Drone1:981;Drone2:981,1632.5,relative_computed,local,
d2_send_d1_327,Drone2,Drone1:981;Drone2:982,1633.0,relative_sent,send,Drone1
d1_recv_d2_327,Drone1,Drone1:982;Drone2:982,1634.0,relative_confirmed,receive,Drone2
d1_measure_328,Drone1,Drone1:983;Drone2:982,1636.0,velocity_measured,local,
d1_send_d2_328,Drone1,Drone1:984;Drone2:982,1636.2,velocity_sent,send,Drone2
d2_recv_d1_328,Drone2,Drone1:984;Drone2:983,1637.0,processing,receive,Drone1
d2_compute_328,Drone2,Drone1:984;Drone2:984,1637.5,relative_computed,local,
d2_send_d1_328,Drone2,Drone1:984;Drone2:985,1638.0,relative_sent,send,Drone1
d1_recv_d2_328,Drone1,Drone1:985;Drone2:985,1639.0,relative_confirmed,receive,Drone2
d1_measure_329,Drone1,Drone1:986;Drone2:985,1641.0,velocity_measured,local,
d1_send_d2_329,Drone1,Drone1:987;Drone2:985,1641.2,velocity_sent,send,Drone2
d2_recv_d1_329,Drone2,Drone1:987;Drone2:986,1642.0,processing,receive,Drone1
d2_compute_329,Drone2,Drone1:987;Drone2:987,1642.5,relative_computed,local,
d2_send_d1_329,Drone2,Drone1:987;Drone2:988,1643.0,relative_sent,send,Drone1
d1_recv_d2_329,Drone1,Drone1:988;Drone2:988,1644.0,relative_confirmed,receive,Drone2
d1_measure_330,Drone1,Drone1:989;Drone2:988,1646.0,velocity_measured,local,
d1_send_d2_330,Drone1,Drone1:990;Drone2:988,1646.2,velocity_sent,send,Drone2
d2_recv_d1_330,Drone2,Drone1:990;Drone2:989,1647.0,processing,receive,Drone1
d2_compute_330,Drone2,Drone1:990;Drone2:990,1647.5,relative_computed,local,
d2_send_d1_330,Drone2,Drone1:990;Drone2:991,1648.0,relative_sent,send,Drone1
d1_recv_d2_330,Drone1,Drone1:991;Drone2:991,1649.0,relative_confirmed,receive,Drone2
d1_measure_331,Drone1,Drone1:992;Drone2:991,1651.0,velocity_measured,local,
d1_send_d2_331,Drone1,Drone1:993;Drone2:991,1651.2,velocity_sent,send,Drone2
d2_recv_d1_331,Drone2,Drone1:993;Drone2:992,1652.0,processing,receive,Drone1
d2_compute_331,Drone2,Drone1:993;Drone2:993,1652.5,relative_computed,local,
d2_send_d1_331,Drone2,Drone1:993;Drone2:994,1653.0,relative_sent,send,Drone1
d1_recv_d2_331,Drone1,Drone1:994;Drone2:994,1654.0,relative_confirmed,receive,Drone2
d1_measure_332,Drone1,Drone1:995;Drone2:994,1656.0,velocity_measured,local,
d1_send_d2_332,Drone1,Drone1:996;Drone2:994,1656.2,velocity_sent,send,Drone2
d2_recv_d1_332,Drone2,Drone1:996;Drone2:995,1657.0,processing,receive,Drone1
d2_compute_332,Drone2,Drone1:996;Drone2:996,1657.5,relative_computed,local,
d2_send_d1_332,Drone2,Drone1:996;Drone2:997,1658.0,relative_sent,send,Drone1
d1_recv_d2_332,Drone1,Drone1:997;Drone2:997,1659.0,relative_confirmed,receive,Drone2
d1_measure_333,Drone1,Drone1:998;Drone2:997,1661.0,velocity_measured,local,
d1_send_d2_333,Drone1,Drone1:999;Drone2:997,1661.2,velocity_sent,send,Drone2
d2_recv_d1_333,Drone2,Drone1:999;Drone2:998,1662.0,processing,receive,Drone1
d2_compute_333,Drone2,Drone1:999;Drone2:999,1662.5,relative_computed,local,
d2_send_d1_333,Drone2,Drone1:999;Drone2:1000,1663.0,relative_sent,send,Drone1
d1_recv_d2_333,Drone1,Drone1:1000;Drone2:1000,1664.0,relative_confirmed,receive,Drone2
d1_measure_334,Drone1,Drone1:1001;Drone2:1000,1666.0,velocity_measured,local,
d1_send_d2_334,Drone1,Drone1:1002;Drone2:1000,1666.2,velocity_sent,send,Drone2
d2_recv_d1_334,Drone2,Drone1:1002;Drone2:1001,1667.0,processing,receive,Drone1
d2_compute_334,Drone2,Drone1:1002;Drone2:1002,1667.5,relative_computed,local,
d2_send_d1_334,Drone2,Drone1:1002;Drone2:1003,1668.0,relative_sent,send,Drone1
d1_recv_d2_334,Drone1,Drone1:1003;Drone2:1003,1669.0,relative_confirmed,receive,Drone2
d1_measure_335,Drone1,Drone1:1004;Drone2:1003,1671.0,velocity_measured,local,
d1_send_d2_335,Drone1,Drone1:1005;Drone2:1003,1671.2,velocity_sent,send,Drone2
d2_recv_d1_335,Drone2,Drone1:1005;Drone2:1004,1672.0,processing,receive,Drone1
d2_compute_335,Drone2,Drone1:1005;Drone2:1005,1672.5,relative_computed,local,
d2_send_d1_335,Drone2,Drone1:1005;Drone2:1006,1673.0,relative_sent,send,Drone1
d1_recv_d2_335,Drone1,Drone1:1006;Drone2:1006,1674.0,relative_confirmed,receive,Drone2
d1_measure_336,Drone1,Drone1:1007;Drone2:1006,1676.0,velocity_measured,local,
d1_send_d2_336,Drone1,Drone1:1008;Drone2:1006,1676.2,velocity_sent,send,Drone2
d2_recv_d1_336,Drone2,Drone1:1008;Drone2:1007,1677.0,processing,receive,Drone1
d2_compute_336,Drone2,Drone1:1008;Drone2:1008,1677.5,relative_computed,local,
d2_send_d1_336,Drone2,Drone1:1008;Drone2:1009,1678.0,relative_sent,send,Drone1
d1_recv_d2_336,Drone1,Drone1:1009;Drone2:1009,1679.0,relative_confirmed,receive,Drone2
d1_measure_337,Drone1,Drone1:1010;Drone2:1009,1681.0,velocity_measured,local,
d1_send_d2_337,Drone1,Drone1:1011;Drone2:1009,1681.2,velocity_sent,send,Drone2
d2_recv_d1_337,Drone2,Drone1:1011;Drone2:1010,1682.0,processing,receive,Drone1
d2_compute_337,Drone2,Drone1:1011;Drone2:1011,1682.5,relative_computed,local,
d2_send_d1_337,Drone2,Drone1:1011;Drone2:1012,1683.0,relative_sent,send,Drone1
d1_recv_d2_337,Drone1,Drone1:1012;Drone2:1012,1684.0,relative_confirmed,receive,Drone2
d1_measure_338,Drone1,Drone1:1013;Drone2:1012,1686.0,velocity_measured,local,
d1_send_d2_338,Drone1,Drone1:1014;Drone2:1012,1686.2,velocity_sent,send,Drone2
d2_recv_d1_338,Drone2,Drone1:1014;Drone2:1013,1687.0,processing,receive,Drone1
d2_compute_338,Drone2,Drone1:1014;Drone2:1014,1687.5,relative_computed,local,
d2_send_d1_338,Drone2,Drone1:1014;Drone2:1015,1688.0,relative_sent,send,Drone1
d1_recv_d2_338,Drone1,Drone1:1015;Drone2:1015,1689.0,relative_confirmed,receive,Drone2
d1_measure_339,Drone1,Drone1:1016;Drone2:1015,1691.0,velocity_measured,local,
d1_send_d2_339,Drone1,Drone1:1017;Drone2:1015,1691.2,velocity_sent,send,Drone2
d2_recv_d1_339,Drone2,Drone1:1017;Drone2:1016,1692.0,processing,receive,Drone1
d2_compute_339,Drone2,Drone1:1017;Drone2:1017,1692.5,relative_computed,local,
d2_send_d1_339,Drone2,Drone1:1017;Drone2:1018,1693.0,relative_sent,send,Drone1
d1_recv_d2_339,Drone1,Drone1:1018;Drone2:1018,1694.0,relative_confirmed,receive,Drone2
d1_measure_340,Drone1,Drone1:1019;Drone2:1018,1696.0,velocity_measured,local,
d1_send_d2_340,Drone1,Drone1:1020;Drone2:1018,1696.2,velocity_sent,send,Drone2
d2_recv_d1_340,Drone2,Drone1:1020;Drone2:1019,1697.0,processing,receive,Drone1
d2_compute_340,Drone2,Drone1:1020;Drone2:1020,1697.5,relative_computed,local,
d2_send_d1_340,Drone2,Drone1:1020;Drone2:1021,1698.0,relative_sent,send,Drone1
d1_recv_d2_340,Drone1,Drone1:1021;Drone2:1021,1699.0,relative_confirmed,receive,Drone2
d1_measure_341,Drone1,Drone1:1022;Drone2:1021,1701.0,velocity_measured,local,
d1_send_d2_341,Drone1,Drone1:1023;Drone2:1021,1701.2,velocity_sent,send,Drone2
d2_recv_d1_341,Drone2,Drone1:1023;Drone2:1022,1702.0,processing,receive,Drone1
d2_compute_341,Drone2,Drone1:1023;Drone2:1023,1702.5,relative_computed,local,
d2_send_d1_341,Drone2,Drone1:1023;Drone2:1024,1703.0,relative_sent,send,Drone1
d1_recv_d2_341,Drone1,Drone1:1024;Drone2:1024,1704.0,relative_confirmed,receive,Drone2
d1_measure_342,Drone1,Drone1:1025;Drone2:1024,1706.0,velocity_measured,local,
d1_send_d2_342,Drone1,Drone1:1026;Drone2:1024,1706.2,velocity_sent,send,Drone2
d2_recv_d1_342,Drone2,Drone1:1026;Drone2:1025,1707.0,processing,receive,Drone1
d2_compute_342,Drone2,Drone1:1026;Drone2:1026,1707.5,relative_computed,local,
d2_send_d1_342,Drone2,Drone1:1026;Drone2:1027,1708.0,relative_sent,send,Drone1
d1_recv_d2_342,Drone1,Drone1:1027;Drone2:1027,1709.0,relative_confirmed,receive,Drone2
d1_measure_343,Drone1,Drone1:1028;Drone2:1027,1711.0,velocity_measured,local,
d1_send_d2_343,Drone1,Drone1:1029;Drone2:1027,1711.2,velocity_sent,send,Drone2
d2_recv_d1_343,Drone2,Drone1:1029;Drone2:1028,1712.0,processing,receive,Drone1
d2_compute_343,Drone2,Drone1:1029;Drone2:1029,1712.5,relative_computed,local,
d2_send_d1_343,Drone2,Drone1:1029;Drone2:1030,1713.0,relative_sent,send,Drone1
d1_recv_d2_343,Drone1,Drone1:1030;Drone2:1030,1714.0,relative_confirmed,receive,Drone2
d1_measure_344,Drone1,Drone1:1031;Drone2:1030,1716.0,velocity_measured,local,
d1_send_d2_344,Drone1,Drone1:1032;Drone2:1030,1716.2,velocity_sent,send,Drone2
d2_recv_d1_344,Drone2,Drone1:1032;Drone2:1031,1717.0,processing,receive,Drone1
d2_compute_344,Drone2,Drone1:1032;Drone2:1032,1717.5,relative_computed,local,
d2_send_d1_344,Drone2,Drone1:1032;Drone2:1033,1718.0,relative_sent,send,Drone1
d1_recv_d2_344,Drone1,Drone1:1033;Drone2:1033,1719.0,relative_confirmed,receive,Drone2
d1_measure_345,Drone1,Drone1:1034;Drone2:1033,1721.0,velocity_measured,local,
d1_send_d2_345,Drone1,Drone1:1035;Drone2:1033,1721.2,velocity_sent,send,Drone2
d2_recv_d1_345,Drone2,Drone1:1035;Drone2:1034,1722.0,processing,receive,Drone1
d2_compute_345,Drone2,Drone1:1035;Drone2:1035,1722.5,relative_computed,local,
d2_send_d1_345,Drone2,Drone1:1035;Drone2:1036,1723.0,relative_sent,send,Drone1
d1_recv_d2_345,Drone1,Drone1:1036;Drone2:1036,1724.0,relative_confirmed,receive,Drone2
d1_measure_346,Drone1,Drone1:1037;Drone2:1036,1726.0,velocity_measured,local,
d1_send_d2_346,Drone1,Drone1:1038;Drone2:1036,1726.2,velocity_sent,send,Drone2
d2_recv_d1_346,Drone2,Drone1:1038;Drone2:1037,1727.0,processing,receive,Drone1
d2_compute_346,Drone2,Drone1:1038;Drone2:1038,1727.5,relative_computed,local,
d2_send_d1_346,Drone2,Drone1:1038;Drone2:1039,1728.0,relative_sent,send,Drone1
d1_recv_d2_346,Drone1,Drone1:1039;Drone2:1039,1729.0,relative_confirmed,receive,Drone2
d1_measure_347,Drone1,Drone1:1040;Drone2:1039,1731.0,velocity_measured,local,
d1_send_d2_347,Drone1,Drone1:1041;Drone2:1039,1731.2,velocity_sent,send,Drone2
d2_recv_d1_347,Drone2,Drone1:1041;Drone2:1040,1732.0,processing,receive,Drone1
d2_compute_347,Drone2,Drone1:1041;Drone2:1041,1732.5,relative_computed,local,
d2_send_d1_347,Drone2,Drone1:1041;Drone2:1042,1733.0,relative_sent,send,Drone1
d1_recv_d2_347,Drone1,Drone1:1042;Drone2:1042,1734.0,relative_confirmed,receive,Drone2
d1_measure_348,Drone1,Drone1:1043;Drone2:1042,1736.0,velocity_measured,local,
d1_send_d2_348,Drone1,Drone1:1044;Drone2:1042,1736.2,velocity_sent,send,Drone2
d2_recv_d1_348,Drone2,Drone1:1044;Drone2:1043,1737.0,processing,receive,Drone1
d2_compute_348,Drone2,Drone1:1044;Drone2:1044,1737.5,relative_computed,local,
d2_send_d1_348,Drone2,Drone1:1044;Drone2:1045,1738.0,relative_sent,send,Drone1
d1_recv_d2_348,Drone1,Drone1:1045;Drone2:1045,1739.0,relative_confirmed,receive,Drone2
d1_measure_349,Drone1,Drone1:1046;Drone2:1045,1741.0,velocity_measured,local,
d1_send_d2_349,Drone1,Drone1:1047;Drone2:1045,1741.2,velocity_sent,send,Drone2
d2_recv_d1_349,Drone2,Drone1:1047;Drone2:1046,1742.0,processing,receive,Drone1
d2_compute_349,Drone2,Drone1:1047;Drone2:1047,1742.5,relative_computed,local,
d2_send_d1_349,Drone2,Drone1:1047;Drone2:1048,1743.0,relative_sent,send,Drone1
d1_recv_d2_349,Drone1,Drone1:1048;Drone2:1048,1744.0,relative_confirmed,receive,Drone2
d1_measure_350,Drone1,Drone1:1049;Drone2:1048,1746.0,velocity_measured,local,
d1_send_d2_350,Drone1,Drone1:1050;Drone2:1048,1746.2,velocity_sent,send,Drone2
d2_recv_d1_350,Drone2,Drone1:1050;Drone2:1049,1747.0,processing,receive,Drone1
d2_compute_350,Drone2,Drone1:1050;Drone2:1050,1747.5,relative_computed,local,
d2_send_d1_350,Drone2,Drone1:1050;Drone2:1051,1748.0,relative_sent,send,Drone1
d1_recv_d2_350,Drone1,Drone1:1051;Drone2:1051,1749.0,relative_confirmed,receive,Drone2
d1_measure_351,Drone1,Drone1:1052;Drone2:1051,1751.0,velocity_measured,local,
d1_send_d2_351,Drone1,Drone1:1053;Drone2:1051,1751.2,velocity_sent,send,Drone2
d2_recv_d1_351,Drone2,Drone1:1053;Drone2:1052,1752.0,processing,receive,Drone1
d2_compute_351,Drone2,Drone1:1053;Drone2:1053,1752.5,relative_computed,local,
d2_send_d1_351,Drone2,Drone1:1053;Drone2:1054,1753.0,relative_sent,send,Drone1
d1_recv_d2_351,Drone1,Drone1:1054;Drone2:1054,1754.0,relative_confirmed,receive,Drone2
d1_measure_352,Drone1,Drone1:1055;Drone2:1054,1756.0,velocity_measured,local,
d1_send_d2_352,Drone1,Drone1:1056;Drone2:1054,1756.2,velocity_sent,send,Drone2
d2_recv_d1_352,Drone2,Drone1:1056;Drone2:1055,1757.0,processing,receive,Drone1
d2_compute_352,Drone2,Drone1:1056;Drone2:1056,1757.5,relative_computed,local,
d2_send_d1_352,Drone2,Drone1:1056;Drone2:1057,1758.0,relative_sent,send,Drone1
d1_recv_d2_352,Drone1,Drone1:1057;Drone2:1057,1759.0,relative_confirmed,receive,Drone2
d1_measure_353,Drone1,Drone1:1058;Drone2:1057,1761.0,velocity_measured,local,
d1_send_d2_353,Drone1,Drone1:1059;Drone2:1057,1761.2,velocity_sent,send,Drone2
d2_recv_d1_353,Drone2,Drone1:1059;Drone2:1058,1762.0,processing,receive,Drone1
d2_compute_353,Drone2,Drone1:1059;Drone2:1059,1762.5,relative_computed,local,
d2_send_d1_353,Drone2,Drone1:1059;Drone2:1060,1763.0,relative_sent,send,Drone1
d1_recv_d2_353,Drone1,Drone1:1060;Drone2:1060,1764.0,relative_confirmed,receive,Drone2
d1_measure_354,Drone1,Drone1:1061;Drone2:1060,1766.0,velocity_measured,local,
d1_send_d2_354,Drone1,Drone1:1062;Drone2:1060,1766.2,velocity_sent,send,Drone2
d2_recv_d1_354,Drone2,Drone1:1062;Drone2:1061,1767.0,processing,receive,Drone1
d2_compute_354,Drone2,Drone1:1062;Drone2:1062,1767.5,relative_computed,local,
d2_send_d1_354,Drone2,Drone1:1062;Drone2:1063,1768.0,relative_sent,send,Drone1
d1_recv_d2_354,Drone1,Drone1:1063;Drone2:1063,1769.0,relative_confirmed,receive,Drone2
d1_measure_355,Drone1,Drone1:1064;Drone2:1063,1771.0,velocity_measured,local,
d1_send_d2_355,Drone1,Drone1:1065;Drone2:1063,1771.2,velocity_sent,send,Drone2
d2_recv_d1_355,Drone2,Drone1:1065;Drone2:1064,1772.0,processing,receive,Drone1
d2_compute_355,Drone2,Drone1:1065;Drone2:1065,1772.5,relative_computed,local,
d2_send_d1_355,Drone2,Drone1:1065;Drone2:1066,1773.0,relative_sent,send,Drone1
d1_recv_d2_355,Drone1,Drone1:1066;Drone2:1066,1774.0,relative_confirmed,receive,Drone2
d1_measure_356,Drone1,Drone1:1067;Drone2:1066,1776.0,velocity_measured,local,
d1_send_d2_356,Drone1,Drone1:1068;Drone2:1066,1776.2,velocity_sent,send,Drone2
d2_recv_d1_356,Drone2,Drone1:1068;Drone2:1067,1777.0,processing,receive,Drone1
d2_compute_356,Drone2,Drone1:1068;Drone2:1068,1777.5,relative_computed,local,
d2_send_d1_356,Drone2,Drone1:1068;Drone2:1069,1778.0,relative_sent,send,Drone1
d1_recv_d2_356,Drone1,Drone1:1069;Drone2:1069,1779.0,relative_confirmed,receive,Drone2
d1_measure_357,Drone1,Drone1:1070;Drone2:1069,1781.0,velocity_measured,local,
d1_send_d2_357,Drone1,Drone1:1071;Drone2:1069,1781.2,velocity_sent,send,Drone2
d2_recv_d1_357,Drone2,Drone1:1071;Drone2:1070,1782.0,processing,receive,Drone1
d2_compute_357,Drone2,Drone1:1071;Drone2:1071,1782.5,relative_computed,local,
d2_send_d1_357,Drone2,Drone1:1071;Drone2:1072,1783.0,relative_sent,send,Drone1
d1_recv_d2_357,Drone1,Drone1:1072;Drone2:1072,1784.0,relative_confirmed,receive,Drone2
d1_measure_358,Drone1,Drone1:1073;Drone2:1072,1786.0,velocity_measured,local,
d1_send_d2_358,Drone1,Drone1:1074;Drone2:1072,1786.2,velocity_sent,send,Drone2
d2_recv_d1_358,Drone2,Drone1:1074;Drone2:1073,1787.0,processing,receive,Drone1
d2_compute_358,Drone2,Drone1:1074;Drone2:1074,1787.5,relative_computed,local,
d2_send_d1_358,Drone2,Drone1:1074;Drone2:1075,1788.0,relative_sent,send,Drone1
d1_recv_d2_358,Drone1,Drone1:1075;Drone2:1075,1789.0,relative_confirmed,receive,Drone2
d1_measure_359,Drone1,Drone1:1076;Drone2:1075,1791.0,velocity_measured,local,
d1_send_d2_359,Drone1,Drone1:1077;Drone2:1075,1791.2,velocity_sent,send,Drone2
d2_recv_d1_359,Drone2,Drone1:1077;Drone2:1076,1792.0,processing,receive,Drone1
d2_compute_359,Drone2,Drone1:1077;Drone2:1077,1792.5,relative_computed,local,
d2_send_d1_359,Drone2,Drone1:1077;Drone2:1078,1793.0,relative_sent,send,Drone1
d1_recv_d2_359,Drone1,Drone1:1078;Drone2:1078,1794.0,relative_confirmed,receive,Drone2
d1_measure_360,Drone1,Drone1:1079;Drone2:1078,1796.0,velocity_measured,local,
d1_send_d2_360,Drone1,Drone1:1080;Drone2:1078,1796.2,velocity_sent,send,Drone2
d2_recv_d1_360,Drone2,Drone1:1080;Drone2:1079,1797.0,processing,receive,Drone1
d2_compute_360,Drone2,Drone1:1080;Drone2:1080,1797.5,relative_computed,local,
d2_send_d1_360,Drone2,Drone1:1080;Drone2:1081,1798.0,relative_sent,send,Drone1
d1_recv_d2_360,Drone1,Drone1:1081;Drone2:1081,1799.0,relative_confirmed,receive,Drone2
d1_measure_361,Drone1,Drone1:1082;Drone2:1081,1801.0,velocity_measured,local,
d1_send_d2_361,Drone1,Drone1:1083;Drone2:1081,1801.2,velocity_sent,send,Drone2
d2_recv_d1_361,Drone2,Drone1:1083;Drone2:1082,1802.0,processing,receive,Drone1
d2_compute_361,Drone2,Drone1:1083;Drone2:1083,1802.5,relative_computed,local,
d2_send_d1_361,Drone2,Drone1:1083;Drone2:1084,1803.0,relative_sent,send,Drone1
d1_recv_d2_361,Drone1,Drone1:1084;Drone2:1084,1804.0,relative_confirmed,receive,Drone2
d1_measure_362,Drone1,Drone1:1085;Drone2:1084,1806.0,velocity_measured,local,
d1_send_d2_362,Drone1,Drone1:1086;Drone2:1084,1806.2,velocity_sent,send,Drone2
d2_recv_d1_362,Drone2,Drone1:1086;Drone2:1085,1807.0,processing,receive,Drone1
d2_compute_362,Drone2,Drone1:1086;Drone2:1086,1807.5,relative_computed,local,
d2_send_d1_362,Drone2,Drone1:1086;Drone2:1087,1808.0,relative_sent,send,Drone1
d1_recv_d2_362,Drone1,Drone1:1087;Drone2:1087,1809.0,relative_confirmed,receive,Drone2
d1_measure_363,Drone1,Drone1:1088;Drone2:1087,1811.0,velocity_measured,local,
d1_send_d2_363,Drone1,Drone1:1089;Drone2:1087,1811.2,velocity_sent,send,Drone2
d2_recv_d1_363,Drone2,Drone1:1089;Drone2:1088,1812.0,processing,receive,Drone1
d2_compute_363,Drone2,Drone1:1089;Drone2:1089,1812.5,relative_computed,local,
d2_send_d1_363,Drone2,Drone1:1089;Drone2:1090,1813.0,relative_sent,send,Drone1
d1_recv_d2_363,Drone1,Drone1:1090;Drone2:1090,1814.0,relative_confirmed,receive,Drone2
d1_measure_364,Drone1,Drone1:1091;Drone2:1090,1816.0,velocity_measured,local,
d1_send_d2_364,Drone1,Drone1:1092;Drone2:1090,1816.2,velocity_sent,send,Drone2
d2_recv_d1_364,Drone2,Drone1:1092;Drone2:1091,1817.0,processing,receive,Drone1
d2_compute_364,Drone2,Drone1:1092;Drone2:1092,1817.5,relative_computed,local,
d2_send_d1_364,Drone2,Drone1:1092;Drone2:1093,1818.0,relative_sent,send,Drone1
d1_recv_d2_364,Drone1,Drone1:1093;Drone2:1093,1819.0,relative_confirmed,receive,Drone2
d1_measure_365,Drone1,Drone1:1094;Drone2:1093,1821.0,velocity_measured,local,
d1_send_d2_365,Drone1,Drone1:1095;Drone2:1093,1821.2,velocity_sent,send,Drone2
d2_recv_d1_365,Drone2,Drone1:1095;Drone2:1094,1822.0,processing,receive,Drone1
d2_compute_365,Drone2,Drone1:1095;Drone2:1095,1822.5,relative_computed,local,
d2_send_d1_365,Drone2,Drone1:1095;Drone2:1096,1823.0,relative_sent,send,Drone1
d1_recv_d2_365,Drone1,Drone1:1096;Drone2:1096,1824.0,relative_confirmed,receive,Drone2
d1_measure_366,Drone1,Drone1:1097;Drone2:1096,1826.0,velocity_measured,local,
d1_send_d2_366,Drone1,Drone1:1098;Drone2:1096,1826.2,velocity_sent,send,Drone2
d2_recv_d1_366,Drone2,Drone1:1098;Drone2:1097,1827.0,processing,receive,Drone1
d2_compute_366,Drone2,Drone1:1098;Drone2:1098,1827.5,relative_computed,local,
d2_send_d1_366,Drone2,Drone1:1098;Drone2:1099,1828.0,relative_sent,send,Drone1
d1_recv_d2_366,Drone1,Drone1:1099;Drone2:1099,1829.0,relative_confirmed,receive,Drone2
d1_measure_367,Drone1,Drone1:1100;Drone2:1099,1831.0,velocity_measured,local,
d1_send_d2_367,Drone1,Drone1:1101;Drone2:1099,1831.2,velocity_sent,send,Drone2
d2_recv_d1_367,Drone2,Drone1:1101;Drone2:1100,1832.0,processing,receive,Drone1
d2_compute_367,Drone2,Drone1:1101;Drone2:1101,1832.5,relative_computed,local,
d2_send_d1_367,Drone2,Drone1:1101;Drone2:1102,1833.0,relative_sent,send,Drone1
d1_recv_d2_367,Drone1,Drone1:1102;Drone2:1102,1834.0,relative_confirmed,receive,Drone2
d1_measure_368,Drone1,Drone1:1103;Drone2:1102,1836.0,velocity_measured,local,
d1_send_d2_368,Drone1,Drone1:1104;Drone2:1102,1836.2,velocity_sent,send,Drone2
d2_recv_d1_368,Drone2,Drone1:1104;Drone2:1103,1837.0,processing,receive,Drone1
d2_compute_368,Drone2,Drone1:1104;Drone2:1104,1837.5,relative_computed,local,
d2_send_d1_368,Drone2,Drone1:1104;Drone2:1105,1838.0,relative_sent,send,Drone1
d1_recv_d2_368,Drone1,Drone1:1105;Drone2:1105,1839.0,relative_confirmed,receive,Drone2
d1_measure_369,Drone1,Drone1:1106;Drone2:1105,1841.0,velocity_measured,local,
d1_send_d2_369,Drone1,Drone1:1107;Drone2:1105,1841.2,velocity_sent,send,Drone2
d2_recv_d1_369,Drone2,Drone1:1107;Drone2:1106,1842.0,processing,receive,Drone1
d2_compute_369,Drone2,Drone1:1107;Drone2:1107,1842.5,relative_computed,local,
d2_send_d1_369,Drone2,Drone1:1107;Drone2:1108,1843.0,relative_sent,send,Drone1
d1_recv_d2_369,Drone1,Drone1:1108;Drone2:1108,1844.0,relative_confirmed,receive,Drone2
d1_measure_370,Drone1,Drone1:1109;Drone2:1108,1846.0,velocity_measured,local,
d1_send_d2_370,Drone1,Drone1:1110;Drone2:1108,1846.2,velocity_sent,send,Drone2
d2_recv_d1_370,Drone2,Drone1:1110;Drone2:1109,1847.0,processing,receive,Drone1
d2_compute_370,Drone2,Drone1:1110;Drone2:1110,1847.5,relative_computed,local,
d2_send_d1_370,Drone2,Drone1:1110;Drone2:1111,1848.0,relative_sent,send,Drone1
d1_recv_d2_370,Drone1,Drone1:1111;Drone2:1111,1849.0,relative_confirmed,receive,Drone2
d1_measure_371,Drone1,Drone1:1112;Drone2:1111,1851.0,velocity_measured,local,
d1_send_d2_371,Drone1,Drone1:1113;Drone2:1111,1851.2,velocity_sent,send,Drone2
d2_recv_d1_371,Drone2,Drone1:1113;Drone2:1112,1852.0,processing,receive,Drone1
d2_compute_371,Drone2,Drone1:1113;Drone2:1113,1852.5,relative_computed,local,
d2_send_d1_371,Drone2,Drone1:1113;Drone2:1114,1853.0,relative_sent,send,Drone1
d1_recv_d2_371,Drone1,Drone1:1114;Drone2:1114,1854.0,relative_confirmed,receive,Drone2
d1_measure_372,Drone1,Drone1:1115;Drone2:1114,1856.0,velocity_measured,local,
d1_send_d2_372,Drone1,Drone1:1116;Drone2:1114,1856.2,velocity_sent,send,Drone2
d2_recv_d1_372,Drone2,Drone1:1116;Drone2:1115,1857.0,processing,receive,Drone1
d2_compute_372,Drone2,Drone1:1116;Drone2:1116,1857.5,relative_computed,local,
d2_send_d1_372,Drone2,Drone1:1116;Drone2:1117,1858.0,relative_sent,send,Drone1
d1_recv_d2_372,Drone1,Drone1:1117;Drone2:1117,1859.0,relative_confirmed,receive,Drone2
d1_measure_373,Drone1,Drone1:1118;Drone2:1117,1861.0,velocity_measured,local,
d1_send_d2_373,Drone1,Drone1:1119;Drone2:1117,1861.2,velocity_sent,send,Drone2
d2_recv_d1_373,Drone2,Drone1:1119;Drone2:1118,1862.0,processing,receive,Drone1
d2_compute_373,Drone2,Drone1:1119;Drone2:1119,1862.5,relative_computed,local,
