d3_recv_d1_05,Drone3,Drone1:65;Drone2:16;Drone3:14;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,122.0,processing,receive,Drone1
d3_compute_05,Drone3,Drone1:65;Drone2:16;Drone3:15;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,122.5,relative_computed,local,
d3_send_d1_05,Drone3,Drone1:65;Drone2:16;Drone3:16;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,123.0,relative_sent,send,Drone1
d1_recv_d3_05,Drone1,Drone1:66;Drone2:16;Drone3:16;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,124.0,relative_confirmed,receive,Drone3
d1_send_d4_05,Drone1,Drone1:67;Drone2:16;Drone3:16;Drone4:13;Drone5:13;Drone6:13;Drone7:13;Drone8:13,125.2,velocity_sent,send,Drone4
d4_recv_d1_05,Drone4,Drone1:67;Drone2:16;Drone3:16;Drone4:14;Drone5:13;Drone6:13;Drone7:13;Drone8:13,126.0,processing,receive,Drone1
d4_compute_05,Drone4,Drone1:67;Drone2:16;Drone3:16;Drone4:15;Drone5:13;Drone6:13;Drone7:13;Drone8:13,126.5,relative_computed,local,
d4_send_d1_05,Drone4,Drone1:67;Drone2:16;Drone3:16;Drone4:16;Drone5:13;Drone6:13;Drone7:13;Drone8:13,127.0,relative_sent,send,Drone1
d1_recv_d4_05,Drone1,Drone1:68;Drone2:16;Drone3:16;Drone4:16;Drone5:13;Drone6:13;Drone7:13;Drone8:13,128.0,relative_confirmed,receive,Drone4
d1_send_d5_05,Drone1,Drone1:69;Drone2:16;Drone3:16;Drone4:16;Drone5:13;Drone6:13;Drone7:13;Drone8:13,129.2,velocity_sent,send,Drone5
d5_recv_d1_05,Drone5,Drone1:69;Drone2:16;Drone3:16;Drone4:16;Drone5:14;Drone6:13;Drone7:13;Drone8:13,130.0,processing,receive,Drone1
d5_compute_05,Drone5,Drone1:69;Drone2:16;Drone3:16;Drone4:16;Drone5:15;Drone6:13;Drone7:13;Drone8:13,130.5,relative_computed,local,
d5_send_d1_05,Drone5,Drone1:69;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:13;Drone7:13;Drone8:13,131.0,relative_sent,send,Drone1
d1_recv_d5_05,Drone1,Drone1:70;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:13;Drone7:13;Drone8:13,132.0,relative_confirmed,receive,Drone5
d1_send_d6_05,Drone1,Drone1:71;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:13;Drone7:13;Drone8:13,133.2,velocity_sent,send,Drone6
d6_recv_d1_05,Drone6,Drone1:71;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:14;Drone7:13;Drone8:13,134.0,processing,receive,Drone1
d6_compute_05,Drone6,Drone1:71;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:15;Drone7:13;Drone8:13,134.5,relative_computed,local,
d6_send_d1_05,Drone6,Drone1:71;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:13;Drone8:13,135.0,relative_sent,send,Drone1
d1_recv_d6_05,Drone1,Drone1:72;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:13;Drone8:13,136.0,relative_confirmed,receive,Drone6
d1_send_d7_05,Drone1,Drone1:73;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:13;Drone8:13,137.2,velocity_sent,send,Drone7
d7_recv_d1_05,Drone7,Drone1:73;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:14;Drone8:13,138.0,processing,receive,Drone1
d7_compute_05,Drone7,Drone1:73;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:15;Drone8:13,138.5,relative_computed,local,
d7_send_d1_05,Drone7,Drone1:73;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:13,139.0,relative_sent,send,Drone1
d1_recv_d7_05,Drone1,Drone1:74;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:13,140.0,relative_confirmed,receive,Drone7
d1_send_d8_05,Drone1,Drone1:75;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:13,141.2,velocity_sent,send,Drone8
d8_recv_d1_05,Drone8,Drone1:75;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:14,142.0,processing,receive,Drone1
d8_compute_05,Drone8,Drone1:75;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:15,142.5,relative_computed,local,
d8_send_d1_05,Drone8,Drone1:75;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,143.0,relative_sent,send,Drone1
d1_recv_d8_05,Drone1,Drone1:76;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,144.0,relative_confirmed,receive,Drone8
d1_measure_06,Drone1,Drone1:77;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,146.0,velocity_measured,local,
d1_send_d2_06,Drone1,Drone1:78;Drone2:16;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,146.2,velocity_sent,send,Drone2
d2_recv_d1_06,Drone2,Drone1:78;Drone2:17;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,147.0,processing,receive,Drone1
d2_compute_06,Drone2,Drone1:78;Drone2:18;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,147.5,relative_computed,local,
d2_send_d1_06,Drone2,Drone1:78;Drone2:19;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,148.0,relative_sent,send,Drone1
d1_recv_d2_06,Drone1,Drone1:79;Drone2:19;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,149.0,relative_confirmed,receive,Drone2
d1_send_d3_06,Drone1,Drone1:80;Drone2:19;Drone3:16;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,150.2,velocity_sent,send,Drone3
d3_recv_d1_06,Drone3,Drone1:80;Drone2:19;Drone3:17;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,151.0,processing,receive,Drone1
d3_compute_06,Drone3,Drone1:80;Drone2:19;Drone3:18;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,151.5,relative_computed,local,
d3_send_d1_06,Drone3,Drone1:80;Drone2:19;Drone3:19;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,152.0,relative_sent,send,Drone1
d1_recv_d3_06,Drone1,Drone1:81;Drone2:19;Drone3:19;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,153.0,relative_confirmed,receive,Drone3
d1_send_d4_06,Drone1,Drone1:82;Drone2:19;Drone3:19;Drone4:16;Drone5:16;Drone6:16;Drone7:16;Drone8:16,154.2,velocity_sent,send,Drone4
d4_recv_d1_06,Drone4,Drone1:82;Drone2:19;Drone3:19;Drone4:17;Drone5:16;Drone6:16;Drone7:16;Drone8:16,155.0,processing,receive,Drone1
d4_compute_06,Drone4,Drone1:82;Drone2:19;Drone3:19;Drone4:18;Drone5:16;Drone6:16;Drone7:16;Drone8:16,155.5,relative_computed,local,
d4_send_d1_06,Drone4,Drone1:82;Drone2:19;Drone3:19;Drone4:19;Drone5:16;Drone6:16;Drone7:16;Drone8:16,156.0,relative_sent,send,Drone1
d1_recv_d4_06,Drone1,Drone1:83;Drone2:19;Drone3:19;Drone4:19;Drone5:16;Drone6:16;Drone7:16;Drone8:16,157.0,relative_confirmed,receive,Drone4
d1_send_d5_06,Drone1,Drone1:84;Drone2:19;Drone3:19;Drone4:19;Drone5:16;Drone6:16;Drone7:16;Drone8:16,158.2,velocity_sent,send,Drone5
d5_recv_d1_06,Drone5,Drone1:84;Drone2:19;Drone3:19;Drone4:19;Drone5:17;Drone6:16;Drone7:16;Drone8:16,159.0,processing,receive,Drone1
d5_compute_06,Drone5,Drone1:84;Drone2:19;Drone3:19;Drone4:19;Drone5:18;Drone6:16;Drone7:16;Drone8:16,159.5,relative_computed,local,
d5_send_d1_06,Drone5,Drone1:84;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:16;Drone7:16;Drone8:16,160.0,relative_sent,send,Drone1
d1_recv_d5_06,Drone1,Drone1:85;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:16;Drone7:16;Drone8:16,161.0,relative_confirmed,receive,Drone5
d1_send_d6_06,Drone1,Drone1:86;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:16;Drone7:16;Drone8:16,162.2,velocity_sent,send,Drone6
d6_recv_d1_06,Drone6,Drone1:86;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:17;Drone7:16;Drone8:16,163.0,processing,receive,Drone1
d6_compute_06,Drone6,Drone1:86;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:18;Drone7:16;Drone8:16,163.5,relative_computed,local,
d6_send_d1_06,Drone6,Drone1:86;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:16;Drone8:16,164.0,relative_sent,send,Drone1
d1_recv_d6_06,Drone1,Drone1:87;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:16;Drone8:16,165.0,relative_confirmed,receive,Drone6
d1_send_d7_06,Drone1,Drone1:88;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:16;Drone8:16,166.2,velocity_sent,send,Drone7
d7_recv_d1_06,Drone7,Drone1:88;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:17;Drone8:16,167.0,processing,receive,Drone1
d7_compute_06,Drone7,Drone1:88;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:18;Drone8:16,167.5,relative_computed,local,
d7_send_d1_06,Drone7,Drone1:88;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:16,168.0,relative_sent,send,Drone1
d1_recv_d7_06,Drone1,Drone1:89;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:16,169.0,relative_confirmed,receive,Drone7
d1_send_d8_06,Drone1,Drone1:90;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:16,170.2,velocity_sent,send,Drone8
d8_recv_d1_06,Drone8,Drone1:90;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:17,171.0,processing,receive,Drone1
d8_compute_06,Drone8,Drone1:90;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:18,171.5,relative_computed,local,
d8_send_d1_06,Drone8,Drone1:90;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,172.0,relative_sent,send,Drone1
d1_recv_d8_06,Drone1,Drone1:91;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,173.0,relative_confirmed,receive,Drone8
d1_measure_07,Drone1,Drone1:92;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,175.0,velocity_measured,local,
d1_send_d2_07,Drone1,Drone1:93;Drone2:19;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,175.2,velocity_sent,send,Drone2
d2_recv_d1_07,Drone2,Drone1:93;Drone2:20;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,176.0,processing,receive,Drone1
d2_compute_07,Drone2,Drone1:93;Drone2:21;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,176.5,relative_computed,local,
d2_send_d1_07,Drone2,Drone1:93;Drone2:22;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,177.0,relative_sent,send,Drone1
d1_recv_d2_07,Drone1,Drone1:94;Drone2:22;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,178.0,relative_confirmed,receive,Drone2
d1_send_d3_07,Drone1,Drone1:95;Drone2:22;Drone3:19;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,179.2,velocity_sent,send,Drone3
d3_recv_d1_07,Drone3,Drone1:95;Drone2:22;Drone3:20;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,180.0,processing,receive,Drone1
d3_compute_07,Drone3,Drone1:95;Drone2:22;Drone3:21;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,180.5,relative_computed,local,
d3_send_d1_07,Drone3,Drone1:95;Drone2:22;Drone3:22;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,181.0,relative_sent,send,Drone1
d1_recv_d3_07,Drone1,Drone1:96;Drone2:22;Drone3:22;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,182.0,relative_confirmed,receive,Drone3
d1_send_d4_07,Drone1,Drone1:97;Drone2:22;Drone3:22;Drone4:19;Drone5:19;Drone6:19;Drone7:19;Drone8:19,183.2,velocity_sent,send,Drone4
d4_recv_d1_07,Drone4,Drone1:97;Drone2:22;Drone3:22;Drone4:20;Drone5:19;Drone6:19;Drone7:19;Drone8:19,184.0,processing,receive,Drone1
d4_compute_07,Drone4,Drone1:97;Drone2:22;Drone3:22;Drone4:21;Drone5:19;Drone6:19;Drone7:19;Drone8:19,184.5,relative_computed,local,
d4_send_d1_07,Drone4,Drone1:97;Drone2:22;Drone3:22;Drone4:22;Drone5:19;Drone6:19;Drone7:19;Drone8:19,185.0,relative_sent,send,Drone1
d1_recv_d4_07,Drone1,Drone1:98;Drone2:22;Drone3:22;Drone4:22;Drone5:19;Drone6:19;Drone7:19;Drone8:19,186.0,relative_confirmed,receive,Drone4
d1_send_d5_07,Drone1,Drone1:99;Drone2:22;Drone3:22;Drone4:22;Drone5:19;Drone6:19;Drone7:19;Drone8:19,187.2,velocity_sent,send,Drone5
d5_recv_d1_07,Drone5,Drone1:99;Drone2:22;Drone3:22;Drone4:22;Drone5:20;Drone6:19;Drone7:19;Drone8:19,188.0,processing,receive,Drone1
d5_compute_07,Drone5,Drone1:99;Drone2:22;Drone3:22;Drone4:22;Drone5:21;Drone6:19;Drone7:19;Drone8:19,188.5,relative_computed,local,
d5_send_d1_07,Drone5,Drone1:99;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:19;Drone7:19;Drone8:19,189.0,relative_sent,send,Drone1
d1_recv_d5_07,Drone1,Drone1:100;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:19;Drone7:19;Drone8:19,190.0,relative_confirmed,receive,Drone5
d1_send_d6_07,Drone1,Drone1:101;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:19;Drone7:19;Drone8:19,191.2,velocity_sent,send,Drone6
d6_recv_d1_07,Drone6,Drone1:101;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:20;Drone7:19;Drone8:19,192.0,processing,receive,Drone1
d6_compute_07,Drone6,Drone1:101;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:21;Drone7:19;Drone8:19,192.5,relative_computed,local,
d6_send_d1_07,Drone6,Drone1:101;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:19;Drone8:19,193.0,relative_sent,send,Drone1
d1_recv_d6_07,Drone1,Drone1:102;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:19;Drone8:19,194.0,relative_confirmed,receive,Drone6
d1_send_d7_07,Drone1,Drone1:103;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:19;Drone8:19,195.2,velocity_sent,send,Drone7
d7_recv_d1_07,Drone7,Drone1:103;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:20;Drone8:19,196.0,processing,receive,Drone1
d7_compute_07,Drone7,Drone1:103;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:21;Drone8:19,196.5,relative_computed,local,
d7_send_d1_07,Drone7,Drone1:103;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:19,197.0,relative_sent,send,Drone1
d1_recv_d7_07,Drone1,Drone1:104;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:19,198.0,relative_confirmed,receive,Drone7
d1_send_d8_07,Drone1,Drone1:105;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:19,199.2,velocity_sent,send,Drone8
d8_recv_d1_07,Drone8,Drone1:105;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:20,200.0,processing,receive,Drone1
d8_compute_07,Drone8,Drone1:105;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:21,200.5,relative_computed,local,
d8_send_d1_07,Drone8,Drone1:105;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,201.0,relative_sent,send,Drone1
d1_recv_d8_07,Drone1,Drone1:106;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,202.0,relative_confirmed,receive,Drone8
d1_measure_08,Drone1,Drone1:107;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,204.0,velocity_measured,local,
d1_send_d2_08,Drone1,Drone1:108;Drone2:22;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,204.2,velocity_sent,send,Drone2
d2_recv_d1_08,Drone2,Drone1:108;Drone2:23;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,205.0,processing,receive,Drone1
d2_compute_08,Drone2,Drone1:108;Drone2:24;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,205.5,relative_computed,local,
d2_send_d1_08,Drone2,Drone1:108;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,206.0,relative_sent,send,Drone1
d1_recv_d2_08,Drone1,Drone1:109;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,207.0,relative_confirmed,receive,Drone2
d1_send_d3_08,Drone1,Drone1:110;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,208.2,velocity_sent,send,Drone3
d3_recv_d1_08,Drone3,Drone1:110;Drone2:25;Drone3:23;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,209.0,processing,receive,Drone1
d3_compute_08,Drone3,Drone1:110;Drone2:25;Drone3:24;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,209.5,relative_computed,local,
d3_send_d1_08,Drone3,Drone1:110;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,210.0,relative_sent,send,Drone1
d1_recv_d3_08,Drone1,Drone1:111;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,211.0,relative_confirmed,receive,Drone3
d1_send_d4_08,Drone1,Drone1:112;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22;Drone7:22;Drone8:22,212.2,velocity_sent,send,Drone4
d4_recv_d1_08,Drone4,Drone1:112;Drone2:25;Drone3:25;Drone4:23;Drone5:22;Drone6:22;Drone7:22;Drone8:22,213.0,processing,receive,Drone1
d4_compute_08,Drone4,Drone1:112;Drone2:25;Drone3:25;Drone4:24;Drone5:22;Drone6:22;Drone7:22;Drone8:22,213.5,relative_computed,local,
d4_send_d1_08,Drone4,Drone1:112;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22;Drone7:22;Drone8:22,214.0,relative_sent,send,Drone1
d1_recv_d4_08,Drone1,Drone1:113;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22;Drone7:22;Drone8:22,215.0,relative_confirmed,receive,Drone4
d1_send_d5_08,Drone1,Drone1:114;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22;Drone7:22;Drone8:22,216.2,velocity_sent,send,Drone5
d5_recv_d1_08,Drone5,Drone1:114;Drone2:25;Drone3:25;Drone4:25;Drone5:23;Drone6:22;Drone7:22;Drone8:22,217.0,processing,receive,Drone1
d5_compute_08,Drone5,Drone1:114;Drone2:25;Drone3:25;Drone4:25;Drone5:24;Drone6:22;Drone7:22;Drone8:22,217.5,relative_computed,local,
d5_send_d1_08,Drone5,Drone1:114;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22;Drone7:22;Drone8:22,218.0,relative_sent,send,Drone1
d1_recv_d5_08,Drone1,Drone1:115;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22;Drone7:22;Drone8:22,219.0,relative_confirmed,receive,Drone5
d1_send_d6_08,Drone1,Drone1:116;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22;Drone7:22;Drone8:22,220.2,velocity_sent,send,Drone6
d6_recv_d1_08,Drone6,Drone1:116;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:23;Drone7:22;Drone8:22,221.0,processing,receive,Drone1
d6_compute_08,Drone6,Drone1:116;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:24;Drone7:22;Drone8:22,221.5,relative_computed,local,
d6_send_d1_08,Drone6,Drone1:116;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:22;Drone8:22,222.0,relative_sent,send,Drone1
d1_recv_d6_08,Drone1,Drone1:117;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:22;Drone8:22,223.0,relative_confirmed,receive,Drone6
d1_send_d7_08,Drone1,Drone1:118;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:22;Drone8:22,224.2,velocity_sent,send,Drone7
d7_recv_d1_08,Drone7,Drone1:118;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:23;Drone8:22,225.0,processing,receive,Drone1
d7_compute_08,Drone7,Drone1:118;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:24;Drone8:22,225.5,relative_computed,local,
d7_send_d1_08,Drone7,Drone1:118;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:22,226.0,relative_sent,send,Drone1
d1_recv_d7_08,Drone1,Drone1:119;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:22,227.0,relative_confirmed,receive,Drone7
d1_send_d8_08,Drone1,Drone1:120;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:22,228.2,velocity_sent,send,Drone8
d8_recv_d1_08,Drone8,Drone1:120;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:23,229.0,processing,receive,Drone1
d8_compute_08,Drone8,Drone1:120;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:24,229.5,relative_computed,local,
d8_send_d1_08,Drone8,Drone1:120;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,230.0,relative_sent,send,Drone1
d1_recv_d8_08,Drone1,Drone1:121;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,231.0,relative_confirmed,receive,Drone8
d1_measure_09,Drone1,Drone1:122;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,233.0,velocity_measured,local,
d1_send_d2_09,Drone1,Drone1:123;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,233.2,velocity_sent,send,Drone2
d2_recv_d1_09,Drone2,Drone1:123;Drone2:26;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,234.0,processing,receive,Drone1
d2_compute_09,Drone2,Drone1:123;Drone2:27;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,234.5,relative_computed,local,
d2_send_d1_09,Drone2,Drone1:123;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,235.0,relative_sent,send,Drone1
d1_recv_d2_09,Drone1,Drone1:124;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,236.0,relative_confirmed,receive,Drone2
d1_send_d3_09,Drone1,Drone1:125;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,237.2,velocity_sent,send,Drone3
d3_recv_d1_09,Drone3,Drone1:125;Drone2:28;Drone3:26;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,238.0,processing,receive,Drone1
d3_compute_09,Drone3,Drone1:125;Drone2:28;Drone3:27;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,238.5,relative_computed,local,
d3_send_d1_09,Drone3,Drone1:125;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,239.0,relative_sent,send,Drone1
d1_recv_d3_09,Drone1,Drone1:126;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,240.0,relative_confirmed,receive,Drone3
d1_send_d4_09,Drone1,Drone1:127;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25;Drone7:25;Drone8:25,241.2,velocity_sent,send,Drone4
d4_recv_d1_09,Drone4,Drone1:127;Drone2:28;Drone3:28;Drone4:26;Drone5:25;Drone6:25;Drone7:25;Drone8:25,242.0,processing,receive,Drone1
d4_compute_09,Drone4,Drone1:127;Drone2:28;Drone3:28;Drone4:27;Drone5:25;Drone6:25;Drone7:25;Drone8:25,242.5,relative_computed,local,
d4_send_d1_09,Drone4,Drone1:127;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25;Drone7:25;Drone8:25,243.0,relative_sent,send,Drone1
d1_recv_d4_09,Drone1,Drone1:128;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25;Drone7:25;Drone8:25,244.0,relative_confirmed,receive,Drone4
d1_send_d5_09,Drone1,Drone1:129;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25;Drone7:25;Drone8:25,245.2,velocity_sent,send,Drone5
d5_recv_d1_09,Drone5,Drone1:129;Drone2:28;Drone3:28;Drone4:28;Drone5:26;Drone6:25;Drone7:25;Drone8:25,246.0,processing,receive,Drone1
d5_compute_09,Drone5,Drone1:129;Drone2:28;Drone3:28;Drone4:28;Drone5:27;Drone6:25;Drone7:25;Drone8:25,246.5,relative_computed,local,
d5_send_d1_09,Drone5,Drone1:129;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25;Drone7:25;Drone8:25,247.0,relative_sent,send,Drone1
d1_recv_d5_09,Drone1,Drone1:130;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25;Drone7:25;Drone8:25,248.0,relative_confirmed,receive,Drone5
d1_send_d6_09,Drone1,Drone1:131;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25;Drone7:25;Drone8:25,249.2,velocity_sent,send,Drone6
d6_recv_d1_09,Drone6,Drone1:131;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:26;Drone7:25;Drone8:25,250.0,processing,receive,Drone1
