d2_recv_d1_08,Drone2,Drone1:80;Drone2:23;Drone3:22;Drone4:22;Drone5:22;Drone6:22,149.0,processing,receive,Drone1
d2_compute_08,Drone2,Drone1:80;Drone2:24;Drone3:22;Drone4:22;Drone5:22;Drone6:22,149.5,relative_computed,local,
d2_send_d1_08,Drone2,Drone1:80;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22,150.0,relative_sent,send,Drone1
d1_recv_d2_08,Drone1,Drone1:81;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22,151.0,relative_confirmed,receive,Drone2
d1_send_d3_08,Drone1,Drone1:82;Drone2:25;Drone3:22;Drone4:22;Drone5:22;Drone6:22,152.2,velocity_sent,send,Drone3
d3_recv_d1_08,Drone3,Drone1:82;Drone2:25;Drone3:23;Drone4:22;Drone5:22;Drone6:22,153.0,processing,receive,Drone1
d3_compute_08,Drone3,Drone1:82;Drone2:25;Drone3:24;Drone4:22;Drone5:22;Drone6:22,153.5,relative_computed,local,
d3_send_d1_08,Drone3,Drone1:82;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22,154.0,relative_sent,send,Drone1
d1_recv_d3_08,Drone1,Drone1:83;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22,155.0,relative_confirmed,receive,Drone3
d1_send_d4_08,Drone1,Drone1:84;Drone2:25;Drone3:25;Drone4:22;Drone5:22;Drone6:22,156.2,velocity_sent,send,Drone4
d4_recv_d1_08,Drone4,Drone1:84;Drone2:25;Drone3:25;Drone4:23;Drone5:22;Drone6:22,157.0,processing,receive,Drone1
d4_compute_08,Drone4,Drone1:84;Drone2:25;Drone3:25;Drone4:24;Drone5:22;Drone6:22,157.5,relative_computed,local,
d4_send_d1_08,Drone4,Drone1:84;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22,158.0,relative_sent,send,Drone1
d1_recv_d4_08,Drone1,Drone1:85;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22,159.0,relative_confirmed,receive,Drone4
d1_send_d5_08,Drone1,Drone1:86;Drone2:25;Drone3:25;Drone4:25;Drone5:22;Drone6:22,160.2,velocity_sent,send,Drone5
d5_recv_d1_08,Drone5,Drone1:86;Drone2:25;Drone3:25;Drone4:25;Drone5:23;Drone6:22,161.0,processing,receive,Drone1
d5_compute_08,Drone5,Drone1:86;Drone2:25;Drone3:25;Drone4:25;Drone5:24;Drone6:22,161.5,relative_computed,local,
d5_send_d1_08,Drone5,Drone1:86;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22,162.0,relative_sent,send,Drone1
d1_recv_d5_08,Drone1,Drone1:87;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22,163.0,relative_confirmed,receive,Drone5
d1_send_d6_08,Drone1,Drone1:88;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:22,164.2,velocity_sent,send,Drone6
d6_recv_d1_08,Drone6,Drone1:88;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:23,165.0,processing,receive,Drone1
d6_compute_08,Drone6,Drone1:88;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:24,165.5,relative_computed,local,
d6_send_d1_08,Drone6,Drone1:88;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25,166.0,relative_sent,send,Drone1
d1_recv_d6_08,Drone1,Drone1:89;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25,167.0,relative_confirmed,receive,Drone6
d1_measure_09,Drone1,Drone1:90;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25,169.0,velocity_measured,local,
d1_send_d2_09,Drone1,Drone1:91;Drone2:25;Drone3:25;Drone4:25;Drone5:25;Drone6:25,169.2,velocity_sent,send,Drone2
d2_recv_d1_09,Drone2,Drone1:91;Drone2:26;Drone3:25;Drone4:25;Drone5:25;Drone6:25,170.0,processing,receive,Drone1
d2_compute_09,Drone2,Drone1:91;Drone2:27;Drone3:25;Drone4:25;Drone5:25;Drone6:25,170.5,relative_computed,local,
d2_send_d1_09,Drone2,Drone1:91;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25,171.0,relative_sent,send,Drone1
d1_recv_d2_09,Drone1,Drone1:92;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25,172.0,relative_confirmed,receive,Drone2
d1_send_d3_09,Drone1,Drone1:93;Drone2:28;Drone3:25;Drone4:25;Drone5:25;Drone6:25,173.2,velocity_sent,send,Drone3
d3_recv_d1_09,Drone3,Drone1:93;Drone2:28;Drone3:26;Drone4:25;Drone5:25;Drone6:25,174.0,processing,receive,Drone1
d3_compute_09,Drone3,Drone1:93;Drone2:28;Drone3:27;Drone4:25;Drone5:25;Drone6:25,174.5,relative_computed,local,
d3_send_d1_09,Drone3,Drone1:93;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25,175.0,relative_sent,send,Drone1
d1_recv_d3_09,Drone1,Drone1:94;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25,176.0,relative_confirmed,receive,Drone3
d1_send_d4_09,Drone1,Drone1:95;Drone2:28;Drone3:28;Drone4:25;Drone5:25;Drone6:25,177.2,velocity_sent,send,Drone4
d4_recv_d1_09,Drone4,Drone1:95;Drone2:28;Drone3:28;Drone4:26;Drone5:25;Drone6:25,178.0,processing,receive,Drone1
d4_compute_09,Drone4,Drone1:95;Drone2:28;Drone3:28;Drone4:27;Drone5:25;Drone6:25,178.5,relative_computed,local,
d4_send_d1_09,Drone4,Drone1:95;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25,179.0,relative_sent,send,Drone1
d1_recv_d4_09,Drone1,Drone1:96;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25,180.0,relative_confirmed,receive,Drone4
d1_send_d5_09,Drone1,Drone1:97;Drone2:28;Drone3:28;Drone4:28;Drone5:25;Drone6:25,181.2,velocity_sent,send,Drone5
d5_recv_d1_09,Drone5,Drone1:97;Drone2:28;Drone3:28;Drone4:28;Drone5:26;Drone6:25,182.0,processing,receive,Drone1
d5_compute_09,Drone5,Drone1:97;Drone2:28;Drone3:28;Drone4:28;Drone5:27;Drone6:25,182.5,relative_computed,local,
d5_send_d1_09,Drone5,Drone1:97;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25,183.0,relative_sent,send,Drone1
d1_recv_d5_09,Drone1,Drone1:98;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25,184.0,relative_confirmed,receive,Drone5
d1_send_d6_09,Drone1,Drone1:99;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:25,185.2,velocity_sent,send,Drone6
d6_recv_d1_09,Drone6,Drone1:99;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:26,186.0,processing,receive,Drone1
d6_compute_09,Drone6,Drone1:99;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:27,186.5,relative_computed,local,
d6_send_d1_09,Drone6,Drone1:99;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28,187.0,relative_sent,send,Drone1
d1_recv_d6_09,Drone1,Drone1:100;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28,188.0,relative_confirmed,receive,Drone6
d1_measure_10,Drone1,Drone1:101;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28,190.0,velocity_measured,local,
d1_send_d2_10,Drone1,Drone1:102;Drone2:28;Drone3:28;Drone4:28;Drone5:28;Drone6:28,190.2,velocity_sent,send,Drone2
d2_recv_d1_10,Drone2,Drone1:102;Drone2:29;Drone3:28;Drone4:28;Drone5:28;Drone6:28,191.0,processing,receive,Drone1
d2_compute_10,Drone2,Drone1:102;Drone2:30;Drone3:28;Drone4:28;Drone5:28;Drone6:28,191.5,relative_computed,local,
d2_send_d1_10,Drone2,Drone1:102;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28,192.0,relative_sent,send,Drone1
d1_recv_d2_10,Drone1,Drone1:103;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28,193.0,relative_confirmed,receive,Drone2
d1_send_d3_10,Drone1,Drone1:104;Drone2:31;Drone3:28;Drone4:28;Drone5:28;Drone6:28,194.2,velocity_sent,send,Drone3
d3_recv_d1_10,Drone3,Drone1:104;Drone2:31;Drone3:29;Drone4:28;Drone5:28;Drone6:28,195.0,processing,receive,Drone1
d3_compute_10,Drone3,Drone1:104;Drone2:31;Drone3:30;Drone4:28;Drone5:28;Drone6:28,195.5,relative_computed,local,
d3_send_d1_10,Drone3,Drone1:104;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28,196.0,relative_sent,send,Drone1
d1_recv_d3_10,Drone1,Drone1:105;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28,197.0,relative_confirmed,receive,Drone3
d1_send_d4_10,Drone1,Drone1:106;Drone2:31;Drone3:31;Drone4:28;Drone5:28;Drone6:28,198.2,velocity_sent,send,Drone4
d4_recv_d1_10,Drone4,Drone1:106;Drone2:31;Drone3:31;Drone4:29;Drone5:28;Drone6:28,199.0,processing,receive,Drone1
d4_compute_10,Drone4,Drone1:106;Drone2:31;Drone3:31;Drone4:30;Drone5:28;Drone6:28,199.5,relative_computed,local,
d4_send_d1_10,Drone4,Drone1:106;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28,200.0,relative_sent,send,Drone1
d1_recv_d4_10,Drone1,Drone1:107;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28,201.0,relative_confirmed,receive,Drone4
d1_send_d5_10,Drone1,Drone1:108;Drone2:31;Drone3:31;Drone4:31;Drone5:28;Drone6:28,202.2,velocity_sent,send,Drone5
d5_recv_d1_10,Drone5,Drone1:108;Drone2:31;Drone3:31;Drone4:31;Drone5:29;Drone6:28,203.0,processing,receive,Drone1
d5_compute_10,Drone5,Drone1:108;Drone2:31;Drone3:31;Drone4:31;Drone5:30;Drone6:28,203.5,relative_computed,local,
d5_send_d1_10,Drone5,Drone1:108;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28,204.0,relative_sent,send,Drone1
d1_recv_d5_10,Drone1,Drone1:109;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28,205.0,relative_confirmed,receive,Drone5
d1_send_d6_10,Drone1,Drone1:110;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:28,206.2,velocity_sent,send,Drone6
d6_recv_d1_10,Drone6,Drone1:110;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:29,207.0,processing,receive,Drone1
d6_compute_10,Drone6,Drone1:110;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:30,207.5,relative_computed,local,
d6_send_d1_10,Drone6,Drone1:110;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31,208.0,relative_sent,send,Drone1
d1_recv_d6_10,Drone1,Drone1:111;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31,209.0,relative_confirmed,receive,Drone6
d1_measure_11,Drone1,Drone1:112;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31,211.0,velocity_measured,local,
d1_send_d2_11,Drone1,Drone1:113;Drone2:31;Drone3:31;Drone4:31;Drone5:31;Drone6:31,211.2,velocity_sent,send,Drone2
d2_recv_d1_11,Drone2,Drone1:113;Drone2:32;Drone3:31;Drone4:31;Drone5:31;Drone6:31,212.0,processing,receive,Drone1
d2_compute_11,Drone2,Drone1:113;Drone2:33;Drone3:31;Drone4:31;Drone5:31;Drone6:31,212.5,relative_computed,local,
d2_send_d1_11,Drone2,Drone1:113;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31,213.0,relative_sent,send,Drone1
d1_recv_d2_11,Drone1,Drone1:114;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31,214.0,relative_confirmed,receive,Drone2
d1_send_d3_11,Drone1,Drone1:115;Drone2:34;Drone3:31;Drone4:31;Drone5:31;Drone6:31,215.2,velocity_sent,send,Drone3
d3_recv_d1_11,Drone3,Drone1:115;Drone2:34;Drone3:32;Drone4:31;Drone5:31;Drone6:31,216.0,processing,receive,Drone1
d3_compute_11,Drone3,Drone1:115;Drone2:34;Drone3:33;Drone4:31;Drone5:31;Drone6:31,216.5,relative_computed,local,
d3_send_d1_11,Drone3,Drone1:115;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31,217.0,relative_sent,send,Drone1
d1_recv_d3_11,Drone1,Drone1:116;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31,218.0,relative_confirmed,receive,Drone3
d1_send_d4_11,Drone1,Drone1:117;Drone2:34;Drone3:34;Drone4:31;Drone5:31;Drone6:31,219.2,velocity_sent,send,Drone4
d4_recv_d1_11,Drone4,Drone1:117;Drone2:34;Drone3:34;Drone4:32;Drone5:31;Drone6:31,220.0,processing,receive,Drone1
d4_compute_11,Drone4,Drone1:117;Drone2:34;Drone3:34;Drone4:33;Drone5:31;Drone6:31,220.5,relative_computed,local,
d4_send_d1_11,Drone4,Drone1:117;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31,221.0,relative_sent,send,Drone1
d1_recv_d4_11,Drone1,Drone1:118;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31,222.0,relative_confirmed,receive,Drone4
d1_send_d5_11,Drone1,Drone1:119;Drone2:34;Drone3:34;Drone4:34;Drone5:31;Drone6:31,223.2,velocity_sent,send,Drone5
d5_recv_d1_11,Drone5,Drone1:119;Drone2:34;Drone3:34;Drone4:34;Drone5:32;Drone6:31,224.0,processing,receive,Drone1
d5_compute_11,Drone5,Drone1:119;Drone2:34;Drone3:34;Drone4:34;Drone5:33;Drone6:31,224.5,relative_computed,local,
d5_send_d1_11,Drone5,Drone1:119;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31,225.0,relative_sent,send,Drone1
d1_recv_d5_11,Drone1,Drone1:120;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31,226.0,relative_confirmed,receive,Drone5
d1_send_d6_11,Drone1,Drone1:121;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:31,227.2,velocity_sent,send,Drone6
d6_recv_d1_11,Drone6,Drone1:121;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:32,228.0,processing,receive,Drone1
d6_compute_11,Drone6,Drone1:121;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:33,228.5,relative_computed,local,
d6_send_d1_11,Drone6,Drone1:121;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34,229.0,relative_sent,send,Drone1
d1_recv_d6_11,Drone1,Drone1:122;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34,230.0,relative_confirmed,receive,Drone6
d1_measure_12,Drone1,Drone1:123;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34,232.0,velocity_measured,local,
d1_send_d2_12,Drone1,Drone1:124;Drone2:34;Drone3:34;Drone4:34;Drone5:34;Drone6:34,232.2,velocity_sent,send,Drone2
d2_recv_d1_12,Drone2,Drone1:124;Drone2:35;Drone3:34;Drone4:34;Drone5:34;Drone6:34,233.0,processing,receive,Drone1
d2_compute_12,Drone2,Drone1:124;Drone2:36;Drone3:34;Drone4:34;Drone5:34;Drone6:34,233.5,relative_computed,local,
d2_send_d1_12,Drone2,Drone1:124;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34,234.0,relative_sent,send,Drone1
d1_recv_d2_12,Drone1,Drone1:125;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34,235.0,relative_confirmed,receive,Drone2
d1_send_d3_12,Drone1,Drone1:126;Drone2:37;Drone3:34;Drone4:34;Drone5:34;Drone6:34,236.2,velocity_sent,send,Drone3
d3_recv_d1_12,Drone3,Drone1:126;Drone2:37;Drone3:35;Drone4:34;Drone5:34;Drone6:34,237.0,processing,receive,Drone1
d3_compute_12,Drone3,Drone1:126;Drone2:37;Drone3:36;Drone4:34;Drone5:34;Drone6:34,237.5,relative_computed,local,
d3_send_d1_12,Drone3,Drone1:126;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34,238.0,relative_sent,send,Drone1
d1_recv_d3_12,Drone1,Drone1:127;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34,239.0,relative_confirmed,receive,Drone3
d1_send_d4_12,Drone1,Drone1:128;Drone2:37;Drone3:37;Drone4:34;Drone5:34;Drone6:34,240.2,velocity_sent,send,Drone4
d4_recv_d1_12,Drone4,Drone1:128;Drone2:37;Drone3:37;Drone4:35;Drone5:34;Drone6:34,241.0,processing,receive,Drone1
d4_compute_12,Drone4,Drone1:128;Drone2:37;Drone3:37;Drone4:36;Drone5:34;Drone6:34,241.5,relative_computed,local,
d4_send_d1_12,Drone4,Drone1:128;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34,242.0,relative_sent,send,Drone1
d1_recv_d4_12,Drone1,Drone1:129;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34,243.0,relative_confirmed,receive,Drone4
d1_send_d5_12,Drone1,Drone1:130;Drone2:37;Drone3:37;Drone4:37;Drone5:34;Drone6:34,244.2,velocity_sent,send,Drone5
d5_recv_d1_12,Drone5,Drone1:130;Drone2:37;Drone3:37;Drone4:37;Drone5:35;Drone6:34,245.0,processing,receive,Drone1
d5_compute_12,Drone5,Drone1:130;Drone2:37;Drone3:37;Drone4:37;Drone5:36;Drone6:34,245.5,relative_computed,local,
d5_send_d1_12,Drone5,Drone1:130;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34,246.0,relative_sent,send,Drone1
d1_recv_d5_12,Drone1,Drone1:131;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34,247.0,relative_confirmed,receive,Drone5
d1_send_d6_12,Drone1,Drone1:132;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:34,248.2,velocity_sent,send,Drone6
d6_recv_d1_12,Drone6,Drone1:132;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:35,249.0,processing,receive,Drone1
d6_compute_12,Drone6,Drone1:132;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:36,249.5,relative_computed,local,
d6_send_d1_12,Drone6,Drone1:132;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37,250.0,relative_sent,send,Drone1
d1_recv_d6_12,Drone1,Drone1:133;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37,251.0,relative_confirmed,receive,Drone6
d1_measure_13,Drone1,Drone1:134;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37,253.0,velocity_measured,local,
d1_send_d2_13,Drone1,Drone1:135;Drone2:37;Drone3:37;Drone4:37;Drone5:37;Drone6:37,253.2,velocity_sent,send,Drone2
d2_recv_d1_13,Drone2,Drone1:135;Drone2:38;Drone3:37;Drone4:37;Drone5:37;Drone6:37,254.0,processing,receive,Drone1
d2_compute_13,Drone2,Drone1:135;Drone2:39;Drone3:37;Drone4:37;Drone5:37;Drone6:37,254.5,relative_computed,local,
d2_send_d1_13,Drone2,Drone1:135;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37,255.0,relative_sent,send,Drone1
d1_recv_d2_13,Drone1,Drone1:136;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37,256.0,relative_confirmed,receive,Drone2
d1_send_d3_13,Drone1,Drone1:137;Drone2:40;Drone3:37;Drone4:37;Drone5:37;Drone6:37,257.2,velocity_sent,send,Drone3
d3_recv_d1_13,Drone3,Drone1:137;Drone2:40;Drone3:38;Drone4:37;Drone5:37;Drone6:37,258.0,processing,receive,Drone1
d3_compute_13,Drone3,Drone1:137;Drone2:40;Drone3:39;Drone4:37;Drone5:37;Drone6:37,258.5,relative_computed,local,
d3_send_d1_13,Drone3,Drone1:137;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37,259.0,relative_sent,send,Drone1
d1_recv_d3_13,Drone1,Drone1:138;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37,260.0,relative_confirmed,receive,Drone3
d1_send_d4_13,Drone1,Drone1:139;Drone2:40;Drone3:40;Drone4:37;Drone5:37;Drone6:37,261.2,velocity_sent,send,Drone4
d4_recv_d1_13,Drone4,Drone1:139;Drone2:40;Drone3:40;Drone4:38;Drone5:37;Drone6:37,262.0,processing,receive,Drone1
d4_compute_13,Drone4,Drone1:139;Drone2:40;Drone3:40;Drone4:39;Drone5:37;Drone6:37,262.5,relative_computed,local,
d4_send_d1_13,Drone4,Drone1:139;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37,263.0,relative_sent,send,Drone1
d1_recv_d4_13,Drone1,Drone1:140;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37,264.0,relative_confirmed,receive,Drone4
d1_send_d5_13,Drone1,Drone1:141;Drone2:40;Drone3:40;Drone4:40;Drone5:37;Drone6:37,265.2,velocity_sent,send,Drone5
d5_recv_d1_13,Drone5,Drone1:141;Drone2:40;Drone3:40;Drone4:40;Drone5:38;Drone6:37,266.0,processing,receive,Drone1
d5_compute_13,Drone5,Drone1:141;Drone2:40;Drone3:40;Drone4:40;Drone5:39;Drone6:37,266.5,relative_computed,local,
d5_send_d1_13,Drone5,Drone1:141;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37,267.0,relative_sent,send,Drone1
d1_recv_d5_13,Drone1,Drone1:142;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37,268.0,relative_confirmed,receive,Drone5
d1_send_d6_13,Drone1,Drone1:143;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:37,269.2,velocity_sent,send,Drone6
d6_recv_d1_13,Drone6,Drone1:143;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:38,270.0,processing,receive,Drone1
d6_compute_13,Drone6,Drone1:143;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:39,270.5,relative_computed,local,
d6_send_d1_13,Drone6,Drone1:143;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40,271.0,relative_sent,send,Drone1
d1_recv_d6_13,Drone1,Drone1:144;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40,272.0,relative_confirmed,receive,Drone6
d1_measure_14,Drone1,Drone1:145;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40,274.0,velocity_measured,local,
d1_send_d2_14,Drone1,Drone1:146;Drone2:40;Drone3:40;Drone4:40;Drone5:40;Drone6:40,274.2,velocity_sent,send,Drone2
d2_recv_d1_14,Drone2,Drone1:146;Drone2:41;Drone3:40;Drone4:40;Drone5:40;Drone6:40,275.0,processing,receive,Drone1
d2_compute_14,Drone2,Drone1:146;Drone2:42;Drone3:40;Drone4:40;Drone5:40;Drone6:40,275.5,relative_computed,local,
d2_send_d1_14,Drone2,Drone1:146;Drone2:43;Drone3:40;Drone4:40;Drone5:40;Drone6:40,276.0,relative_sent,send,Drone1
d1_recv_d2_14,Drone1,Drone1:147;Drone2:43;Drone3:40;Drone4:40;Drone5:40;Drone6:40,277.0,relative_confirmed,receive,Drone2
d1_send_d3_14,Drone1,Drone1:148;Drone2:43;Drone3:40;Drone4:40;Drone5:40;Drone6:40,278.2,velocity_sent,send,Drone3
d3_recv_d1_14,Drone3,Drone1:148;Drone2:43;Drone3:41;Drone4:40;Drone5:40;Drone6:40,279.0,processing,receive,Drone1
d3_compute_14,Drone3,Drone1:148;Drone2:43;Drone3:42;Drone4:40;Drone5:40;Drone6:40,279.5,relative_computed,local,
d3_send_d1_14,Drone3,Drone1:148;Drone2:43;Drone3:43;Drone4:40;Drone5:40;Drone6:40,280.0,relative_sent,send,Drone1
d1_recv_d3_14,Drone1,Drone1:149;Drone2:43;Drone3:43;Drone4:40;Drone5:40;Drone6:40,281.0,relative_confirmed,receive,Drone3
d1_send_d4_14,Drone1,Drone1:150;Drone2:43;Drone3:43;Drone4:40;Drone5:40;Drone6:40,282.2,velocity_sent,send,Drone4
d4_recv_d1_14,Drone4,Drone1:150;Drone2:43;Drone3:43;Drone4:41;Drone5:40;Drone6:40,283.0,processing,receive,Drone1
d4_compute_14,Drone4,Drone1:150;Drone2:43;Drone3:43;Drone4:42;Drone5:40;Drone6:40,283.5,relative_computed,local,
d4_send_d1_14,Drone4,Drone1:150;Drone2:43;Drone3:43;Drone4:43;Drone5:40;Drone6:40,284.0,relative_sent,send,Drone1
d1_recv_d4_14,Drone1,Drone1:151;Drone2:43;Drone3:43;Drone4:43;Drone5:40;Drone6:40,285.0,relative_confirmed,receive,Drone4
d1_send_d5_14,Drone1,Drone1:152;Drone2:43;Drone3:43;Drone4:43;Drone5:40;Drone6:40,286.2,velocity_sent,send,Drone5
d5_recv_d1_14,Drone5,Drone1:152;Drone2:43;Drone3:43;Drone4:43;Drone5:41;Drone6:40,287.0,processing,receive,Drone1
d5_compute_14,Drone5,Drone1:152;Drone2:43;Drone3:43;Drone4:43;Drone5:42;Drone6:40,287.5,relative_computed,local,
d5_send_d1_14,Drone5,Drone1:152;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:40,288.0,relative_sent,send,Drone1
d1_recv_d5_14,Drone1,Drone1:153;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:40,289.0,relative_confirmed,receive,Drone5
d1_send_d6_14,Drone1,Drone1:154;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:40,290.2,velocity_sent,send,Drone6
d6_recv_d1_14,Drone6,Drone1:154;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:41,291.0,processing,receive,Drone1
d6_compute_14,Drone6,Drone1:154;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:42,291.5,relative_computed,local,
d6_send_d1_14,Drone6,Drone1:154;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:43,292.0,relative_sent,send,Drone1
d1_recv_d6_14,Drone1,Drone1:155;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:43,293.0,relative_confirmed,receive,Drone6
d1_measure_15,Drone1,Drone1:156;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:43,295.0,velocity_measured,local,
d1_send_d2_15,Drone1,Drone1:157;Drone2:43;Drone3:43;Drone4:43;Drone5:43;Drone6:43,295.2,velocity_sent,send,Drone2
d2_recv_d1_15,Drone2,Drone1:157;Drone2:44;Drone3:43;Drone4:43;Drone5:43;Drone6:43,296.0,processing,receive,Drone1
d2_compute_15,Drone2,Drone1:157;Drone2:45;Drone3:43;Drone4:43;Drone5:43;Drone6:43,296.5,relative_computed,local,
d2_send_d1_15,Drone2,Drone1:157;Drone2:46;Drone3:43;Drone4:43;Drone5:43;Drone6:43,297.0,relative_sent,send,Drone1
d1_recv_d2_15,Drone1,Drone1:158;Drone2:46;Drone3:43;Drone4:43;Drone5:43;Drone6:43,298.0,relative_confirmed,receive,Drone2
d1_send_d3_15,Drone1,Drone1:159;Drone2:46;Drone3:43;Drone4:43;Drone5:43;Drone6:43,299.2,velocity_sent,send,Drone3
d3_recv_d1_15,Drone3,Drone1:159;Drone2:46;Drone3:44;Drone4:43;Drone5:43;Drone6:43,300.0,processing,receive,Drone1
d3_compute_15,Drone3,Drone1:159;Drone2:46;Drone3:45;Drone4:43;Drone5:43;Drone6:43,300.5,relative_computed,local,
d3_send_d1_15,Drone3,Drone1:159;Drone2:46;Drone3:46;Drone4:43;Drone5:43;Drone6:43,301.0,relative_sent,send,Drone1
