# Generated drone relative-velocity trace
# total_events: 100000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d1_recv_d2_5576,Drone1,Drone1:16729;Drone2:16729,27879.0,relative_confirmed,receive,Drone2
d1_measure_5577,Drone1,Drone1:16730;Drone2:16729,27881.0,velocity_measured,local,
d1_send_d2_5577,Drone1,Drone1:16731;Drone2:16729,27881.2,velocity_sent,send,Drone2
d2_recv_d1_5577,Drone2,Drone1:16731;Drone2:16730,27882.0,processing,receive,Drone1
d2_compute_5577,Drone2,Drone1:16731;Drone2:16731,27882.5,relative_computed,local,
d2_send_d1_5577,Drone2,Drone1:16731;Drone2:16732,27883.0,relative_sent,send,Drone1
d1_recv_d2_5577,Drone1,Drone1:16732;Drone2:16732,27884.0,relative_confirmed,receive,Drone2
d1_measure_5578,Drone1,Drone1:16733;Drone2:16732,27886.0,velocity_measured,local,
d1_send_d2_5578,Drone1,Drone1:16734;Drone2:16732,27886.2,velocity_sent,send,Drone2
d2_recv_d1_5578,Drone2,Drone1:16734;Drone2:16733,27887.0,processing,receive,Drone1
d2_compute_5578,Drone2,Drone1:16734;Drone2:16734,27887.5,relative_computed,local,
d2_send_d1_5578,Drone2,Drone1:16734;Drone2:16735,27888.0,relative_sent,send,Drone1
d1_recv_d2_5578,Drone1,Drone1:16735;Drone2:16735,27889.0,relative_confirmed,receive,Drone2
d1_measure_5579,Drone1,Drone1:16736;Drone2:16735,27891.0,velocity_measured,local,
d1_send_d2_5579,Drone1,Drone1:16737;Drone2:16735,27891.2,velocity_sent,send,Drone2
d2_recv_d1_5579,Drone2,Drone1:16737;Drone2:16736,27892.0,processing,receive,Drone1
d2_compute_5579,Drone2,Drone1:16737;Drone2:16737,27892.5,relative_computed,local,
d2_send_d1_5579,Drone2,Drone1:16737;Drone2:16738,27893.0,relative_sent,send,Drone1
d1_recv_d2_5579,Drone1,Drone1:16738;Drone2:16738,27894.0,relative_confirmed,receive,Drone2
d1_measure_5580,Drone1,Drone1:16739;Drone2:16738,27896.0,velocity_measured,local,
d1_send_d2_5580,Drone1,Drone1:16740;Drone2:16738,27896.2,velocity_sent,send,Drone2
d2_recv_d1_5580,Drone2,Drone1:16740;Drone2:16739,27897.0,processing,receive,Drone1
d2_compute_5580,Drone2,Drone1:16740;Drone2:16740,27897.5,relative_computed,local,
d2_send_d1_5580,Drone2,Drone1:16740;Drone2:16741,27898.0,relative_sent,send,Drone1
d1_recv_d2_5580,Drone1,Drone1:16741;Drone2:16741,27899.0,relative_confirmed,receive,Drone2
d1_measure_5581,Drone1,Drone1:16742;Drone2:16741,27901.0,velocity_measured,local,
d1_send_d2_5581,Drone1,Drone1:16743;Drone2:16741,27901.2,velocity_sent,send,Drone2
d2_recv_d1_5581,Drone2,Drone1:16743;Drone2:16742,27902.0,processing,receive,Drone1
d2_compute_5581,Drone2,Drone1:16743;Drone2:16743,27902.5,relative_computed,local,
d2_send_d1_5581,Drone2,Drone1:16743;Drone2:16744,27903.0,relative_sent,send,Drone1
d1_recv_d2_5581,Drone1,Drone1:16744;Drone2:16744,27904.0,relative_confirmed,receive,Drone2
d1_measure_5582,Drone1,Drone1:16745;Drone2:16744,27906.0,velocity_measured,local,
d1_send_d2_5582,Drone1,Drone1:16746;Drone2:16744,27906.2,velocity_sent,send,Drone2
d2_recv_d1_5582,Drone2,Drone1:16746;Drone2:16745,27907.0,processing,receive,Drone1
d2_compute_5582,Drone2,Drone1:16746;Drone2:16746,27907.5,relative_computed,local,
d2_send_d1_5582,Drone2,Drone1:16746;Drone2:16747,27908.0,relative_sent,send,Drone1
d1_recv_d2_5582,Drone1,Drone1:16747;Drone2:16747,27909.0,relative_confirmed,receive,Drone2
d1_measure_5583,Drone1,Drone1:16748;Drone2:16747,27911.0,velocity_measured,local,
d1_send_d2_5583,Drone1,Drone1:16749;Drone2:16747,27911.2,velocity_sent,send,Drone2
d2_recv_d1_5583,Drone2,Drone1:16749;Drone2:16748,27912.0,processing,receive,Drone1
d2_compute_5583,Drone2,Drone1:16749;Drone2:16749,27912.5,relative_computed,local,
d2_send_d1_5583,Drone2,Drone1:16749;Drone2:16750,27913.0,relative_sent,send,Drone1
d1_recv_d2_5583,Drone1,Drone1:16750;Drone2:16750,27914.0,relative_confirmed,receive,Drone2
d1_measure_5584,Drone1,Drone1:16751;Drone2:16750,27916.0,velocity_measured,local,
d1_send_d2_5584,Drone1,Drone1:16752;Drone2:16750,27916.2,velocity_sent,send,Drone2
d2_recv_d1_5584,Drone2,Drone1:16752;Drone2:16751,27917.0,processing,receive,Drone1
d2_compute_5584,Drone2,Drone1:16752;Drone2:16752,27917.5,relative_computed,local,
d2_send_d1_5584,Drone2,Drone1:16752;Drone2:16753,27918.0,relative_sent,send,Drone1
d1_recv_d2_5584,Drone1,Drone1:16753;Drone2:16753,27919.0,relative_confirmed,receive,Drone2
d1_measure_5585,Drone1,Drone1:16754;Drone2:16753,27921.0,velocity_measured,local,
d1_send_d2_5585,Drone1,Drone1:16755;Drone2:16753,27921.2,velocity_sent,send,Drone2
d2_recv_d1_5585,Drone2,Drone1:16755;Drone2:16754,27922.0,processing,receive,Drone1
d2_compute_5585,Drone2,Drone1:16755;Drone2:16755,27922.5,relative_computed,local,
d2_send_d1_5585,Drone2,Drone1:16755;Drone2:16756,27923.0,relative_sent,send,Drone1
d1_recv_d2_5585,Drone1,Drone1:16756;Drone2:16756,27924.0,relative_confirmed,receive,Drone2
d1_measure_5586,Drone1,Drone1:16757;Drone2:16756,27926.0,velocity_measured,local,
d1_send_d2_5586,Drone1,Drone1:16758;Drone2:16756,27926.2,velocity_sent,send,Drone2
d2_recv_d1_5586,Drone2,Drone1:16758;Drone2:16757,27927.0,processing,receive,Drone1
d2_compute_5586,Drone2,Drone1:16758;Drone2:16758,27927.5,relative_computed,local,
d2_send_d1_5586,Drone2,Drone1:16758;Drone2:16759,27928.0,relative_sent,send,Drone1
d1_recv_d2_5586,Drone1,Drone1:16759;Drone2:16759,27929.0,relative_confirmed,receive,Drone2
d1_measure_5587,Drone1,Drone1:16760;Drone2:16759,27931.0,velocity_measured,local,
d1_send_d2_5587,Drone1,Drone1:16761;Drone2:16759,27931.2,velocity_sent,send,Drone2
d2_recv_d1_5587,Drone2,Drone1:16761;Drone2:16760,27932.0,processing,receive,Drone1
d2_compute_5587,Drone2,Drone1:16761;Drone2:16761,27932.5,relative_computed,local,
d2_send_d1_5587,Drone2,Drone1:16761;Drone2:16762,27933.0,relative_sent,send,Drone1
d1_recv_d2_5587,Drone1,Drone1:16762;Drone2:16762,27934.0,relative_confirmed,receive,Drone2
d1_measure_5588,Drone1,Drone1:16763;Drone2:16762,27936.0,velocity_measured,local,
d1_send_d2_5588,Drone1,Drone1:16764;Drone2:16762,27936.2,velocity_sent,send,Drone2
d2_recv_d1_5588,Drone2,Drone1:16764;Drone2:16763,27937.0,processing,receive,Drone1
d2_compute_5588,Drone2,Drone1:16764;Drone2:16764,27937.5,relative_computed,local,
d2_send_d1_5588,Drone2,Drone1:16764;Drone2:16765,27938.0,relative_sent,send,Drone1
d1_recv_d2_5588,Drone1,Drone1:16765;Drone2:16765,27939.0,relative_confirmed,receive,Drone2
d1_measure_5589,Drone1,Drone1:16766;Drone2:16765,27941.0,velocity_measured,local,
d1_send_d2_5589,Drone1,Drone1:16767;Drone2:16765,27941.2,velocity_sent,send,Drone2
d2_recv_d1_5589,Drone2,Drone1:16767;Drone2:16766,27942.0,processing,receive,Drone1
d2_compute_5589,Drone2,Drone1:16767;Drone2:16767,27942.5,relative_computed,local,
d2_send_d1_5589,Drone2,Drone1:16767;Drone2:16768,27943.0,relative_sent,send,Drone1
d1_recv_d2_5589,Drone1,Drone1:16768;Drone2:16768,27944.0,relative_confirmed,receive,Drone2
d1_measure_5590,Drone1,Drone1:16769;Drone2:16768,27946.0,velocity_measured,local,
d1_send_d2_5590,Drone1,Drone1:16770;Drone2:16768,27946.2,velocity_sent,send,Drone2
d2_recv_d1_5590,Drone2,Drone1:16770;Drone2:16769,27947.0,processing,receive,Drone1
d2_compute_5590,Drone2,Drone1:16770;Drone2:16770,27947.5,relative_computed,local,
d2_send_d1_5590,Drone2,Drone1:16770;Drone2:16771,27948.0,relative_sent,send,Drone1
d1_recv_d2_5590,Drone1,Drone1:16771;Drone2:16771,27949.0,relative_confirmed,receive,Drone2
d1_measure_5591,Drone1,Drone1:16772;Drone2:16771,27951.0,velocity_measured,local,
d1_send_d2_5591,Drone1,Drone1:16773;Drone2:16771,27951.2,velocity_sent,send,Drone2
d2_recv_d1_5591,Drone2,Drone1:16773;Drone2:16772,27952.0,processing,receive,Drone1
d2_compute_5591,Drone2,Drone1:16773;Drone2:16773,27952.5,relative_computed,local,
d2_send_d1_5591,Drone2,Drone1:16773;Drone2:16774,27953.0,relative_sent,send,Drone1
d1_recv_d2_5591,Drone1,Drone1:16774;Drone2:16774,27954.0,relative_confirmed,receive,Drone2
d1_measure_5592,Drone1,Drone1:16775;Drone2:16774,27956.0,velocity_measured,local,
d1_send_d2_5592,Drone1,Drone1:16776;Drone2:16774,27956.2,velocity_sent,send,Drone2
d2_recv_d1_5592,Drone2,Drone1:16776;Drone2:16775,27957.0,processing,receive,Drone1
d2_compute_5592,Drone2,Drone1:16776;Drone2:16776,27957.5,relative_computed,local,
d2_send_d1_5592,Drone2,Drone1:16776;Drone2:16777,27958.0,relative_sent,send,Drone1
d1_recv_d2_5592,Drone1,Drone1:16777;Drone2:16777,27959.0,relative_confirmed,receive,Drone2
d1_measure_5593,Drone1,Drone1:16778;Drone2:16777,27961.0,velocity_measured,local,
d1_send_d2_5593,Drone1,Drone1:16779;Drone2:16777,27961.2,velocity_sent,send,Drone2
d2_recv_d1_5593,Drone2,Drone1:16779;Drone2:16778,27962.0,processing,receive,Drone1
d2_compute_5593,Drone2,Drone1:16779;Drone2:16779,27962.5,relative_computed,local,
d2_send_d1_5593,Drone2,Drone1:16779;Drone2:16780,27963.0,relative_sent,send,Drone1
d1_recv_d2_5593,Drone1,Drone1:16780;Drone2:16780,27964.0,relative_confirmed,receive,Drone2
d1_measure_5594,Drone1,Drone1:16781;Drone2:16780,27966.0,velocity_measured,local,
d1_send_d2_5594,Drone1,Drone1:16782;Drone2:16780,27966.2,velocity_sent,send,Drone2
d2_recv_d1_5594,Drone2,Drone1:16782;Drone2:16781,27967.0,processing,receive,Drone1
d2_compute_5594,Drone2,Drone1:16782;Drone2:16782,27967.5,relative_computed,local,
d2_send_d1_5594,Drone2,Drone1:16782;Drone2:16783,27968.0,relative_sent,send,Drone1
d1_recv_d2_5594,Drone1,Drone1:16783;Drone2:16783,27969.0,relative_confirmed,receive,Drone2
d1_measure_5595,Drone1,Drone1:16784;Drone2:16783,27971.0,velocity_measured,local,
d1_send_d2_5595,Drone1,Drone1:16785;Drone2:16783,27971.2,velocity_sent,send,Drone2
d2_recv_d1_5595,Drone2,Drone1:16785;Drone2:16784,27972.0,processing,receive,Drone1
d2_compute_5595,Drone2,Drone1:16785;Drone2:16785,27972.5,relative_computed,local,
d2_send_d1_5595,Drone2,Drone1:16785;Drone2:16786,27973.0,relative_sent,send,Drone1
d1_recv_d2_5595,Drone1,Drone1:16786;Drone2:16786,27974.0,relative_confirmed,receive,Drone2
d1_measure_5596,Drone1,Drone1:16787;Drone2:16786,27976.0,velocity_measured,local,
d1_send_d2_5596,Drone1,Drone1:16788;Drone2:16786,27976.2,velocity_sent,send,Drone2
d2_recv_d1_5596,Drone2,Drone1:16788;Drone2:16787,27977.0,processing,receive,Drone1
d2_compute_5596,Drone2,Drone1:16788;Drone2:16788,27977.5,relative_computed,local,
d2_send_d1_5596,Drone2,Drone1:16788;Drone2:16789,27978.0,relative_sent,send,Drone1
d1_recv_d2_5596,Drone1,Drone1:16789;Drone2:16789,27979.0,relative_confirmed,receive,Drone2
d1_measure_5597,Drone1,Drone1:16790;Drone2:16789,27981.0,velocity_measured,local,
d1_send_d2_5597,Drone1,Drone1:16791;Drone2:16789,27981.2,velocity_sent,send,Drone2
d2_recv_d1_5597,Drone2,Drone1:16791;Drone2:16790,27982.0,processing,receive,Drone1
d2_compute_5597,Drone2,Drone1:16791;Drone2:16791,27982.5,relative_computed,local,
d2_send_d1_5597,Drone2,Drone1:16791;Drone2:16792,27983.0,relative_sent,send,Drone1
d1_recv_d2_5597,Drone1,Drone1:16792;Drone2:16792,27984.0,relative_confirmed,receive,Drone2
d1_measure_5598,Drone1,Drone1:16793;Drone2:16792,27986.0,velocity_measured,local,
d1_send_d2_5598,Drone1,Drone1:16794;Drone2:16792,27986.2,velocity_sent,send,Drone2
d2_recv_d1_5598,Drone2,Drone1:16794;Drone2:16793,27987.0,processing,receive,Drone1
d2_compute_5598,Drone2,Drone1:16794;Drone2:16794,27987.5,relative_computed,local,
d2_send_d1_5598,Drone2,Drone1:16794;Drone2:16795,27988.0,relative_sent,send,Drone1
d1_recv_d2_5598,Drone1,Drone1:16795;Drone2:16795,27989.0,relative_confirmed,receive,Drone2
d1_measure_5599,Drone1,Drone1:16796;Drone2:16795,27991.0,velocity_measured,local,
d1_send_d2_5599,Drone1,Drone1:16797;Drone2:16795,27991.2,velocity_sent,send,Drone2
d2_recv_d1_5599,Drone2,Drone1:16797;Drone2:16796,27992.0,processing,receive,Drone1
d2_compute_5599,Drone2,Drone1:16797;Drone2:16797,27992.5,relative_computed,local,
d2_send_d1_5599,Drone2,Drone1:16797;Drone2:16798,27993.0,relative_sent,send,Drone1
d1_recv_d2_5599,Drone1,Drone1:16798;Drone2:16798,27994.0,relative_confirmed,receive,Drone2
d1_measure_5600,Drone1,Drone1:16799;Drone2:16798,27996.0,velocity_measured,local,
d1_send_d2_5600,Drone1,Drone1:16800;Drone2:16798,27996.2,velocity_sent,send,Drone2
d2_recv_d1_5600,Drone2,Drone1:16800;Drone2:16799,27997.0,processing,receive,Drone1
d2_compute_5600,Drone2,Drone1:16800;Drone2:16800,27997.5,relative_computed,local,
d2_send_d1_5600,Drone2,Drone1:16800;Drone2:16801,27998.0,relative_sent,send,Drone1
d1_recv_d2_5600,Drone1,Drone1:16801;Drone2:16801,27999.0,relative_confirmed,receive,Drone2
d1_measure_5601,Drone1,Drone1:16802;Drone2:16801,28001.0,velocity_measured,local,
d1_send_d2_5601,Drone1,Drone1:16803;Drone2:16801,28001.2,velocity_sent,send,Drone2
d2_recv_d1_5601,Drone2,Drone1:16803;Drone2:16802,28002.0,processing,receive,Drone1
d2_compute_5601,Drone2,Drone1:16803;Drone2:16803,28002.5,relative_computed,local,
d2_send_d1_5601,Drone2,Drone1:16803;Drone2:16804,28003.0,relative_sent,send,Drone1
d1_recv_d2_5601,Drone1,Drone1:16804;Drone2:16804,28004.0,relative_confirmed,receive,Drone2
d1_measure_5602,Drone1,Drone1:16805;Drone2:16804,28006.0,velocity_measured,local,
d1_send_d2_5602,Drone1,Drone1:16806;Drone2:16804,28006.2,velocity_sent,send,Drone2
d2_recv_d1_5602,Drone2,Drone1:16806;Drone2:16805,28007.0,processing,receive,Drone1
d2_compute_5602,Drone2,Drone1:16806;Drone2:16806,28007.5,relative_computed,local,
d2_send_d1_5602,Drone2,Drone1:16806;Drone2:16807,28008.0,relative_sent,send,Drone1
d1_recv_d2_5602,Drone1,Drone1:16807;Drone2:16807,28009.0,relative_confirmed,receive,Drone2
d1_measure_5603,Drone1,Drone1:16808;Drone2:16807,28011.0,velocity_measured,local,
d1_send_d2_5603,Drone1,Drone1:16809;Drone2:16807,28011.2,velocity_sent,send,Drone2
d2_recv_d1_5603,Drone2,Drone1:16809;Drone2:16808,28012.0,processing,receive,Drone1
d2_compute_5603,Drone2,Drone1:16809;Drone2:16809,28012.5,relative_computed,local,
d2_send_d1_5603,Drone2,Drone1:16809;Drone2:16810,28013.0,relative_sent,send,Drone1
d1_recv_d2_5603,Drone1,Drone1:16810;Drone2:16810,28014.0,relative_confirmed,receive,Drone2
d1_measure_5604,Drone1,Drone1:16811;Drone2:16810,28016.0,velocity_measured,local,
d1_send_d2_5604,Drone1,Drone1:16812;Drone2:16810,28016.2,velocity_sent,send,Drone2
d2_recv_d1_5604,Drone2,Drone1:16812;Drone2:16811,28017.0,processing,receive,Drone1
d2_compute_5604,Drone2,Drone1:16812;Drone2:16812,28017.5,relative_computed,local,
d2_send_d1_5604,Drone2,Drone1:16812;Drone2:16813,28018.0,relative_sent,send,Drone1
d1_recv_d2_5604,Drone1,Drone1:16813;Drone2:16813,28019.0,relative_confirmed,receive,Drone2
d1_measure_5605,Drone1,Drone1:16814;Drone2:16813,28021.0,velocity_measured,local,
d1_send_d2_5605,Drone1,Drone1:16815;Drone2:16813,28021.2,velocity_sent,send,Drone2
d2_recv_d1_5605,Drone2,Drone1:16815;Drone2:16814,28022.0,processing,receive,Drone1
d2_compute_5605,Drone2,Drone1:16815;Drone2:16815,28022.5,relative_computed,local,
d2_send_d1_5605,Drone2,Drone1:16815;Drone2:16816,28023.0,relative_sent,send,Drone1
d1_recv_d2_5605,Drone1,Drone1:16816;Drone2:16816,28024.0,relative_confirmed,receive,Drone2
d1_measure_5606,Drone1,Drone1:16817;Drone2:16816,28026.0,velocity_measured,local,
d1_send_d2_5606,Drone1,Drone1:16818;Drone2:16816,28026.2,velocity_sent,send,Drone2
d2_recv_d1_5606,Drone2,Drone1:16818;Drone2:16817,28027.0,processing,receive,Drone1
d2_compute_5606,Drone2,Drone1:16818;Drone2:16818,28027.5,relative_computed,local,
d2_send_d1_5606,Drone2,Drone1:16818;Drone2:16819,28028.0,relative_sent,send,Drone1
d1_recv_d2_5606,Drone1,Drone1:16819;Drone2:16819,28029.0,relative_confirmed,receive,Drone2
d1_measure_5607,Drone1,Drone1:16820;Drone2:16819,28031.0,velocity_measured,local,
d1_send_d2_5607,Drone1,Drone1:16821;Drone2:16819,28031.2,velocity_sent,send,Drone2
d2_recv_d1_5607,Drone2,Drone1:16821;Drone2:16820,28032.0,processing,receive,Drone1
d2_compute_5607,Drone2,Drone1:16821;Drone2:16821,28032.5,relative_computed,local,
d2_send_d1_5607,Drone2,Drone1:16821;Drone2:16822,28033.0,relative_sent,send,Drone1
d1_recv_d2_5607,Drone1,Drone1:16822;Drone2:16822,28034.0,relative_confirmed,receive,Drone2
d1_measure_5608,Drone1,Drone1:16823;Drone2:16822,28036.0,velocity_measured,local,
d1_send_d2_5608,Drone1,Drone1:16824;Drone2:16822,28036.2,velocity_sent,send,Drone2
d2_recv_d1_5608,Drone2,Drone1:16824;Drone2:16823,28037.0,processing,receive,Drone1
d2_compute_5608,Drone2,Drone1:16824;Drone2:16824,28037.5,relative_computed,local,
d2_send_d1_5608,Drone2,Drone1:16824;Drone2:16825,28038.0,relative_sent,send,Drone1
d1_recv_d2_5608,Drone1,Drone1:16825;Drone2:16825,28039.0,relative_confirmed,receive,Drone2
d1_measure_5609,Drone1,Drone1:16826;Drone2:16825,28041.0,velocity_measured,local,
d1_send_d2_5609,Drone1,Drone1:16827;Drone2:16825,28041.2,velocity_sent,send,Drone2
d2_recv_d1_5609,Drone2,Drone1:16827;Drone2:16826,28042.0,processing,receive,Drone1
d2_compute_5609,Drone2,Drone1:16827;Drone2:16827,28042.5,relative_computed,local,
d2_send_d1_5609,Drone2,Drone1:16827;Drone2:16828,28043.0,relative_sent,send,Drone1
d1_recv_d2_5609,Drone1,Drone1:16828;Drone2:16828,28044.0,relative_confirmed,receive,Drone2
d1_measure_5610,Drone1,Drone1:16829;Drone2:16828,28046.0,velocity_measured,local,
d1_send_d2_5610,Drone1,Drone1:16830;Drone2:16828,28046.2,velocity_sent,send,Drone2
d2_recv_d1_5610,Drone2,Drone1:16830;Drone2:16829,28047.0,processing,receive,Drone1
d2_compute_5610,Drone2,Drone1:16830;Drone2:16830,28047.5,relative_computed,local,
d2_send_d1_5610,Drone2,Drone1:16830;Drone2:16831,28048.0,relative_sent,send,Drone1
d1_recv_d2_5610,Drone1,Drone1:16831;Drone2:16831,28049.0,relative_confirmed,receive,Drone2
d1_measure_5611,Drone1,Drone1:16832;Drone2:16831,28051.0,velocity_measured,local,
d1_send_d2_5611,Drone1,Drone1:16833;Drone2:16831,28051.2,velocity_sent,send,Drone2
d2_recv_d1_5611,Drone2,Drone1:16833;Drone2:16832,28052.0,processing,receive,Drone1
d2_compute_5611,Drone2,Drone1:16833;Drone2:16833,28052.5,relative_computed,local,
d2_send_d1_5611,Drone2,Drone1:16833;Drone2:16834,28053.0,relative_sent,send,Drone1
d1_recv_d2_5611,Drone1,Drone1:16834;Drone2:16834,28054.0,relative_confirmed,receive,Drone2
d1_measure_5612,Drone1,Drone1:16835;Drone2:16834,28056.0,velocity_measured,local,
d1_send_d2_5612,Drone1,Drone1:16836;Drone2:16834,28056.2,velocity_sent,send,Drone2
d2_recv_d1_5612,Drone2,Drone1:16836;Drone2:16835,28057.0,processing,receive,Drone1
d2_compute_5612,Drone2,Drone1:16836;Drone2:16836,28057.5,relative_computed,local,
d2_send_d1_5612,Drone2,Drone1:16836;Drone2:16837,28058.0,relative_sent,send,Drone1
d1_recv_d2_5612,Drone1,Drone1:16837;Drone2:16837,28059.0,relative_confirmed,receive,Drone2
d1_measure_5613,Drone1,Drone1:16838;Drone2:16837,28061.0,velocity_measured,local,
d1_send_d2_5613,Drone1,Drone1:16839;Drone2:16837,28061.2,velocity_sent,send,Drone2
d2_recv_d1_5613,Drone2,Drone1:16839;Drone2:16838,28062.0,processing,receive,Drone1
d2_compute_5613,Drone2,Drone1:16839;Drone2:16839,28062.5,relative_computed,local,
d2_send_d1_5613,Drone2,Drone1:16839;Drone2:16840,28063.0,relative_sent,send,Drone1
d1_recv_d2_5613,Drone1,Drone1:16840;Drone2:16840,28064.0,relative_confirmed,receive,Drone2
d1_measure_5614,Drone1,Drone1:16841;Drone2:16840,28066.0,velocity_measured,local,
d1_send_d2_5614,Drone1,Drone1:16842;Drone2:16840,28066.2,velocity_sent,send,Drone2
d2_recv_d1_5614,Drone2,Drone1:16842;Drone2:16841,28067.0,processing,receive,Drone1
d2_compute_5614,Drone2,Drone1:16842;Drone2:16842,28067.5,relative_computed,local,
d2_send_d1_5614,Drone2,Drone1:16842;Drone2:16843,28068.0,relative_sent,send,Drone1
d1_recv_d2_5614,Drone1,Drone1:16843;Drone2:16843,28069.0,relative_confirmed,receive,Drone2
d1_measure_5615,Drone1,Drone1:16844;Drone2:16843,28071.0,velocity_measured,local,
d1_send_d2_5615,Drone1,Drone1:16845;Drone2:16843,28071.2,velocity_sent,send,Drone2
d2_recv_d1_5615,Drone2,Drone1:16845;Drone2:16844,28072.0,processing,receive,Drone1
d2_compute_5615,Drone2,Drone1:16845;Drone2:16845,28072.5,relative_computed,local,
d2_send_d1_5615,Drone2,Drone1:16845;Drone2:16846,28073.0,relative_sent,send,Drone1
d1_recv_d2_5615,Drone1,Drone1:16846;Drone2:16846,28074.0,relative_confirmed,receive,Drone2
d1_measure_5616,Drone1,Drone1:16847;Drone2:16846,28076.0,velocity_measured,local,
d1_send_d2_5616,Drone1,Drone1:16848;Drone2:16846,28076.2,velocity_sent,send,Drone2
d2_recv_d1_5616,Drone2,Drone1:16848;Drone2:16847,28077.0,processing,receive,Drone1
d2_compute_5616,Drone2,Drone1:16848;Drone2:16848,28077.5,relative_computed,local,
d2_send_d1_5616,Drone2,Drone1:16848;Drone2:16849,28078.0,relative_sent,send,Drone1
d1_recv_d2_5616,Drone1,Drone1:16849;Drone2:16849,28079.0,relative_confirmed,receive,Drone2
d1_measure_5617,Drone1,Drone1:16850;Drone2:16849,28081.0,velocity_measured,local,
d1_send_d2_5617,Drone1,Drone1:16851;Drone2:16849,28081.2,velocity_sent,send,Drone2
d2_recv_d1_5617,Drone2,Drone1:16851;Drone2:16850,28082.0,processing,receive,Drone1
d2_compute_5617,Drone2,Drone1:16851;Drone2:16851,28082.5,relative_computed,local,
d2_send_d1_5617,Drone2,Drone1:16851;Drone2:16852,28083.0,relative_sent,send,Drone1
d1_recv_d2_5617,Drone1,Drone1:16852;Drone2:16852,28084.0,relative_confirmed,receive,Drone2
d1_measure_5618,Drone1,Drone1:16853;Drone2:16852,28086.0,velocity_measured,local,
d1_send_d2_5618,Drone1,Drone1:16854;Drone2:16852,28086.2,velocity_sent,send,Drone2
d2_recv_d1_5618,Drone2,Drone1:16854;Drone2:16853,28087.0,processing,receive,Drone1
d2_compute_5618,Drone2,Drone1:16854;Drone2:16854,28087.5,relative_computed,local,
d2_send_d1_5618,Drone2,Drone1:16854;Drone2:16855,28088.0,relative_sent,send,Drone1
d1_recv_d2_5618,Drone1,Drone1:16855;Drone2:16855,28089.0,relative_confirmed,receive,Drone2
d1_measure_5619,Drone1,Drone1:16856;Drone2:16855,28091.0,velocity_measured,local,
d1_send_d2_5619,Drone1,Drone1:16857;Drone2:16855,28091.2,velocity_sent,send,Drone2
d2_recv_d1_5619,Drone2,Drone1:16857;Drone2:16856,28092.0,processing,receive,Drone1
d2_compute_5619,Drone2,Drone1:16857;Drone2:16857,28092.5,relative_computed,local,
d2_send_d1_5619,Drone2,Drone1:16857;Drone2:16858,28093.0,relative_sent,send,Drone1
d1_recv_d2_5619,Drone1,Drone1:16858;Drone2:16858,28094.0,relative_confirmed,receive,Drone2
d1_measure_5620,Drone1,Drone1:16859;Drone2:16858,28096.0,velocity_measured,local,
d1_send_d2_5620,Drone1,Drone1:16860;Drone2:16858,28096.2,velocity_sent,send,Drone2
d2_recv_d1_5620,Drone2,Drone1:16860;Drone2:16859,28097.0,processing,receive,Drone1
d2_compute_5620,Drone2,Drone1:16860;Drone2:16860,28097.5,relative_computed,local,
d2_send_d1_5620,Drone2,Drone1:16860;Drone2:16861,28098.0,relative_sent,send,Drone1
d1_recv_d2_5620,Drone1,Drone1:16861;Drone2:16861,28099.0,relative_confirmed,receive,Drone2
d1_measure_5621,Drone1,Drone1:16862;Drone2:16861,28101.0,velocity_measured,local,
d1_send_d2_5621,Drone1,Drone1:16863;Drone2:16861,28101.2,velocity_sent,send,Drone2
d2_recv_d1_5621,Drone2,Drone1:16863;Drone2:16862,28102.0,processing,receive,Drone1
d2_compute_5621,Drone2,Drone1:16863;Drone2:16863,28102.5,relative_computed,local,
d2_send_d1_5621,Drone2,Drone1:16863;Drone2:16864,28103.0,relative_sent,send,Drone1
d1_recv_d2_5621,Drone1,Drone1:16864;Drone2:16864,28104.0,relative_confirmed,receive,Drone2
d1_measure_5622,Drone1,Drone1:16865;Drone2:16864,28106.0,velocity_measured,local,
d1_send_d2_5622,Drone1,Drone1:16866;Drone2:16864,28106.2,velocity_sent,send,Drone2
d2_recv_d1_5622,Drone2,Drone1:16866;Drone2:16865,28107.0,processing,receive,Drone1
d2_compute_5622,Drone2,Drone1:16866;Drone2:16866,28107.5,relative_computed,local,
d2_send_d1_5622,Drone2,Drone1:16866;Drone2:16867,28108.0,relative_sent,send,Drone1
d1_recv_d2_5622,Drone1,Drone1:16867;Drone2:16867,28109.0,relative_confirmed,receive,Drone2
d1_measure_5623,Drone1,Drone1:16868;Drone2:16867,28111.0,velocity_measured,local,
d1_send_d2_5623,Drone1,Drone1:16869;Drone2:16867,28111.2,velocity_sent,send,Drone2
d2_recv_d1_5623,Drone2,Drone1:16869;Drone2:16868,28112.0,processing,receive,Drone1
d2_compute_5623,Drone2,Drone1:16869;Drone2:16869,28112.5,relative_computed,local,
d2_send_d1_5623,Drone2,Drone1:16869;Drone2:16870,28113.0,relative_sent,send,Drone1
d1_recv_d2_5623,Drone1,Drone1:16870;Drone2:16870,28114.0,relative_confirmed,receive,Drone2
d1_measure_5624,Drone1,Drone1:16871;Drone2:16870,28116.0,velocity_measured,local,
