# Generated drone relative-velocity trace
# total_events: 1000
# drone_count: 2
# system_processes: Drone1|Drone2
eid,processes,vc,timestamp,props,event_type,msg_partner
d1_init,Drone1,Drone1:1;Drone2:0,0.0,stable,local,
d1_measure_52,Drone1,Drone1:155;Drone2:154,256.0,velocity_measured,local,
d1_send_d2_52,Drone1,Drone1:156;Drone2:154,256.2,velocity_sent,send,Drone2
d2_recv_d1_52,Drone2,Drone1:156;Drone2:155,257.0,processing,receive,Drone1
d2_compute_52,Drone2,Drone1:156;Drone2:156,257.5,relative_computed,local,
d2_send_d1_52,Drone2,Drone1:156;Drone2:157,258.0,relative_sent,send,Drone1
d1_recv_d2_52,Drone1,Drone1:157;Drone2:157,259.0,relative_confirmed,receive,Drone2
d1_measure_53,Drone1,Drone1:158;Drone2:157,261.0,velocity_measured,local,
d1_send_d2_53,Drone1,Drone1:159;Drone2:157,261.2,velocity_sent,send,Drone2
d2_recv_d1_53,Drone2,Drone1:159;Drone2:158,262.0,processing,receive,Drone1
d2_compute_53,Drone2,Drone1:159;Drone2:159,262.5,relative_computed,local,
d2_send_d1_53,Drone2,Drone1:159;Drone2:160,263.0,relative_sent,send,Drone1
d1_recv_d2_53,Drone1,Drone1:160;Drone2:160,264.0,relative_confirmed,receive,Drone2
d1_measure_54,Drone1,Drone1:161;Drone2:160,266.0,velocity_measured,local,
d1_send_d2_54,Drone1,Drone1:162;Drone2:160,266.2,velocity_sent,send,Drone2
d2_recv_d1_54,Drone2,Drone1:162;Drone2:161,267.0,processing,receive,Drone1
d2_compute_54,Drone2,Drone1:162;Drone2:162,267.5,relative_computed,local,
d2_send_d1_54,Drone2,Drone1:162;Drone2:163,268.0,relative_sent,send,Drone1
d1_recv_d2_54,Drone1,Drone1:163;Drone2:163,269.0,relative_confirmed,receive,Drone2
d1_measure_55,Drone1,Drone1:164;Drone2:163,271.0,velocity_measured,local,
d1_send_d2_55,Drone1,Drone1:165;Drone2:163,271.2,velocity_sent,send,Drone2
d2_recv_d1_55,Drone2,Drone1:165;Drone2:164,272.0,processing,receive,Drone1
d2_compute_55,Drone2,Drone1:165;Drone2:165,272.5,relative_computed,local,
d2_send_d1_55,Drone2,Drone1:165;Drone2:166,273.0,relative_sent,send,Drone1
d1_recv_d2_55,Drone1,Drone1:166;Drone2:166,274.0,relative_confirmed,receive,Drone2
d1_measure_56,Drone1,Drone1:167;Drone2:166,276.0,velocity_measured,local,
d1_send_d2_56,Drone1,Drone1:168;Drone2:166,276.2,velocity_sent,send,Drone2
d2_recv_d1_56,Drone2,Drone1:168;Drone2:167,277.0,processing,receive,Drone1
d2_compute_56,Drone2,Drone1:168;Drone2:168,277.5,relative_computed,local,
d2_send_d1_56,Drone2,Drone1:168;Drone2:169,278.0,relative_sent,send,Drone1
d1_recv_d2_56,Drone1,Drone1:169;Drone2:169,279.0,relative_confirmed,receive,Drone2
d1_measure_57,Drone1,Drone1:170;Drone2:169,281.0,velocity_measured,local,
d1_send_d2_57,Drone1,Drone1:171;Drone2:169,281.2,velocity_sent,send,Drone2
d2_recv_d1_57,Drone2,Drone1:171;Drone2:170,282.0,processing,receive,Drone1
d2_compute_57,Drone2,Drone1:171;Drone2:171,282.5,relative_computed,local,
d2_send_d1_57,Drone2,Drone1:171;Drone2:172,283.0,relative_sent,send,Drone1
d1_recv_d2_57,Drone1,Drone1:172;Drone2:172,284.0,relative_confirmed,receive,Drone2
d1_measure_58,Drone1,Drone1:173;Drone2:172,286.0,velocity_measured,local,
d1_send_d2_58,Drone1,Drone1:174;Drone2:172,286.2,velocity_sent,send,Drone2
d2_recv_d1_58,Drone2,Drone1:174;Drone2:173,287.0,processing,receive,Drone1
d2_compute_58,Drone2,Drone1:174;Drone2:174,287.5,relative_computed,local,
d2_send_d1_58,Drone2,Drone1:174;Drone2:175,288.0,relative_sent,send,Drone1
d1_recv_d2_58,Drone1,Drone1:175;Drone2:175,289.0,relative_confirmed,receive,Drone2
d1_measure_59,Drone1,Drone1:176;Drone2:175,291.0,velocity_measured,local,
d1_send_d2_59,Drone1,Drone1:177;Drone2:175,291.2,velocity_sent,send,Drone2
d2_recv_d1_59,Drone2,Drone1:177;Drone2:176,292.0,processing,receive,Drone1
d2_compute_59,Drone2,Drone1:177;Drone2:177,292.5,relative_computed,local,
d2_send_d1_59,Drone2,Drone1:177;Drone2:178,293.0,relative_sent,send,Drone1
d1_recv_d2_59,Drone1,Drone1:178;Drone2:178,294.0,relative_confirmed,receive,Drone2
d1_measure_60,Drone1,Drone1:179;Drone2:178,296.0,velocity_measured,local,
d1_send_d2_60,Drone1,Drone1:180;Drone2:178,296.2,velocity_sent,send,Drone2
d2_recv_d1_60,Drone2,Drone1:180;Drone2:179,297.0,processing,receive,Drone1
d2_compute_60,Drone2,Drone1:180;Drone2:180,297.5,relative_computed,local,
d2_send_d1_60,Drone2,Drone1:180;Drone2:181,298.0,relative_sent,send,Drone1
d1_recv_d2_60,Drone1,Drone1:181;Drone2:181,299.0,relative_confirmed,receive,Drone2
d1_measure_61,Drone1,Drone1:182;Drone2:181,301.0,velocity_measured,local,
d1_send_d2_61,Drone1,Drone1:183;Drone2:181,301.2,velocity_sent,send,Drone2
d2_recv_d1_61,Drone2,Drone1:183;Drone2:182,302.0,processing,receive,Drone1
d2_compute_61,Drone2,Drone1:183;Drone2:183,302.5,relative_computed,local,
d2_send_d1_61,Drone2,Drone1:183;Drone2:184,303.0,relative_sent,send,Drone1
d1_recv_d2_61,Drone1,Drone1:184;Drone2:184,304.0,relative_confirmed,receive,Drone2
d1_measure_62,Drone1,Drone1:185;Drone2:184,306.0,velocity_measured,local,
d1_send_d2_62,Drone1,Drone1:186;Drone2:184,306.2,velocity_sent,send,Drone2
d2_recv_d1_62,Drone2,Drone1:186;Drone2:185,307.0,processing,receive,Drone1
d2_compute_62,Drone2,Drone1:186;Drone2:186,307.5,relative_computed,local,
d2_send_d1_62,Drone2,Drone1:186;Drone2:187,308.0,relative_sent,send,Drone1
d1_recv_d2_62,Drone1,Drone1:187;Drone2:187,309.0,relative_confirmed,receive,Drone2
d1_measure_63,Drone1,Drone1:188;Drone2:187,311.0,velocity_measured,local,
d1_send_d2_63,Drone1,Drone1:189;Drone2:187,311.2,velocity_sent,send,Drone2
d2_recv_d1_63,Drone2,Drone1:189;Drone2:188,312.0,processing,receive,Drone1
d2_compute_63,Drone2,Drone1:189;Drone2:189,312.5,relative_computed,local,
d2_send_d1_63,Drone2,Drone1:189;Drone2:190,313.0,relative_sent,send,Drone1
d1_recv_d2_63,Drone1,Drone1:190;Drone2:190,314.0,relative_confirmed,receive,Drone2
d1_measure_64,Drone1,Drone1:191;Drone2:190,316.0,velocity_measured,local,
d1_send_d2_64,Drone1,Drone1:192;Drone2:190,316.2,velocity_sent,send,Drone2
d2_recv_d1_64,Drone2,Drone1:192;Drone2:191,317.0,processing,receive,Drone1
d2_compute_64,Drone2,Drone1:192;Drone2:192,317.5,relative_computed,local,
d2_send_d1_64,Drone2,Drone1:192;Drone2:193,318.0,relative_sent,send,Drone1
d1_recv_d2_64,Drone1,Drone1:193;Drone2:193,319.0,relative_confirmed,receive,Drone2
d1_measure_65,Drone1,Drone1:194;Drone2:193,321.0,velocity_measured,local,
d1_send_d2_65,Drone1,Drone1:195;Drone2:193,321.2,velocity_sent,send,Drone2
d2_recv_d1_65,Drone2,Drone1:195;Drone2:194,322.0,processing,receive,Drone1
d2_compute_65,Drone2,Drone1:195;Drone2:195,322.5,relative_computed,local,
d2_send_d1_65,Drone2,Drone1:195;Drone2:196,323.0,relative_sent,send,Drone1
d1_recv_d2_65,Drone1,Drone1:196;Drone2:196,324.0,relative_confirmed,receive,Drone2
d1_measure_66,Drone1,Drone1:197;Drone2:196,326.0,velocity_measured,local,
d1_send_d2_66,Drone1,Drone1:198;Drone2:196,326.2,velocity_sent,send,Drone2
d2_recv_d1_66,Drone2,Drone1:198;Drone2:197,327.0,processing,receive,Drone1
d2_compute_66,Drone2,Drone1:198;Drone2:198,327.5,relative_computed,local,
d2_send_d1_66,Drone2,Drone1:198;Drone2:199,328.0,relative_sent,send,Drone1
d1_recv_d2_66,Drone1,Drone1:199;Drone2:199,329.0,relative_confirmed,receive,Drone2
d1_measure_67,Drone1,Drone1:200;Drone2:199,331.0,velocity_measured,local,
d1_send_d2_67,Drone1,Drone1:201;Drone2:199,331.2,velocity_sent,send,Drone2
d2_recv_d1_67,Drone2,Drone1:201;Drone2:200,332.0,processing,receive,Drone1
d2_compute_67,Drone2,Drone1:201;Drone2:201,332.5,relative_computed,local,
d2_send_d1_67,Drone2,Drone1:201;Drone2:202,333.0,relative_sent,send,Drone1
d1_recv_d2_67,Drone1,Drone1:202;Drone2:202,334.0,relative_confirmed,receive,Drone2
d1_measure_68,Drone1,Drone1:203;Drone2:202,336.0,velocity_measured,local,
d1_send_d2_68,Drone1,Drone1:204;Drone2:202,336.2,velocity_sent,send,Drone2
d2_recv_d1_68,Drone2,Drone1:204;Drone2:203,337.0,processing,receive,Drone1
d2_compute_68,Drone2,Drone1:204;Drone2:204,337.5,relative_computed,local,
d2_send_d1_68,Drone2,Drone1:204;Drone2:205,338.0,relative_sent,send,Drone1
d1_recv_d2_68,Drone1,Drone1:205;Drone2:205,339.0,relative_confirmed,receive,Drone2
d1_measure_69,Drone1,Drone1:206;Drone2:205,341.0,velocity_measured,local,
d1_send_d2_69,Drone1,Drone1:207;Drone2:205,341.2,velocity_sent,send,Drone2
d2_recv_d1_69,Drone2,Drone1:207;Drone2:206,342.0,processing,receive,Drone1
d2_compute_69,Drone2,Drone1:207;Drone2:207,342.5,relative_computed,local,
d2_send_d1_69,Drone2,Drone1:207;Drone2:208,343.0,relative_sent,send,Drone1
d1_recv_d2_69,Drone1,Drone1:208;Drone2:208,344.0,relative_confirmed,receive,Drone2
d1_measure_70,Drone1,Drone1:209;Drone2:208,346.0,velocity_measured,local,
d1_send_d2_70,Drone1,Drone1:210;Drone2:208,346.2,velocity_sent,send,Drone2
d2_recv_d1_70,Drone2,Drone1:210;Drone2:209,347.0,processing,receive,Drone1
d2_compute_70,Drone2,Drone1:210;Drone2:210,347.5,relative_computed,local,
d2_send_d1_70,Drone2,Drone1:210;Drone2:211,348.0,relative_sent,send,Drone1
d1_recv_d2_70,Drone1,Drone1:211;Drone2:211,349.0,relative_confirmed,receive,Drone2
d1_measure_71,Drone1,Drone1:212;Drone2:211,351.0,velocity_measured,local,
d1_send_d2_71,Drone1,Drone1:213;Drone2:211,351.2,velocity_sent,send,Drone2
d2_recv_d1_71,Drone2,Drone1:213;Drone2:212,352.0,processing,receive,Drone1
d2_compute_71,Drone2,Drone1:213;Drone2:213,352.5,relative_computed,local,
d2_send_d1_71,Drone2,Drone1:213;Drone2:214,353.0,relative_sent,send,Drone1
d1_recv_d2_71,Drone1,Drone1:214;Drone2:214,354.0,relative_confirmed,receive,Drone2
d1_measure_72,Drone1,Drone1:215;Drone2:214,356.0,velocity_measured,local,
d1_send_d2_72,Drone1,Drone1:216;Drone2:214,356.2,velocity_sent,send,Drone2
d2_recv_d1_72,Drone2,Drone1:216;Drone2:215,357.0,processing,receive,Drone1
d2_compute_72,Drone2,Drone1:216;Drone2:216,357.5,relative_computed,local,
d2_send_d1_72,Drone2,Drone1:216;Drone2:217,358.0,relative_sent,send,Drone1
d1_recv_d2_72,Drone1,Drone1:217;Drone2:217,359.0,relative_confirmed,receive,Drone2
d1_measure_73,Drone1,Drone1:218;Drone2:217,361.0,velocity_measured,local,
d1_send_d2_73,Drone1,Drone1:219;Drone2:217,361.2,velocity_sent,send,Drone2
d2_recv_d1_73,Drone2,Drone1:219;Drone2:218,362.0,processing,receive,Drone1
d2_compute_73,Drone2,Drone1:219;Drone2:219,362.5,relative_computed,local,
d2_send_d1_73,Drone2,Drone1:219;Drone2:220,363.0,relative_sent,send,Drone1
d1_recv_d2_73,Drone1,Drone1:220;Drone2:220,364.0,relative_confirmed,receive,Drone2
d1_measure_74,Drone1,Drone1:221;Drone2:220,366.0,velocity_measured,local,
d1_send_d2_74,Drone1,Drone1:222;Drone2:220,366.2,velocity_sent,send,Drone2
d2_recv_d1_74,Drone2,Drone1:222;Drone2:221,367.0,processing,receive,Drone1
d2_compute_74,Drone2,Drone1:222;Drone2:222,367.5,relative_computed,local,
d2_send_d1_74,Drone2,Drone1:222;Drone2:223,368.0,relative_sent,send,Drone1
d1_recv_d2_74,Drone1,Drone1:223;Drone2:223,369.0,relative_confirmed,receive,Drone2
d1_measure_75,Drone1,Drone1:224;Drone2:223,371.0,velocity_measured,local,
d1_send_d2_75,Drone1,Drone1:225;Drone2:223,371.2,velocity_sent,send,Drone2
d2_recv_d1_75,Drone2,Drone1:225;Drone2:224,372.0,processing,receive,Drone1
d2_compute_75,Drone2,Drone1:225;Drone2:225,372.5,relative_computed,local,
d2_send_d1_75,Drone2,Drone1:225;Drone2:226,373.0,relative_sent,send,Drone1
d1_recv_d2_75,Drone1,Drone1:226;Drone2:226,374.0,relative_confirmed,receive,Drone2
d1_measure_76,Drone1,Drone1:227;Drone2:226,376.0,velocity_measured,local,
d1_send_d2_76,Drone1,Drone1:228;Drone2:226,376.2,velocity_sent,send,Drone2
d2_recv_d1_76,Drone2,Drone1:228;Drone2:227,377.0,processing,receive,Drone1
d2_compute_76,Drone2,Drone1:228;Drone2:228,377.5,relative_computed,local,
d2_send_d1_76,Drone2,Drone1:228;Drone2:229,378.0,relative_sent,send,Drone1
d1_recv_d2_76,Drone1,Drone1:229;Drone2:229,379.0,relative_confirmed,receive,Drone2
d1_measure_77,Drone1,Drone1:230;Drone2:229,381.0,velocity_measured,local,
d1_send_d2_77,Drone1,Drone1:231;Drone2:229,381.2,velocity_sent,send,Drone2
d2_recv_d1_77,Drone2,Drone1:231;Drone2:230,382.0,processing,receive,Drone1
d2_compute_77,Drone2,Drone1:231;Drone2:231,382.5,relative_computed,local,
d2_send_d1_77,Drone2,Drone1:231;Drone2:232,383.0,relative_sent,send,Drone1
d1_recv_d2_77,Drone1,Drone1:232;Drone2:232,384.0,relative_confirmed,receive,Drone2
d1_measure_78,Drone1,Drone1:233;Drone2:232,386.0,velocity_measured,local,
d1_send_d2_78,Drone1,Drone1:234;Drone2:232,386.2,velocity_sent,send,Drone2
d2_recv_d1_78,Drone2,Drone1:234;Drone2:233,387.0,processing,receive,Drone1
d2_compute_78,Drone2,Drone1:234;Drone2:234,387.5,relative_computed,local,
d2_send_d1_78,Drone2,Drone1:234;Drone2:235,388.0,relative_sent,send,Drone1
d1_recv_d2_78,Drone1,Drone1:235;Drone2:235,389.0,relative_confirmed,receive,Drone2
d1_measure_79,Drone1,Drone1:236;Drone2:235,391.0,velocity_measured,local,
d1_send_d2_79,Drone1,Drone1:237;Drone2:235,391.2,velocity_sent,send,Drone2
d2_recv_d1_79,Drone2,Drone1:237;Drone2:236,392.0,processing,receive,Drone1
d2_compute_79,Drone2,Drone1:237;Drone2:237,392.5,relative_computed,local,
d2_send_d1_79,Drone2,Drone1:237;Drone2:238,393.0,relative_sent,send,Drone1
d1_recv_d2_79,Drone1,Drone1:238;Drone2:238,394.0,relative_confirmed,receive,Drone2
d1_measure_80,Drone1,Drone1:239;Drone2:238,396.0,velocity_measured,local,
d1_send_d2_80,Drone1,Drone1:240;Drone2:238,396.2,velocity_sent,send,Drone2
d2_recv_d1_80,Drone2,Drone1:240;Drone2:239,397.0,processing,receive,Drone1
d2_compute_80,Drone2,Drone1:240;Drone2:240,397.5,relative_computed,local,
d2_send_d1_80,Drone2,Drone1:240;Drone2:241,398.0,relative_sent,send,Drone1
d1_recv_d2_80,Drone1,Drone1:241;Drone2:241,399.0,relative_confirmed,receive,Drone2
d1_measure_81,Drone1,Drone1:242;Drone2:241,401.0,velocity_measured,local,
d1_send_d2_81,Drone1,Drone1:243;Drone2:241,401.2,velocity_sent,send,Drone2
d2_recv_d1_81,Drone2,Drone1:243;Drone2:242,402.0,processing,receive,Drone1
d2_compute_81,Drone2,Drone1:243;Drone2:243,402.5,relative_computed,local,
d2_send_d1_81,Drone2,Drone1:243;Drone2:244,403.0,relative_sent,send,Drone1
d1_recv_d2_81,Drone1,Drone1:244;Drone2:244,404.0,relative_confirmed,receive,Drone2
d1_measure_82,Drone1,Drone1:245;Drone2:244,406.0,velocity_measured,local,
d1_send_d2_82,Drone1,Drone1:246;Drone2:244,406.2,velocity_sent,send,Drone2
d2_recv_d1_82,Drone2,Drone1:246;Drone2:245,407.0,processing,receive,Drone1
d2_compute_82,Drone2,Drone1:246;Drone2:246,407.5,relative_computed,local,
d2_send_d1_82,Drone2,Drone1:246;Drone2:247,408.0,relative_sent,send,Drone1
d1_recv_d2_82,Drone1,Drone1:247;Drone2:247,409.0,relative_confirmed,receive,Drone2
d1_measure_83,Drone1,Drone1:248;Drone2:247,411.0,velocity_measured,local,
d1_send_d2_83,Drone1,Drone1:249;Drone2:247,411.2,velocity_sent,send,Drone2
d2_recv_d1_83,Drone2,Drone1:249;Drone2:248,412.0,processing,receive,Drone1
d2_compute_83,Drone2,Drone1:249;Drone2:249,412.5,relative_computed,local,
d2_send_d1_83,Drone2,Drone1:249;Drone2:250,413.0,relative_sent,send,Drone1
d1_recv_d2_83,Drone1,Drone1:250;Drone2:250,414.0,relative_confirmed,receive,Drone2
d1_measure_84,Drone1,Drone1:251;Drone2:250,416.0,velocity_measured,local,
d1_send_d2_84,Drone1,Drone1:252;Drone2:250,416.2,velocity_sent,send,Drone2
d2_recv_d1_84,Drone2,Drone1:252;Drone2:251,417.0,processing,receive,Drone1
d2_compute_84,Drone2,Drone1:252;Drone2:252,417.5,relative_computed,local,
d2_send_d1_84,Drone2,Drone1:252;Drone2:253,418.0,relative_sent,send,Drone1
d1_recv_d2_84,Drone1,Drone1:253;Drone2:253,419.0,relative_confirmed,receive,Drone2
d1_measure_85,Drone1,Drone1:254;Drone2:253,421.0,velocity_measured,local,
d1_send_d2_85,Drone1,Drone1:255;Drone2:253,421.2,velocity_sent,send,Drone2
d2_recv_d1_85,Drone2,Drone1:255;Drone2:254,422.0,processing,receive,Drone1
d2_compute_85,Drone2,Drone1:255;Drone2:255,422.5,relative_computed,local,
d2_send_d1_85,Drone2,Drone1:255;Drone2:256,423.0,relative_sent,send,Drone1
d1_recv_d2_85,Drone1,Drone1:256;Drone2:256,424.0,relative_confirmed,receive,Drone2
d1_measure_86,Drone1,Drone1:257;Drone2:256,426.0,velocity_measured,local,
d1_send_d2_86,Drone1,Drone1:258;Drone2:256,426.2,velocity_sent,send,Drone2
d2_recv_d1_86,Drone2,Drone1:258;Drone2:257,427.0,processing,receive,Drone1
d2_compute_86,Drone2,Drone1:258;Drone2:258,427.5,relative_computed,local,
d2_send_d1_86,Drone2,Drone1:258;Drone2:259,428.0,relative_sent,send,Drone1
d1_recv_d2_86,Drone1,Drone1:259;Drone2:259,429.0,relative_confirmed,receive,Drone2
d1_measure_87,Drone1,Drone1:260;Drone2:259,431.0,velocity_measured,local,
d1_send_d2_87,Drone1,Drone1:261;Drone2:259,431.2,velocity_sent,send,Drone2
d2_recv_d1_87,Drone2,Drone1:261;Drone2:260,432.0,processing,receive,Drone1
d2_compute_87,Drone2,Drone1:261;Drone2:261,432.5,relative_computed,local,
d2_send_d1_87,Drone2,Drone1:261;Drone2:262,433.0,relative_sent,send,Drone1
d1_recv_d2_87,Drone1,Drone1:262;Drone2:262,434.0,relative_confirmed,receive,Drone2
d1_measure_88,Drone1,Drone1:263;Drone2:262,436.0,velocity_measured,local,
d1_send_d2_88,Drone1,Drone1:264;Drone2:262,436.2,velocity_sent,send,Drone2
d2_recv_d1_88,Drone2,Drone1:264;Drone2:263,437.0,processing,receive,Drone1
d2_compute_88,Drone2,Drone1:264;Drone2:264,437.5,relative_computed,local,
d2_send_d1_88,Drone2,Drone1:264;Drone2:265,438.0,relative_sent,send,Drone1
d1_recv_d2_88,Drone1,Drone1:265;Drone2:265,439.0,relative_confirmed,receive,Drone2
d1_measure_89,Drone1,Drone1:266;Drone2:265,441.0,velocity_measured,local,
d1_send_d2_89,Drone1,Drone1:267;Drone2:265,441.2,velocity_sent,send,Drone2
d2_recv_d1_89,Drone2,Drone1:267;Drone2:266,442.0,processing,receive,Drone1
d2_compute_89,Drone2,Drone1:267;Drone2:267,442.5,relative_computed,local,
d2_send_d1_89,Drone2,Drone1:267;Drone2:268,443.0,relative_sent,send,Drone1
d1_recv_d2_89,Drone1,Drone1:268;Drone2:268,444.0,relative_confirmed,receive,Drone2
d1_measure_90,Drone1,Drone1:269;Drone2:268,446.0,velocity_measured,local,
d1_send_d2_90,Drone1,Drone1:270;Drone2:268,446.2,velocity_sent,send,Drone2
d2_recv_d1_90,Drone2,Drone1:270;Drone2:269,447.0,processing,receive,Drone1
d2_compute_90,Drone2,Drone1:270;Drone2:270,447.5,relative_computed,local,
d2_send_d1_90,Drone2,Drone1:270;Drone2:271,448.0,relative_sent,send,Drone1
d1_recv_d2_90,Drone1,Drone1:271;Drone2:271,449.0,relative_confirmed,receive,Drone2
d1_measure_91,Drone1,Drone1:272;Drone2:271,451.0,velocity_measured,local,
d1_send_d2_91,Drone1,Drone1:273;Drone2:271,451.2,velocity_sent,send,Drone2
d2_recv_d1_91,Drone2,Drone1:273;Drone2:272,452.0,processing,receive,Drone1
d2_compute_91,Drone2,Drone1:273;Drone2:273,452.5,relative_computed,local,
d2_send_d1_91,Drone2,Drone1:273;Drone2:274,453.0,relative_sent,send,Drone1
d1_recv_d2_91,Drone1,Drone1:274;Drone2:274,454.0,relative_confirmed,receive,Drone2
d1_measure_92,Drone1,Drone1:275;Drone2:274,456.0,velocity_measured,local,
d1_send_d2_92,Drone1,Drone1:276;Drone2:274,456.2,velocity_sent,send,Drone2
d2_recv_d1_92,Drone2,Drone1:276;Drone2:275,457.0,processing,receive,Drone1
d2_compute_92,Drone2,Drone1:276;Drone2:276,457.5,relative_computed,local,
d2_send_d1_92,Drone2,Drone1:276;Drone2:277,458.0,relative_sent,send,Drone1
d1_recv_d2_92,Drone1,Drone1:277;Drone2:277,459.0,relative_confirmed,receive,Drone2
d1_measure_93,Drone1,Drone1:278;Drone2:277,461.0,velocity_measured,local,
d1_send_d2_93,Drone1,Drone1:279;Drone2:277,461.2,velocity_sent,send,Drone2
d2_recv_d1_93,Drone2,Drone1:279;Drone2:278,462.0,processing,receive,Drone1
d2_compute_93,Drone2,Drone1:279;Drone2:279,462.5,relative_computed,local,
d2_send_d1_93,Drone2,Drone1:279;Drone2:280,463.0,relative_sent,send,Drone1
d1_recv_d2_93,Drone1,Drone1:280;Drone2:280,464.0,relative_confirmed,receive,Drone2
d1_measure_94,Drone1,Drone1:281;Drone2:280,466.0,velocity_measured,local,
d1_send_d2_94,Drone1,Drone1:282;Drone2:280,466.2,velocity_sent,send,Drone2
d2_recv_d1_94,Drone2,Drone1:282;Drone2:281,467.0,processing,receive,Drone1
d2_compute_94,Drone2,Drone1:282;Drone2:282,467.5,relative_computed,local,
d2_send_d1_94,Drone2,Drone1:282;Drone2:283,468.0,relative_sent,send,Drone1
d1_recv_d2_94,Drone1,Drone1:283;Drone2:283,469.0,relative_confirmed,receive,Drone2
d1_measure_95,Drone1,Drone1:284;Drone2:283,471.0,velocity_measured,local,
d1_send_d2_95,Drone1,Drone1:285;Drone2:283,471.2,velocity_sent,send,Drone2
d2_recv_d1_95,Drone2,Drone1:285;Drone2:284,472.0,processing,receive,Drone1
d2_compute_95,Drone2,Drone1:285;Drone2:285,472.5,relative_computed,local,
d2_send_d1_95,Drone2,Drone1:285;Drone2:286,473.0,relative_sent,send,Drone1
d1_recv_d2_95,Drone1,Drone1:286;Drone2:286,474.0,relative_confirmed,receive,Drone2
d1_measure_96,Drone1,Drone1:287;Drone2:286,476.0,velocity_measured,local,
d1_send_d2_96,Drone1,Drone1:288;Drone2:286,476.2,velocity_sent,send,Drone2
d2_recv_d1_96,Drone2,Drone1:288;Drone2:287,477.0,processing,receive,Drone1
d2_compute_96,Drone2,Drone1:288;Drone2:288,477.5,relative_computed,local,
d2_send_d1_96,Drone2,Drone1:288;Drone2:289,478.0,relative_sent,send,Drone1
d1_recv_d2_96,Drone1,Drone1:289;Drone2:289,479.0,relative_confirmed,receive,Drone2
d1_measure_97,Drone1,Drone1:290;Drone2:289,481.0,velocity_measured,local,
d1_send_d2_97,Drone1,Drone1:291;Drone2:289,481.2,velocity_sent,send,Drone2
d2_recv_d1_97,Drone2,Drone1:291;Drone2:290,482.0,processing,receive,Drone1
d2_compute_97,Drone2,Drone1:291;Drone2:291,482.5,relative_computed,local,
d2_send_d1_97,Drone2,Drone1:291;Drone2:292,483.0,relative_sent,send,Drone1
d1_recv_d2_97,Drone1,Drone1:292;Drone2:292,484.0,relative_confirmed,receive,Drone2
d1_measure_98,Drone1,Drone1:293;Drone2:292,486.0,velocity_measured,local,
d1_send_d2_98,Drone1,Drone1:294;Drone2:292,486.2,velocity_sent,send,Drone2
d2_recv_d1_98,Drone2,Drone1:294;Drone2:293,487.0,processing,receive,Drone1
d2_compute_98,Drone2,Drone1:294;Drone2:294,487.5,relative_computed,local,
d2_send_d1_98,Drone2,Drone1:294;Drone2:295,488.0,relative_sent,send,Drone1
d1_recv_d2_98,Drone1,Drone1:295;Drone2:295,489.0,relative_confirmed,receive,Drone2
d1_measure_99,Drone1,Drone1:296;Drone2:295,491.0,velocity_measured,local,
d1_send_d2_99,Drone1,Drone1:297;Drone2:295,491.2,velocity_sent,send,Drone2
d2_recv_d1_99,Drone2,Drone1:297;Drone2:296,492.0,processing,receive,Drone1
d2_compute_99,Drone2,Drone1:297;Drone2:297,492.5,relative_computed,local,
d2_send_d1_99,Drone2,Drone1:297;Drone2:298,493.0,relative_sent,send,Drone1
d1_recv_d2_99,Drone1,Drone1:298;Drone2:298,494.0,relative_confirmed,receive,Drone2
d1_measure_100,Drone1,Drone1:299;Drone2:298,496.0,velocity_measured,local,
d1_send_d2_100,Drone1,Drone1:300;Drone2:298,496.2,velocity_sent,send,Drone2
d2_recv_d1_100,Drone2,Drone1:300;Drone2:299,497.0,processing,receive,Drone1
d2_compute_100,Drone2,Drone1:300;Drone2:300,497.5,relative_computed,local,
d2_send_d1_100,Drone2,Drone1:300;Drone2:301,498.0,relative_sent,send,Drone1
d1_recv_d2_100,Drone1,Drone1:301;Drone2:301,499.0,relative_confirmed,receive,Drone2
d1_measure_101,Drone1,Drone1:302;Drone2:301,501.0,velocity_measured,local,
d1_send_d2_101,Drone1,Drone1:303;Drone2:301,501.2,velocity_sent,send,Drone2
d2_recv_d1_101,Drone2,Drone1:303;Drone2:302,502.0,processing,receive,Drone1
d2_compute_101,Drone2,Drone1:303;Drone2:303,502.5,relative_computed,local,
d2_send_d1_101,Drone2,Drone1:303;Drone2:304,503.0,relative_sent,send,Drone1
d1_recv_d2_101,Drone1,Drone1:304;Drone2:304,504.0,relative_confirmed,receive,Drone2
d1_measure_102,Drone1,Drone1:305;Drone2:304,506.0,velocity_measured,local,
d1_send_d2_102,Drone1,Drone1:306;Drone2:304,506.2,velocity_sent,send,Drone2
d2_recv_d1_102,Drone2,Drone1:306;Drone2:305,507.0,processing,receive,Drone1
d2_compute_102,Drone2,Drone1:306;Drone2:306,507.5,relative_computed,local,
d2_send_d1_102,Drone2,Drone1:306;Drone2:307,508.0,relative_sent,send,Drone1
d1_recv_d2_102,Drone1,Drone1:307;Drone2:307,509.0,relative_confirmed,receive,Drone2
d1_measure_103,Drone1,Drone1:308;Drone2:307,511.0,velocity_measured,local,
d1_send_d2_103,Drone1,Drone1:309;Drone2:307,511.2,velocity_sent,send,Drone2
d2_recv_d1_103,Drone2,Drone1:309;Drone2:308,512.0,processing,receive,Drone1
