d9_recv_d1_553,Drone9,Drone1:10505;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1658;Drone10:1657,20454.0,processing,receive,Drone1
d9_compute_553,Drone9,Drone1:10505;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1659;Drone10:1657,20454.5,relative_computed,local,
d9_send_d1_553,Drone9,Drone1:10505;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1657,20455.0,relative_sent,send,Drone1
d1_recv_d9_553,Drone1,Drone1:10506;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1657,20456.0,relative_confirmed,receive,Drone9
d1_send_d10_553,Drone1,Drone1:10507;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1657,20457.2,velocity_sent,send,Drone10
d10_recv_d1_553,Drone10,Drone1:10507;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1658,20458.0,processing,receive,Drone1
d10_compute_553,Drone10,Drone1:10507;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1659,20458.5,relative_computed,local,
d10_send_d1_553,Drone10,Drone1:10507;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20459.0,relative_sent,send,Drone1
d1_recv_d10_553,Drone1,Drone1:10508;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20460.0,relative_confirmed,receive,Drone10
d1_measure_554,Drone1,Drone1:10509;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20462.0,velocity_measured,local,
d1_send_d2_554,Drone1,Drone1:10510;Drone2:1660;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20462.2,velocity_sent,send,Drone2
d2_recv_d1_554,Drone2,Drone1:10510;Drone2:1661;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20463.0,processing,receive,Drone1
d2_compute_554,Drone2,Drone1:10510;Drone2:1662;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20463.5,relative_computed,local,
d2_send_d1_554,Drone2,Drone1:10510;Drone2:1663;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20464.0,relative_sent,send,Drone1
d1_recv_d2_554,Drone1,Drone1:10511;Drone2:1663;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20465.0,relative_confirmed,receive,Drone2
d1_send_d3_554,Drone1,Drone1:10512;Drone2:1663;Drone3:1660;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20466.2,velocity_sent,send,Drone3
d3_recv_d1_554,Drone3,Drone1:10512;Drone2:1663;Drone3:1661;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20467.0,processing,receive,Drone1
d3_compute_554,Drone3,Drone1:10512;Drone2:1663;Drone3:1662;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20467.5,relative_computed,local,
d3_send_d1_554,Drone3,Drone1:10512;Drone2:1663;Drone3:1663;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20468.0,relative_sent,send,Drone1
d1_recv_d3_554,Drone1,Drone1:10513;Drone2:1663;Drone3:1663;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20469.0,relative_confirmed,receive,Drone3
d1_send_d4_554,Drone1,Drone1:10514;Drone2:1663;Drone3:1663;Drone4:1660;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20470.2,velocity_sent,send,Drone4
d4_recv_d1_554,Drone4,Drone1:10514;Drone2:1663;Drone3:1663;Drone4:1661;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20471.0,processing,receive,Drone1
d4_compute_554,Drone4,Drone1:10514;Drone2:1663;Drone3:1663;Drone4:1662;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20471.5,relative_computed,local,
d4_send_d1_554,Drone4,Drone1:10514;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20472.0,relative_sent,send,Drone1
d1_recv_d4_554,Drone1,Drone1:10515;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20473.0,relative_confirmed,receive,Drone4
d1_send_d5_554,Drone1,Drone1:10516;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1660;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20474.2,velocity_sent,send,Drone5
d5_recv_d1_554,Drone5,Drone1:10516;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1661;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20475.0,processing,receive,Drone1
d5_compute_554,Drone5,Drone1:10516;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1662;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20475.5,relative_computed,local,
d5_send_d1_554,Drone5,Drone1:10516;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20476.0,relative_sent,send,Drone1
d1_recv_d5_554,Drone1,Drone1:10517;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20477.0,relative_confirmed,receive,Drone5
d1_send_d6_554,Drone1,Drone1:10518;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1660;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20478.2,velocity_sent,send,Drone6
d6_recv_d1_554,Drone6,Drone1:10518;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1661;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20479.0,processing,receive,Drone1
d6_compute_554,Drone6,Drone1:10518;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1662;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20479.5,relative_computed,local,
d6_send_d1_554,Drone6,Drone1:10518;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20480.0,relative_sent,send,Drone1
d1_recv_d6_554,Drone1,Drone1:10519;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20481.0,relative_confirmed,receive,Drone6
d1_send_d7_554,Drone1,Drone1:10520;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1660;Drone8:1660;Drone9:1660;Drone10:1660,20482.2,velocity_sent,send,Drone7
d7_recv_d1_554,Drone7,Drone1:10520;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1661;Drone8:1660;Drone9:1660;Drone10:1660,20483.0,processing,receive,Drone1
d7_compute_554,Drone7,Drone1:10520;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1662;Drone8:1660;Drone9:1660;Drone10:1660,20483.5,relative_computed,local,
d7_send_d1_554,Drone7,Drone1:10520;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1660;Drone9:1660;Drone10:1660,20484.0,relative_sent,send,Drone1
d1_recv_d7_554,Drone1,Drone1:10521;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1660;Drone9:1660;Drone10:1660,20485.0,relative_confirmed,receive,Drone7
d1_send_d8_554,Drone1,Drone1:10522;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1660;Drone9:1660;Drone10:1660,20486.2,velocity_sent,send,Drone8
d8_recv_d1_554,Drone8,Drone1:10522;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1661;Drone9:1660;Drone10:1660,20487.0,processing,receive,Drone1
d8_compute_554,Drone8,Drone1:10522;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1662;Drone9:1660;Drone10:1660,20487.5,relative_computed,local,
d8_send_d1_554,Drone8,Drone1:10522;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1660;Drone10:1660,20488.0,relative_sent,send,Drone1
d1_recv_d8_554,Drone1,Drone1:10523;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1660;Drone10:1660,20489.0,relative_confirmed,receive,Drone8
d1_send_d9_554,Drone1,Drone1:10524;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1660;Drone10:1660,20490.2,velocity_sent,send,Drone9
d9_recv_d1_554,Drone9,Drone1:10524;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1661;Drone10:1660,20491.0,processing,receive,Drone1
d9_compute_554,Drone9,Drone1:10524;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1662;Drone10:1660,20491.5,relative_computed,local,
d9_send_d1_554,Drone9,Drone1:10524;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1660,20492.0,relative_sent,send,Drone1
d1_recv_d9_554,Drone1,Drone1:10525;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1660,20493.0,relative_confirmed,receive,Drone9
d1_send_d10_554,Drone1,Drone1:10526;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1660,20494.2,velocity_sent,send,Drone10
d10_recv_d1_554,Drone10,Drone1:10526;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1661,20495.0,processing,receive,Drone1
d10_compute_554,Drone10,Drone1:10526;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1662,20495.5,relative_computed,local,
d10_send_d1_554,Drone10,Drone1:10526;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20496.0,relative_sent,send,Drone1
d1_recv_d10_554,Drone1,Drone1:10527;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20497.0,relative_confirmed,receive,Drone10
d1_measure_555,Drone1,Drone1:10528;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20499.0,velocity_measured,local,
d1_send_d2_555,Drone1,Drone1:10529;Drone2:1663;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20499.2,velocity_sent,send,Drone2
d2_recv_d1_555,Drone2,Drone1:10529;Drone2:1664;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20500.0,processing,receive,Drone1
d2_compute_555,Drone2,Drone1:10529;Drone2:1665;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20500.5,relative_computed,local,
d2_send_d1_555,Drone2,Drone1:10529;Drone2:1666;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20501.0,relative_sent,send,Drone1
d1_recv_d2_555,Drone1,Drone1:10530;Drone2:1666;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20502.0,relative_confirmed,receive,Drone2
d1_send_d3_555,Drone1,Drone1:10531;Drone2:1666;Drone3:1663;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20503.2,velocity_sent,send,Drone3
d3_recv_d1_555,Drone3,Drone1:10531;Drone2:1666;Drone3:1664;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20504.0,processing,receive,Drone1
d3_compute_555,Drone3,Drone1:10531;Drone2:1666;Drone3:1665;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20504.5,relative_computed,local,
d3_send_d1_555,Drone3,Drone1:10531;Drone2:1666;Drone3:1666;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20505.0,relative_sent,send,Drone1
d1_recv_d3_555,Drone1,Drone1:10532;Drone2:1666;Drone3:1666;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20506.0,relative_confirmed,receive,Drone3
d1_send_d4_555,Drone1,Drone1:10533;Drone2:1666;Drone3:1666;Drone4:1663;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20507.2,velocity_sent,send,Drone4
d4_recv_d1_555,Drone4,Drone1:10533;Drone2:1666;Drone3:1666;Drone4:1664;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20508.0,processing,receive,Drone1
d4_compute_555,Drone4,Drone1:10533;Drone2:1666;Drone3:1666;Drone4:1665;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20508.5,relative_computed,local,
d4_send_d1_555,Drone4,Drone1:10533;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20509.0,relative_sent,send,Drone1
d1_recv_d4_555,Drone1,Drone1:10534;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20510.0,relative_confirmed,receive,Drone4
d1_send_d5_555,Drone1,Drone1:10535;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1663;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20511.2,velocity_sent,send,Drone5
d5_recv_d1_555,Drone5,Drone1:10535;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1664;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20512.0,processing,receive,Drone1
d5_compute_555,Drone5,Drone1:10535;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1665;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20512.5,relative_computed,local,
d5_send_d1_555,Drone5,Drone1:10535;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20513.0,relative_sent,send,Drone1
d1_recv_d5_555,Drone1,Drone1:10536;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20514.0,relative_confirmed,receive,Drone5
d1_send_d6_555,Drone1,Drone1:10537;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1663;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20515.2,velocity_sent,send,Drone6
d6_recv_d1_555,Drone6,Drone1:10537;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1664;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20516.0,processing,receive,Drone1
d6_compute_555,Drone6,Drone1:10537;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1665;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20516.5,relative_computed,local,
d6_send_d1_555,Drone6,Drone1:10537;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20517.0,relative_sent,send,Drone1
d1_recv_d6_555,Drone1,Drone1:10538;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20518.0,relative_confirmed,receive,Drone6
d1_send_d7_555,Drone1,Drone1:10539;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1663;Drone8:1663;Drone9:1663;Drone10:1663,20519.2,velocity_sent,send,Drone7
d7_recv_d1_555,Drone7,Drone1:10539;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1664;Drone8:1663;Drone9:1663;Drone10:1663,20520.0,processing,receive,Drone1
d7_compute_555,Drone7,Drone1:10539;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1665;Drone8:1663;Drone9:1663;Drone10:1663,20520.5,relative_computed,local,
d7_send_d1_555,Drone7,Drone1:10539;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1663;Drone9:1663;Drone10:1663,20521.0,relative_sent,send,Drone1
d1_recv_d7_555,Drone1,Drone1:10540;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1663;Drone9:1663;Drone10:1663,20522.0,relative_confirmed,receive,Drone7
d1_send_d8_555,Drone1,Drone1:10541;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1663;Drone9:1663;Drone10:1663,20523.2,velocity_sent,send,Drone8
d8_recv_d1_555,Drone8,Drone1:10541;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1664;Drone9:1663;Drone10:1663,20524.0,processing,receive,Drone1
d8_compute_555,Drone8,Drone1:10541;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1665;Drone9:1663;Drone10:1663,20524.5,relative_computed,local,
d8_send_d1_555,Drone8,Drone1:10541;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1663;Drone10:1663,20525.0,relative_sent,send,Drone1
d1_recv_d8_555,Drone1,Drone1:10542;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1663;Drone10:1663,20526.0,relative_confirmed,receive,Drone8
d1_send_d9_555,Drone1,Drone1:10543;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1663;Drone10:1663,20527.2,velocity_sent,send,Drone9
d9_recv_d1_555,Drone9,Drone1:10543;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1664;Drone10:1663,20528.0,processing,receive,Drone1
d9_compute_555,Drone9,Drone1:10543;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1665;Drone10:1663,20528.5,relative_computed,local,
d9_send_d1_555,Drone9,Drone1:10543;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1663,20529.0,relative_sent,send,Drone1
d1_recv_d9_555,Drone1,Drone1:10544;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1663,20530.0,relative_confirmed,receive,Drone9
d1_send_d10_555,Drone1,Drone1:10545;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1663,20531.2,velocity_sent,send,Drone10
d10_recv_d1_555,Drone10,Drone1:10545;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1664,20532.0,processing,receive,Drone1
d10_compute_555,Drone10,Drone1:10545;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1665,20532.5,relative_computed,local,
d10_send_d1_555,Drone10,Drone1:10545;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20533.0,relative_sent,send,Drone1
d1_recv_d10_555,Drone1,Drone1:10546;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20534.0,relative_confirmed,receive,Drone10
d1_measure_556,Drone1,Drone1:10547;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20536.0,velocity_measured,local,
d1_send_d2_556,Drone1,Drone1:10548;Drone2:1666;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20536.2,velocity_sent,send,Drone2
d2_recv_d1_556,Drone2,Drone1:10548;Drone2:1667;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20537.0,processing,receive,Drone1
d2_compute_556,Drone2,Drone1:10548;Drone2:1668;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20537.5,relative_computed,local,
d2_send_d1_556,Drone2,Drone1:10548;Drone2:1669;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20538.0,relative_sent,send,Drone1
d1_recv_d2_556,Drone1,Drone1:10549;Drone2:1669;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20539.0,relative_confirmed,receive,Drone2
d1_send_d3_556,Drone1,Drone1:10550;Drone2:1669;Drone3:1666;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20540.2,velocity_sent,send,Drone3
d3_recv_d1_556,Drone3,Drone1:10550;Drone2:1669;Drone3:1667;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20541.0,processing,receive,Drone1
d3_compute_556,Drone3,Drone1:10550;Drone2:1669;Drone3:1668;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20541.5,relative_computed,local,
d3_send_d1_556,Drone3,Drone1:10550;Drone2:1669;Drone3:1669;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20542.0,relative_sent,send,Drone1
d1_recv_d3_556,Drone1,Drone1:10551;Drone2:1669;Drone3:1669;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20543.0,relative_confirmed,receive,Drone3
d1_send_d4_556,Drone1,Drone1:10552;Drone2:1669;Drone3:1669;Drone4:1666;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20544.2,velocity_sent,send,Drone4
d4_recv_d1_556,Drone4,Drone1:10552;Drone2:1669;Drone3:1669;Drone4:1667;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20545.0,processing,receive,Drone1
d4_compute_556,Drone4,Drone1:10552;Drone2:1669;Drone3:1669;Drone4:1668;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20545.5,relative_computed,local,
d4_send_d1_556,Drone4,Drone1:10552;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20546.0,relative_sent,send,Drone1
d1_recv_d4_556,Drone1,Drone1:10553;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20547.0,relative_confirmed,receive,Drone4
d1_send_d5_556,Drone1,Drone1:10554;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1666;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20548.2,velocity_sent,send,Drone5
d5_recv_d1_556,Drone5,Drone1:10554;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1667;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20549.0,processing,receive,Drone1
d5_compute_556,Drone5,Drone1:10554;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1668;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20549.5,relative_computed,local,
d5_send_d1_556,Drone5,Drone1:10554;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1669;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20550.0,relative_sent,send,Drone1
d1_recv_d5_556,Drone1,Drone1:10555;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1669;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20551.0,relative_confirmed,receive,Drone5
d1_send_d6_556,Drone1,Drone1:10556;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1669;Drone6:1666;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20552.2,velocity_sent,send,Drone6
d6_recv_d1_556,Drone6,Drone1:10556;Drone2:1669;Drone3:1669;Drone4:1669;Drone5:1669;Drone6:1667;Drone7:1666;Drone8:1666;Drone9:1666;Drone10:1666,20553.0,processing,receive,Drone1
