d1_send_d8_41,Drone1,Drone1:615;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:121,1185.2,velocity_sent,send,Drone8
d8_recv_d1_41,Drone8,Drone1:615;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:122,1186.0,processing,receive,Drone1
d8_compute_41,Drone8,Drone1:615;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:123,1186.5,relative_computed,local,
d8_send_d1_41,Drone8,Drone1:615;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1187.0,relative_sent,send,Drone1
d1_recv_d8_41,Drone1,Drone1:616;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1188.0,relative_confirmed,receive,Drone8
d1_measure_42,Drone1,Drone1:617;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1190.0,velocity_measured,local,
d1_send_d2_42,Drone1,Drone1:618;Drone2:124;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1190.2,velocity_sent,send,Drone2
d2_recv_d1_42,Drone2,Drone1:618;Drone2:125;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1191.0,processing,receive,Drone1
d2_compute_42,Drone2,Drone1:618;Drone2:126;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1191.5,relative_computed,local,
d2_send_d1_42,Drone2,Drone1:618;Drone2:127;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1192.0,relative_sent,send,Drone1
d1_recv_d2_42,Drone1,Drone1:619;Drone2:127;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1193.0,relative_confirmed,receive,Drone2
d1_send_d3_42,Drone1,Drone1:620;Drone2:127;Drone3:124;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1194.2,velocity_sent,send,Drone3
d3_recv_d1_42,Drone3,Drone1:620;Drone2:127;Drone3:125;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1195.0,processing,receive,Drone1
d3_compute_42,Drone3,Drone1:620;Drone2:127;Drone3:126;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1195.5,relative_computed,local,
d3_send_d1_42,Drone3,Drone1:620;Drone2:127;Drone3:127;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1196.0,relative_sent,send,Drone1
d1_recv_d3_42,Drone1,Drone1:621;Drone2:127;Drone3:127;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1197.0,relative_confirmed,receive,Drone3
d1_send_d4_42,Drone1,Drone1:622;Drone2:127;Drone3:127;Drone4:124;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1198.2,velocity_sent,send,Drone4
d4_recv_d1_42,Drone4,Drone1:622;Drone2:127;Drone3:127;Drone4:125;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1199.0,processing,receive,Drone1
d4_compute_42,Drone4,Drone1:622;Drone2:127;Drone3:127;Drone4:126;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1199.5,relative_computed,local,
d4_send_d1_42,Drone4,Drone1:622;Drone2:127;Drone3:127;Drone4:127;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1200.0,relative_sent,send,Drone1
d1_recv_d4_42,Drone1,Drone1:623;Drone2:127;Drone3:127;Drone4:127;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1201.0,relative_confirmed,receive,Drone4
d1_send_d5_42,Drone1,Drone1:624;Drone2:127;Drone3:127;Drone4:127;Drone5:124;Drone6:124;Drone7:124;Drone8:124,1202.2,velocity_sent,send,Drone5
d5_recv_d1_42,Drone5,Drone1:624;Drone2:127;Drone3:127;Drone4:127;Drone5:125;Drone6:124;Drone7:124;Drone8:124,1203.0,processing,receive,Drone1
d5_compute_42,Drone5,Drone1:624;Drone2:127;Drone3:127;Drone4:127;Drone5:126;Drone6:124;Drone7:124;Drone8:124,1203.5,relative_computed,local,
d5_send_d1_42,Drone5,Drone1:624;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:124;Drone7:124;Drone8:124,1204.0,relative_sent,send,Drone1
d1_recv_d5_42,Drone1,Drone1:625;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:124;Drone7:124;Drone8:124,1205.0,relative_confirmed,receive,Drone5
d1_send_d6_42,Drone1,Drone1:626;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:124;Drone7:124;Drone8:124,1206.2,velocity_sent,send,Drone6
d6_recv_d1_42,Drone6,Drone1:626;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:125;Drone7:124;Drone8:124,1207.0,processing,receive,Drone1
d6_compute_42,Drone6,Drone1:626;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:126;Drone7:124;Drone8:124,1207.5,relative_computed,local,
d6_send_d1_42,Drone6,Drone1:626;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:124;Drone8:124,1208.0,relative_sent,send,Drone1
d1_recv_d6_42,Drone1,Drone1:627;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:124;Drone8:124,1209.0,relative_confirmed,receive,Drone6
d1_send_d7_42,Drone1,Drone1:628;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:124;Drone8:124,1210.2,velocity_sent,send,Drone7
d7_recv_d1_42,Drone7,Drone1:628;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:125;Drone8:124,1211.0,processing,receive,Drone1
d7_compute_42,Drone7,Drone1:628;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:126;Drone8:124,1211.5,relative_computed,local,
d7_send_d1_42,Drone7,Drone1:628;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:124,1212.0,relative_sent,send,Drone1
d1_recv_d7_42,Drone1,Drone1:629;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:124,1213.0,relative_confirmed,receive,Drone7
d1_send_d8_42,Drone1,Drone1:630;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:124,1214.2,velocity_sent,send,Drone8
d8_recv_d1_42,Drone8,Drone1:630;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:125,1215.0,processing,receive,Drone1
d8_compute_42,Drone8,Drone1:630;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:126,1215.5,relative_computed,local,
d8_send_d1_42,Drone8,Drone1:630;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1216.0,relative_sent,send,Drone1
d1_recv_d8_42,Drone1,Drone1:631;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1217.0,relative_confirmed,receive,Drone8
d1_measure_43,Drone1,Drone1:632;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1219.0,velocity_measured,local,
d1_send_d2_43,Drone1,Drone1:633;Drone2:127;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1219.2,velocity_sent,send,Drone2
d2_recv_d1_43,Drone2,Drone1:633;Drone2:128;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1220.0,processing,receive,Drone1
d2_compute_43,Drone2,Drone1:633;Drone2:129;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1220.5,relative_computed,local,
d2_send_d1_43,Drone2,Drone1:633;Drone2:130;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1221.0,relative_sent,send,Drone1
d1_recv_d2_43,Drone1,Drone1:634;Drone2:130;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1222.0,relative_confirmed,receive,Drone2
d1_send_d3_43,Drone1,Drone1:635;Drone2:130;Drone3:127;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1223.2,velocity_sent,send,Drone3
d3_recv_d1_43,Drone3,Drone1:635;Drone2:130;Drone3:128;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1224.0,processing,receive,Drone1
d3_compute_43,Drone3,Drone1:635;Drone2:130;Drone3:129;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1224.5,relative_computed,local,
d3_send_d1_43,Drone3,Drone1:635;Drone2:130;Drone3:130;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1225.0,relative_sent,send,Drone1
d1_recv_d3_43,Drone1,Drone1:636;Drone2:130;Drone3:130;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1226.0,relative_confirmed,receive,Drone3
d1_send_d4_43,Drone1,Drone1:637;Drone2:130;Drone3:130;Drone4:127;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1227.2,velocity_sent,send,Drone4
d4_recv_d1_43,Drone4,Drone1:637;Drone2:130;Drone3:130;Drone4:128;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1228.0,processing,receive,Drone1
d4_compute_43,Drone4,Drone1:637;Drone2:130;Drone3:130;Drone4:129;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1228.5,relative_computed,local,
d4_send_d1_43,Drone4,Drone1:637;Drone2:130;Drone3:130;Drone4:130;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1229.0,relative_sent,send,Drone1
d1_recv_d4_43,Drone1,Drone1:638;Drone2:130;Drone3:130;Drone4:130;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1230.0,relative_confirmed,receive,Drone4
d1_send_d5_43,Drone1,Drone1:639;Drone2:130;Drone3:130;Drone4:130;Drone5:127;Drone6:127;Drone7:127;Drone8:127,1231.2,velocity_sent,send,Drone5
d5_recv_d1_43,Drone5,Drone1:639;Drone2:130;Drone3:130;Drone4:130;Drone5:128;Drone6:127;Drone7:127;Drone8:127,1232.0,processing,receive,Drone1
d5_compute_43,Drone5,Drone1:639;Drone2:130;Drone3:130;Drone4:130;Drone5:129;Drone6:127;Drone7:127;Drone8:127,1232.5,relative_computed,local,
d5_send_d1_43,Drone5,Drone1:639;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:127;Drone7:127;Drone8:127,1233.0,relative_sent,send,Drone1
d1_recv_d5_43,Drone1,Drone1:640;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:127;Drone7:127;Drone8:127,1234.0,relative_confirmed,receive,Drone5
d1_send_d6_43,Drone1,Drone1:641;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:127;Drone7:127;Drone8:127,1235.2,velocity_sent,send,Drone6
d6_recv_d1_43,Drone6,Drone1:641;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:128;Drone7:127;Drone8:127,1236.0,processing,receive,Drone1
d6_compute_43,Drone6,Drone1:641;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:129;Drone7:127;Drone8:127,1236.5,relative_computed,local,
d6_send_d1_43,Drone6,Drone1:641;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:127;Drone8:127,1237.0,relative_sent,send,Drone1
d1_recv_d6_43,Drone1,Drone1:642;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:127;Drone8:127,1238.0,relative_confirmed,receive,Drone6
d1_send_d7_43,Drone1,Drone1:643;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:127;Drone8:127,1239.2,velocity_sent,send,Drone7
d7_recv_d1_43,Drone7,Drone1:643;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:128;Drone8:127,1240.0,processing,receive,Drone1
d7_compute_43,Drone7,Drone1:643;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:129;Drone8:127,1240.5,relative_computed,local,
d7_send_d1_43,Drone7,Drone1:643;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:127,1241.0,relative_sent,send,Drone1
d1_recv_d7_43,Drone1,Drone1:644;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:127,1242.0,relative_confirmed,receive,Drone7
d1_send_d8_43,Drone1,Drone1:645;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:127,1243.2,velocity_sent,send,Drone8
d8_recv_d1_43,Drone8,Drone1:645;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:128,1244.0,processing,receive,Drone1
d8_compute_43,Drone8,Drone1:645;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:129,1244.5,relative_computed,local,
d8_send_d1_43,Drone8,Drone1:645;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1245.0,relative_sent,send,Drone1
d1_recv_d8_43,Drone1,Drone1:646;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1246.0,relative_confirmed,receive,Drone8
d1_measure_44,Drone1,Drone1:647;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1248.0,velocity_measured,local,
d1_send_d2_44,Drone1,Drone1:648;Drone2:130;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1248.2,velocity_sent,send,Drone2
d2_recv_d1_44,Drone2,Drone1:648;Drone2:131;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1249.0,processing,receive,Drone1
d2_compute_44,Drone2,Drone1:648;Drone2:132;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1249.5,relative_computed,local,
d2_send_d1_44,Drone2,Drone1:648;Drone2:133;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1250.0,relative_sent,send,Drone1
d1_recv_d2_44,Drone1,Drone1:649;Drone2:133;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1251.0,relative_confirmed,receive,Drone2
d1_send_d3_44,Drone1,Drone1:650;Drone2:133;Drone3:130;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1252.2,velocity_sent,send,Drone3
d3_recv_d1_44,Drone3,Drone1:650;Drone2:133;Drone3:131;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1253.0,processing,receive,Drone1
d3_compute_44,Drone3,Drone1:650;Drone2:133;Drone3:132;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1253.5,relative_computed,local,
d3_send_d1_44,Drone3,Drone1:650;Drone2:133;Drone3:133;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1254.0,relative_sent,send,Drone1
d1_recv_d3_44,Drone1,Drone1:651;Drone2:133;Drone3:133;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1255.0,relative_confirmed,receive,Drone3
d1_send_d4_44,Drone1,Drone1:652;Drone2:133;Drone3:133;Drone4:130;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1256.2,velocity_sent,send,Drone4
d4_recv_d1_44,Drone4,Drone1:652;Drone2:133;Drone3:133;Drone4:131;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1257.0,processing,receive,Drone1
d4_compute_44,Drone4,Drone1:652;Drone2:133;Drone3:133;Drone4:132;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1257.5,relative_computed,local,
d4_send_d1_44,Drone4,Drone1:652;Drone2:133;Drone3:133;Drone4:133;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1258.0,relative_sent,send,Drone1
d1_recv_d4_44,Drone1,Drone1:653;Drone2:133;Drone3:133;Drone4:133;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1259.0,relative_confirmed,receive,Drone4
d1_send_d5_44,Drone1,Drone1:654;Drone2:133;Drone3:133;Drone4:133;Drone5:130;Drone6:130;Drone7:130;Drone8:130,1260.2,velocity_sent,send,Drone5
d5_recv_d1_44,Drone5,Drone1:654;Drone2:133;Drone3:133;Drone4:133;Drone5:131;Drone6:130;Drone7:130;Drone8:130,1261.0,processing,receive,Drone1
d5_compute_44,Drone5,Drone1:654;Drone2:133;Drone3:133;Drone4:133;Drone5:132;Drone6:130;Drone7:130;Drone8:130,1261.5,relative_computed,local,
d5_send_d1_44,Drone5,Drone1:654;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:130;Drone7:130;Drone8:130,1262.0,relative_sent,send,Drone1
d1_recv_d5_44,Drone1,Drone1:655;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:130;Drone7:130;Drone8:130,1263.0,relative_confirmed,receive,Drone5
d1_send_d6_44,Drone1,Drone1:656;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:130;Drone7:130;Drone8:130,1264.2,velocity_sent,send,Drone6
d6_recv_d1_44,Drone6,Drone1:656;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:131;Drone7:130;Drone8:130,1265.0,processing,receive,Drone1
d6_compute_44,Drone6,Drone1:656;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:132;Drone7:130;Drone8:130,1265.5,relative_computed,local,
d6_send_d1_44,Drone6,Drone1:656;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:130;Drone8:130,1266.0,relative_sent,send,Drone1
d1_recv_d6_44,Drone1,Drone1:657;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:130;Drone8:130,1267.0,relative_confirmed,receive,Drone6
d1_send_d7_44,Drone1,Drone1:658;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:130;Drone8:130,1268.2,velocity_sent,send,Drone7
d7_recv_d1_44,Drone7,Drone1:658;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:131;Drone8:130,1269.0,processing,receive,Drone1
d7_compute_44,Drone7,Drone1:658;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:132;Drone8:130,1269.5,relative_computed,local,
d7_send_d1_44,Drone7,Drone1:658;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:130,1270.0,relative_sent,send,Drone1
d1_recv_d7_44,Drone1,Drone1:659;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:130,1271.0,relative_confirmed,receive,Drone7
d1_send_d8_44,Drone1,Drone1:660;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:130,1272.2,velocity_sent,send,Drone8
d8_recv_d1_44,Drone8,Drone1:660;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:131,1273.0,processing,receive,Drone1
d8_compute_44,Drone8,Drone1:660;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:132,1273.5,relative_computed,local,
d8_send_d1_44,Drone8,Drone1:660;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1274.0,relative_sent,send,Drone1
d1_recv_d8_44,Drone1,Drone1:661;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1275.0,relative_confirmed,receive,Drone8
d1_measure_45,Drone1,Drone1:662;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1277.0,velocity_measured,local,
d1_send_d2_45,Drone1,Drone1:663;Drone2:133;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1277.2,velocity_sent,send,Drone2
d2_recv_d1_45,Drone2,Drone1:663;Drone2:134;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1278.0,processing,receive,Drone1
d2_compute_45,Drone2,Drone1:663;Drone2:135;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1278.5,relative_computed,local,
d2_send_d1_45,Drone2,Drone1:663;Drone2:136;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1279.0,relative_sent,send,Drone1
d1_recv_d2_45,Drone1,Drone1:664;Drone2:136;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1280.0,relative_confirmed,receive,Drone2
d1_send_d3_45,Drone1,Drone1:665;Drone2:136;Drone3:133;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1281.2,velocity_sent,send,Drone3
d3_recv_d1_45,Drone3,Drone1:665;Drone2:136;Drone3:134;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1282.0,processing,receive,Drone1
d3_compute_45,Drone3,Drone1:665;Drone2:136;Drone3:135;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1282.5,relative_computed,local,
d3_send_d1_45,Drone3,Drone1:665;Drone2:136;Drone3:136;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1283.0,relative_sent,send,Drone1
d1_recv_d3_45,Drone1,Drone1:666;Drone2:136;Drone3:136;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1284.0,relative_confirmed,receive,Drone3
d1_send_d4_45,Drone1,Drone1:667;Drone2:136;Drone3:136;Drone4:133;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1285.2,velocity_sent,send,Drone4
d4_recv_d1_45,Drone4,Drone1:667;Drone2:136;Drone3:136;Drone4:134;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1286.0,processing,receive,Drone1
d4_compute_45,Drone4,Drone1:667;Drone2:136;Drone3:136;Drone4:135;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1286.5,relative_computed,local,
d4_send_d1_45,Drone4,Drone1:667;Drone2:136;Drone3:136;Drone4:136;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1287.0,relative_sent,send,Drone1
d1_recv_d4_45,Drone1,Drone1:668;Drone2:136;Drone3:136;Drone4:136;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1288.0,relative_confirmed,receive,Drone4
d1_send_d5_45,Drone1,Drone1:669;Drone2:136;Drone3:136;Drone4:136;Drone5:133;Drone6:133;Drone7:133;Drone8:133,1289.2,velocity_sent,send,Drone5
d5_recv_d1_45,Drone5,Drone1:669;Drone2:136;Drone3:136;Drone4:136;Drone5:134;Drone6:133;Drone7:133;Drone8:133,1290.0,processing,receive,Drone1
d5_compute_45,Drone5,Drone1:669;Drone2:136;Drone3:136;Drone4:136;Drone5:135;Drone6:133;Drone7:133;Drone8:133,1290.5,relative_computed,local,
d5_send_d1_45,Drone5,Drone1:669;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:133;Drone7:133;Drone8:133,1291.0,relative_sent,send,Drone1
d1_recv_d5_45,Drone1,Drone1:670;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:133;Drone7:133;Drone8:133,1292.0,relative_confirmed,receive,Drone5
d1_send_d6_45,Drone1,Drone1:671;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:133;Drone7:133;Drone8:133,1293.2,velocity_sent,send,Drone6
d6_recv_d1_45,Drone6,Drone1:671;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:134;Drone7:133;Drone8:133,1294.0,processing,receive,Drone1
d6_compute_45,Drone6,Drone1:671;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:135;Drone7:133;Drone8:133,1294.5,relative_computed,local,
d6_send_d1_45,Drone6,Drone1:671;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:133;Drone8:133,1295.0,relative_sent,send,Drone1
d1_recv_d6_45,Drone1,Drone1:672;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:133;Drone8:133,1296.0,relative_confirmed,receive,Drone6
d1_send_d7_45,Drone1,Drone1:673;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:133;Drone8:133,1297.2,velocity_sent,send,Drone7
d7_recv_d1_45,Drone7,Drone1:673;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:134;Drone8:133,1298.0,processing,receive,Drone1
d7_compute_45,Drone7,Drone1:673;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:135;Drone8:133,1298.5,relative_computed,local,
d7_send_d1_45,Drone7,Drone1:673;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:133,1299.0,relative_sent,send,Drone1
d1_recv_d7_45,Drone1,Drone1:674;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:133,1300.0,relative_confirmed,receive,Drone7
d1_send_d8_45,Drone1,Drone1:675;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:133,1301.2,velocity_sent,send,Drone8
d8_recv_d1_45,Drone8,Drone1:675;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:134,1302.0,processing,receive,Drone1
d8_compute_45,Drone8,Drone1:675;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:135,1302.5,relative_computed,local,
d8_send_d1_45,Drone8,Drone1:675;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1303.0,relative_sent,send,Drone1
d1_recv_d8_45,Drone1,Drone1:676;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1304.0,relative_confirmed,receive,Drone8
d1_measure_46,Drone1,Drone1:677;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1306.0,velocity_measured,local,
d1_send_d2_46,Drone1,Drone1:678;Drone2:136;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1306.2,velocity_sent,send,Drone2
d2_recv_d1_46,Drone2,Drone1:678;Drone2:137;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1307.0,processing,receive,Drone1
d2_compute_46,Drone2,Drone1:678;Drone2:138;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1307.5,relative_computed,local,
d2_send_d1_46,Drone2,Drone1:678;Drone2:139;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1308.0,relative_sent,send,Drone1
d1_recv_d2_46,Drone1,Drone1:679;Drone2:139;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1309.0,relative_confirmed,receive,Drone2
d1_send_d3_46,Drone1,Drone1:680;Drone2:139;Drone3:136;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1310.2,velocity_sent,send,Drone3
d3_recv_d1_46,Drone3,Drone1:680;Drone2:139;Drone3:137;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1311.0,processing,receive,Drone1
d3_compute_46,Drone3,Drone1:680;Drone2:139;Drone3:138;Drone4:136;Drone5:136;Drone6:136;Drone7:136;Drone8:136,1311.5,relative_computed,local,
