d1_send_d3_1270,Drone1,Drone1:13964;Drone2:3811;Drone3:3808;Drone4:3808;Drone5:3808;Drone6:3808,26654.2,velocity_sent,send,Drone3
d3_recv_d1_1270,Drone3,Drone1:13964;Drone2:3811;Drone3:3809;Drone4:3808;Drone5:3808;Drone6:3808,26655.0,processing,receive,Drone1
d3_compute_1270,Drone3,Drone1:13964;Drone2:3811;Drone3:3810;Drone4:3808;Drone5:3808;Drone6:3808,26655.5,relative_computed,local,
d3_send_d1_1270,Drone3,Drone1:13964;Drone2:3811;Drone3:3811;Drone4:3808;Drone5:3808;Drone6:3808,26656.0,relative_sent,send,Drone1
d1_recv_d3_1270,Drone1,Drone1:13965;Drone2:3811;Drone3:3811;Drone4:3808;Drone5:3808;Drone6:3808,26657.0,relative_confirmed,receive,Drone3
d1_send_d4_1270,Drone1,Drone1:13966;Drone2:3811;Drone3:3811;Drone4:3808;Drone5:3808;Drone6:3808,26658.2,velocity_sent,send,Drone4
d4_recv_d1_1270,Drone4,Drone1:13966;Drone2:3811;Drone3:3811;Drone4:3809;Drone5:3808;Drone6:3808,26659.0,processing,receive,Drone1
d4_compute_1270,Drone4,Drone1:13966;Drone2:3811;Drone3:3811;Drone4:3810;Drone5:3808;Drone6:3808,26659.5,relative_computed,local,
d4_send_d1_1270,Drone4,Drone1:13966;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3808;Drone6:3808,26660.0,relative_sent,send,Drone1
d1_recv_d4_1270,Drone1,Drone1:13967;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3808;Drone6:3808,26661.0,relative_confirmed,receive,Drone4
d1_send_d5_1270,Drone1,Drone1:13968;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3808;Drone6:3808,26662.2,velocity_sent,send,Drone5
d5_recv_d1_1270,Drone5,Drone1:13968;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3809;Drone6:3808,26663.0,processing,receive,Drone1
d5_compute_1270,Drone5,Drone1:13968;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3810;Drone6:3808,26663.5,relative_computed,local,
d5_send_d1_1270,Drone5,Drone1:13968;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3808,26664.0,relative_sent,send,Drone1
d1_recv_d5_1270,Drone1,Drone1:13969;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3808,26665.0,relative_confirmed,receive,Drone5
d1_send_d6_1270,Drone1,Drone1:13970;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3808,26666.2,velocity_sent,send,Drone6
d6_recv_d1_1270,Drone6,Drone1:13970;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3809,26667.0,processing,receive,Drone1
d6_compute_1270,Drone6,Drone1:13970;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3810,26667.5,relative_computed,local,
d6_send_d1_1270,Drone6,Drone1:13970;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26668.0,relative_sent,send,Drone1
d1_recv_d6_1270,Drone1,Drone1:13971;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26669.0,relative_confirmed,receive,Drone6
d1_measure_1271,Drone1,Drone1:13972;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26671.0,velocity_measured,local,
d1_send_d2_1271,Drone1,Drone1:13973;Drone2:3811;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26671.2,velocity_sent,send,Drone2
d2_recv_d1_1271,Drone2,Drone1:13973;Drone2:3812;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26672.0,processing,receive,Drone1
d2_compute_1271,Drone2,Drone1:13973;Drone2:3813;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26672.5,relative_computed,local,
d2_send_d1_1271,Drone2,Drone1:13973;Drone2:3814;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26673.0,relative_sent,send,Drone1
d1_recv_d2_1271,Drone1,Drone1:13974;Drone2:3814;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26674.0,relative_confirmed,receive,Drone2
d1_send_d3_1271,Drone1,Drone1:13975;Drone2:3814;Drone3:3811;Drone4:3811;Drone5:3811;Drone6:3811,26675.2,velocity_sent,send,Drone3
d3_recv_d1_1271,Drone3,Drone1:13975;Drone2:3814;Drone3:3812;Drone4:3811;Drone5:3811;Drone6:3811,26676.0,processing,receive,Drone1
d3_compute_1271,Drone3,Drone1:13975;Drone2:3814;Drone3:3813;Drone4:3811;Drone5:3811;Drone6:3811,26676.5,relative_computed,local,
d3_send_d1_1271,Drone3,Drone1:13975;Drone2:3814;Drone3:3814;Drone4:3811;Drone5:3811;Drone6:3811,26677.0,relative_sent,send,Drone1
d1_recv_d3_1271,Drone1,Drone1:13976;Drone2:3814;Drone3:3814;Drone4:3811;Drone5:3811;Drone6:3811,26678.0,relative_confirmed,receive,Drone3
d1_send_d4_1271,Drone1,Drone1:13977;Drone2:3814;Drone3:3814;Drone4:3811;Drone5:3811;Drone6:3811,26679.2,velocity_sent,send,Drone4
d4_recv_d1_1271,Drone4,Drone1:13977;Drone2:3814;Drone3:3814;Drone4:3812;Drone5:3811;Drone6:3811,26680.0,processing,receive,Drone1
d4_compute_1271,Drone4,Drone1:13977;Drone2:3814;Drone3:3814;Drone4:3813;Drone5:3811;Drone6:3811,26680.5,relative_computed,local,
d4_send_d1_1271,Drone4,Drone1:13977;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3811;Drone6:3811,26681.0,relative_sent,send,Drone1
d1_recv_d4_1271,Drone1,Drone1:13978;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3811;Drone6:3811,26682.0,relative_confirmed,receive,Drone4
d1_send_d5_1271,Drone1,Drone1:13979;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3811;Drone6:3811,26683.2,velocity_sent,send,Drone5
d5_recv_d1_1271,Drone5,Drone1:13979;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3812;Drone6:3811,26684.0,processing,receive,Drone1
d5_compute_1271,Drone5,Drone1:13979;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3813;Drone6:3811,26684.5,relative_computed,local,
d5_send_d1_1271,Drone5,Drone1:13979;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3811,26685.0,relative_sent,send,Drone1
d1_recv_d5_1271,Drone1,Drone1:13980;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3811,26686.0,relative_confirmed,receive,Drone5
d1_send_d6_1271,Drone1,Drone1:13981;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3811,26687.2,velocity_sent,send,Drone6
d6_recv_d1_1271,Drone6,Drone1:13981;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3812,26688.0,processing,receive,Drone1
d6_compute_1271,Drone6,Drone1:13981;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3813,26688.5,relative_computed,local,
d6_send_d1_1271,Drone6,Drone1:13981;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26689.0,relative_sent,send,Drone1
d1_recv_d6_1271,Drone1,Drone1:13982;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26690.0,relative_confirmed,receive,Drone6
d1_measure_1272,Drone1,Drone1:13983;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26692.0,velocity_measured,local,
d1_send_d2_1272,Drone1,Drone1:13984;Drone2:3814;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26692.2,velocity_sent,send,Drone2
d2_recv_d1_1272,Drone2,Drone1:13984;Drone2:3815;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26693.0,processing,receive,Drone1
d2_compute_1272,Drone2,Drone1:13984;Drone2:3816;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26693.5,relative_computed,local,
d2_send_d1_1272,Drone2,Drone1:13984;Drone2:3817;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26694.0,relative_sent,send,Drone1
d1_recv_d2_1272,Drone1,Drone1:13985;Drone2:3817;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26695.0,relative_confirmed,receive,Drone2
d1_send_d3_1272,Drone1,Drone1:13986;Drone2:3817;Drone3:3814;Drone4:3814;Drone5:3814;Drone6:3814,26696.2,velocity_sent,send,Drone3
d3_recv_d1_1272,Drone3,Drone1:13986;Drone2:3817;Drone3:3815;Drone4:3814;Drone5:3814;Drone6:3814,26697.0,processing,receive,Drone1
d3_compute_1272,Drone3,Drone1:13986;Drone2:3817;Drone3:3816;Drone4:3814;Drone5:3814;Drone6:3814,26697.5,relative_computed,local,
d3_send_d1_1272,Drone3,Drone1:13986;Drone2:3817;Drone3:3817;Drone4:3814;Drone5:3814;Drone6:3814,26698.0,relative_sent,send,Drone1
d1_recv_d3_1272,Drone1,Drone1:13987;Drone2:3817;Drone3:3817;Drone4:3814;Drone5:3814;Drone6:3814,26699.0,relative_confirmed,receive,Drone3
d1_send_d4_1272,Drone1,Drone1:13988;Drone2:3817;Drone3:3817;Drone4:3814;Drone5:3814;Drone6:3814,26700.2,velocity_sent,send,Drone4
d4_recv_d1_1272,Drone4,Drone1:13988;Drone2:3817;Drone3:3817;Drone4:3815;Drone5:3814;Drone6:3814,26701.0,processing,receive,Drone1
d4_compute_1272,Drone4,Drone1:13988;Drone2:3817;Drone3:3817;Drone4:3816;Drone5:3814;Drone6:3814,26701.5,relative_computed,local,
d4_send_d1_1272,Drone4,Drone1:13988;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3814;Drone6:3814,26702.0,relative_sent,send,Drone1
d1_recv_d4_1272,Drone1,Drone1:13989;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3814;Drone6:3814,26703.0,relative_confirmed,receive,Drone4
d1_send_d5_1272,Drone1,Drone1:13990;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3814;Drone6:3814,26704.2,velocity_sent,send,Drone5
d5_recv_d1_1272,Drone5,Drone1:13990;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3815;Drone6:3814,26705.0,processing,receive,Drone1
d5_compute_1272,Drone5,Drone1:13990;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3816;Drone6:3814,26705.5,relative_computed,local,
d5_send_d1_1272,Drone5,Drone1:13990;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3814,26706.0,relative_sent,send,Drone1
d1_recv_d5_1272,Drone1,Drone1:13991;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3814,26707.0,relative_confirmed,receive,Drone5
d1_send_d6_1272,Drone1,Drone1:13992;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3814,26708.2,velocity_sent,send,Drone6
d6_recv_d1_1272,Drone6,Drone1:13992;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3815,26709.0,processing,receive,Drone1
d6_compute_1272,Drone6,Drone1:13992;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3816,26709.5,relative_computed,local,
d6_send_d1_1272,Drone6,Drone1:13992;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26710.0,relative_sent,send,Drone1
d1_recv_d6_1272,Drone1,Drone1:13993;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26711.0,relative_confirmed,receive,Drone6
d1_measure_1273,Drone1,Drone1:13994;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26713.0,velocity_measured,local,
d1_send_d2_1273,Drone1,Drone1:13995;Drone2:3817;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26713.2,velocity_sent,send,Drone2
d2_recv_d1_1273,Drone2,Drone1:13995;Drone2:3818;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26714.0,processing,receive,Drone1
d2_compute_1273,Drone2,Drone1:13995;Drone2:3819;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26714.5,relative_computed,local,
d2_send_d1_1273,Drone2,Drone1:13995;Drone2:3820;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26715.0,relative_sent,send,Drone1
d1_recv_d2_1273,Drone1,Drone1:13996;Drone2:3820;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26716.0,relative_confirmed,receive,Drone2
d1_send_d3_1273,Drone1,Drone1:13997;Drone2:3820;Drone3:3817;Drone4:3817;Drone5:3817;Drone6:3817,26717.2,velocity_sent,send,Drone3
d3_recv_d1_1273,Drone3,Drone1:13997;Drone2:3820;Drone3:3818;Drone4:3817;Drone5:3817;Drone6:3817,26718.0,processing,receive,Drone1
d3_compute_1273,Drone3,Drone1:13997;Drone2:3820;Drone3:3819;Drone4:3817;Drone5:3817;Drone6:3817,26718.5,relative_computed,local,
d3_send_d1_1273,Drone3,Drone1:13997;Drone2:3820;Drone3:3820;Drone4:3817;Drone5:3817;Drone6:3817,26719.0,relative_sent,send,Drone1
d1_recv_d3_1273,Drone1,Drone1:13998;Drone2:3820;Drone3:3820;Drone4:3817;Drone5:3817;Drone6:3817,26720.0,relative_confirmed,receive,Drone3
d1_send_d4_1273,Drone1,Drone1:13999;Drone2:3820;Drone3:3820;Drone4:3817;Drone5:3817;Drone6:3817,26721.2,velocity_sent,send,Drone4
d4_recv_d1_1273,Drone4,Drone1:13999;Drone2:3820;Drone3:3820;Drone4:3818;Drone5:3817;Drone6:3817,26722.0,processing,receive,Drone1
d4_compute_1273,Drone4,Drone1:13999;Drone2:3820;Drone3:3820;Drone4:3819;Drone5:3817;Drone6:3817,26722.5,relative_computed,local,
d4_send_d1_1273,Drone4,Drone1:13999;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3817;Drone6:3817,26723.0,relative_sent,send,Drone1
d1_recv_d4_1273,Drone1,Drone1:14000;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3817;Drone6:3817,26724.0,relative_confirmed,receive,Drone4
d1_send_d5_1273,Drone1,Drone1:14001;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3817;Drone6:3817,26725.2,velocity_sent,send,Drone5
d5_recv_d1_1273,Drone5,Drone1:14001;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3818;Drone6:3817,26726.0,processing,receive,Drone1
d5_compute_1273,Drone5,Drone1:14001;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3819;Drone6:3817,26726.5,relative_computed,local,
d5_send_d1_1273,Drone5,Drone1:14001;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3817,26727.0,relative_sent,send,Drone1
d1_recv_d5_1273,Drone1,Drone1:14002;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3817,26728.0,relative_confirmed,receive,Drone5
d1_send_d6_1273,Drone1,Drone1:14003;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3817,26729.2,velocity_sent,send,Drone6
d6_recv_d1_1273,Drone6,Drone1:14003;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3818,26730.0,processing,receive,Drone1
d6_compute_1273,Drone6,Drone1:14003;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3819,26730.5,relative_computed,local,
d6_send_d1_1273,Drone6,Drone1:14003;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26731.0,relative_sent,send,Drone1
d1_recv_d6_1273,Drone1,Drone1:14004;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26732.0,relative_confirmed,receive,Drone6
d1_measure_1274,Drone1,Drone1:14005;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26734.0,velocity_measured,local,
d1_send_d2_1274,Drone1,Drone1:14006;Drone2:3820;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26734.2,velocity_sent,send,Drone2
d2_recv_d1_1274,Drone2,Drone1:14006;Drone2:3821;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26735.0,processing,receive,Drone1
d2_compute_1274,Drone2,Drone1:14006;Drone2:3822;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26735.5,relative_computed,local,
d2_send_d1_1274,Drone2,Drone1:14006;Drone2:3823;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26736.0,relative_sent,send,Drone1
d1_recv_d2_1274,Drone1,Drone1:14007;Drone2:3823;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26737.0,relative_confirmed,receive,Drone2
d1_send_d3_1274,Drone1,Drone1:14008;Drone2:3823;Drone3:3820;Drone4:3820;Drone5:3820;Drone6:3820,26738.2,velocity_sent,send,Drone3
d3_recv_d1_1274,Drone3,Drone1:14008;Drone2:3823;Drone3:3821;Drone4:3820;Drone5:3820;Drone6:3820,26739.0,processing,receive,Drone1
d3_compute_1274,Drone3,Drone1:14008;Drone2:3823;Drone3:3822;Drone4:3820;Drone5:3820;Drone6:3820,26739.5,relative_computed,local,
d3_send_d1_1274,Drone3,Drone1:14008;Drone2:3823;Drone3:3823;Drone4:3820;Drone5:3820;Drone6:3820,26740.0,relative_sent,send,Drone1
d1_recv_d3_1274,Drone1,Drone1:14009;Drone2:3823;Drone3:3823;Drone4:3820;Drone5:3820;Drone6:3820,26741.0,relative_confirmed,receive,Drone3
d1_send_d4_1274,Drone1,Drone1:14010;Drone2:3823;Drone3:3823;Drone4:3820;Drone5:3820;Drone6:3820,26742.2,velocity_sent,send,Drone4
d4_recv_d1_1274,Drone4,Drone1:14010;Drone2:3823;Drone3:3823;Drone4:3821;Drone5:3820;Drone6:3820,26743.0,processing,receive,Drone1
d4_compute_1274,Drone4,Drone1:14010;Drone2:3823;Drone3:3823;Drone4:3822;Drone5:3820;Drone6:3820,26743.5,relative_computed,local,
d4_send_d1_1274,Drone4,Drone1:14010;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3820;Drone6:3820,26744.0,relative_sent,send,Drone1
d1_recv_d4_1274,Drone1,Drone1:14011;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3820;Drone6:3820,26745.0,relative_confirmed,receive,Drone4
d1_send_d5_1274,Drone1,Drone1:14012;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3820;Drone6:3820,26746.2,velocity_sent,send,Drone5
d5_recv_d1_1274,Drone5,Drone1:14012;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3821;Drone6:3820,26747.0,processing,receive,Drone1
d5_compute_1274,Drone5,Drone1:14012;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3822;Drone6:3820,26747.5,relative_computed,local,
d5_send_d1_1274,Drone5,Drone1:14012;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3820,26748.0,relative_sent,send,Drone1
d1_recv_d5_1274,Drone1,Drone1:14013;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3820,26749.0,relative_confirmed,receive,Drone5
d1_send_d6_1274,Drone1,Drone1:14014;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3820,26750.2,velocity_sent,send,Drone6
d6_recv_d1_1274,Drone6,Drone1:14014;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3821,26751.0,processing,receive,Drone1
d6_compute_1274,Drone6,Drone1:14014;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3822,26751.5,relative_computed,local,
d6_send_d1_1274,Drone6,Drone1:14014;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26752.0,relative_sent,send,Drone1
d1_recv_d6_1274,Drone1,Drone1:14015;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26753.0,relative_confirmed,receive,Drone6
d1_measure_1275,Drone1,Drone1:14016;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26755.0,velocity_measured,local,
d1_send_d2_1275,Drone1,Drone1:14017;Drone2:3823;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26755.2,velocity_sent,send,Drone2
d2_recv_d1_1275,Drone2,Drone1:14017;Drone2:3824;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26756.0,processing,receive,Drone1
d2_compute_1275,Drone2,Drone1:14017;Drone2:3825;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26756.5,relative_computed,local,
d2_send_d1_1275,Drone2,Drone1:14017;Drone2:3826;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26757.0,relative_sent,send,Drone1
d1_recv_d2_1275,Drone1,Drone1:14018;Drone2:3826;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26758.0,relative_confirmed,receive,Drone2
d1_send_d3_1275,Drone1,Drone1:14019;Drone2:3826;Drone3:3823;Drone4:3823;Drone5:3823;Drone6:3823,26759.2,velocity_sent,send,Drone3
d3_recv_d1_1275,Drone3,Drone1:14019;Drone2:3826;Drone3:3824;Drone4:3823;Drone5:3823;Drone6:3823,26760.0,processing,receive,Drone1
d3_compute_1275,Drone3,Drone1:14019;Drone2:3826;Drone3:3825;Drone4:3823;Drone5:3823;Drone6:3823,26760.5,relative_computed,local,
d3_send_d1_1275,Drone3,Drone1:14019;Drone2:3826;Drone3:3826;Drone4:3823;Drone5:3823;Drone6:3823,26761.0,relative_sent,send,Drone1
d1_recv_d3_1275,Drone1,Drone1:14020;Drone2:3826;Drone3:3826;Drone4:3823;Drone5:3823;Drone6:3823,26762.0,relative_confirmed,receive,Drone3
d1_send_d4_1275,Drone1,Drone1:14021;Drone2:3826;Drone3:3826;Drone4:3823;Drone5:3823;Drone6:3823,26763.2,velocity_sent,send,Drone4
d4_recv_d1_1275,Drone4,Drone1:14021;Drone2:3826;Drone3:3826;Drone4:3824;Drone5:3823;Drone6:3823,26764.0,processing,receive,Drone1
d4_compute_1275,Drone4,Drone1:14021;Drone2:3826;Drone3:3826;Drone4:3825;Drone5:3823;Drone6:3823,26764.5,relative_computed,local,
d4_send_d1_1275,Drone4,Drone1:14021;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3823;Drone6:3823,26765.0,relative_sent,send,Drone1
d1_recv_d4_1275,Drone1,Drone1:14022;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3823;Drone6:3823,26766.0,relative_confirmed,receive,Drone4
d1_send_d5_1275,Drone1,Drone1:14023;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3823;Drone6:3823,26767.2,velocity_sent,send,Drone5
d5_recv_d1_1275,Drone5,Drone1:14023;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3824;Drone6:3823,26768.0,processing,receive,Drone1
d5_compute_1275,Drone5,Drone1:14023;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3825;Drone6:3823,26768.5,relative_computed,local,
d5_send_d1_1275,Drone5,Drone1:14023;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3823,26769.0,relative_sent,send,Drone1
d1_recv_d5_1275,Drone1,Drone1:14024;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3823,26770.0,relative_confirmed,receive,Drone5
d1_send_d6_1275,Drone1,Drone1:14025;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3823,26771.2,velocity_sent,send,Drone6
d6_recv_d1_1275,Drone6,Drone1:14025;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3824,26772.0,processing,receive,Drone1
d6_compute_1275,Drone6,Drone1:14025;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3825,26772.5,relative_computed,local,
d6_send_d1_1275,Drone6,Drone1:14025;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26773.0,relative_sent,send,Drone1
d1_recv_d6_1275,Drone1,Drone1:14026;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26774.0,relative_confirmed,receive,Drone6
d1_measure_1276,Drone1,Drone1:14027;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26776.0,velocity_measured,local,
d1_send_d2_1276,Drone1,Drone1:14028;Drone2:3826;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26776.2,velocity_sent,send,Drone2
d2_recv_d1_1276,Drone2,Drone1:14028;Drone2:3827;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26777.0,processing,receive,Drone1
d2_compute_1276,Drone2,Drone1:14028;Drone2:3828;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26777.5,relative_computed,local,
d2_send_d1_1276,Drone2,Drone1:14028;Drone2:3829;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26778.0,relative_sent,send,Drone1
d1_recv_d2_1276,Drone1,Drone1:14029;Drone2:3829;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26779.0,relative_confirmed,receive,Drone2
d1_send_d3_1276,Drone1,Drone1:14030;Drone2:3829;Drone3:3826;Drone4:3826;Drone5:3826;Drone6:3826,26780.2,velocity_sent,send,Drone3
d3_recv_d1_1276,Drone3,Drone1:14030;Drone2:3829;Drone3:3827;Drone4:3826;Drone5:3826;Drone6:3826,26781.0,processing,receive,Drone1
d3_compute_1276,Drone3,Drone1:14030;Drone2:3829;Drone3:3828;Drone4:3826;Drone5:3826;Drone6:3826,26781.5,relative_computed,local,
d3_send_d1_1276,Drone3,Drone1:14030;Drone2:3829;Drone3:3829;Drone4:3826;Drone5:3826;Drone6:3826,26782.0,relative_sent,send,Drone1
d1_recv_d3_1276,Drone1,Drone1:14031;Drone2:3829;Drone3:3829;Drone4:3826;Drone5:3826;Drone6:3826,26783.0,relative_confirmed,receive,Drone3
d1_send_d4_1276,Drone1,Drone1:14032;Drone2:3829;Drone3:3829;Drone4:3826;Drone5:3826;Drone6:3826,26784.2,velocity_sent,send,Drone4
d4_recv_d1_1276,Drone4,Drone1:14032;Drone2:3829;Drone3:3829;Drone4:3827;Drone5:3826;Drone6:3826,26785.0,processing,receive,Drone1
d4_compute_1276,Drone4,Drone1:14032;Drone2:3829;Drone3:3829;Drone4:3828;Drone5:3826;Drone6:3826,26785.5,relative_computed,local,
d4_send_d1_1276,Drone4,Drone1:14032;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3826;Drone6:3826,26786.0,relative_sent,send,Drone1
d1_recv_d4_1276,Drone1,Drone1:14033;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3826;Drone6:3826,26787.0,relative_confirmed,receive,Drone4
d1_send_d5_1276,Drone1,Drone1:14034;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3826;Drone6:3826,26788.2,velocity_sent,send,Drone5
d5_recv_d1_1276,Drone5,Drone1:14034;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3827;Drone6:3826,26789.0,processing,receive,Drone1
d5_compute_1276,Drone5,Drone1:14034;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3828;Drone6:3826,26789.5,relative_computed,local,
d5_send_d1_1276,Drone5,Drone1:14034;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3829;Drone6:3826,26790.0,relative_sent,send,Drone1
d1_recv_d5_1276,Drone1,Drone1:14035;Drone2:3829;Drone3:3829;Drone4:3829;Drone5:3829;Drone6:3826,26791.0,relative_confirmed,receive,Drone5
